gene,I.1,I.2,S7,A,T1
YBR161W,136,79,29,96,101
YGR218W,2623,1736,908,2526,3228
YOR234C,1966,1203,716,1812,1351
YDR465C,787,659,149,455,779
YCL030C,4069,2271,1206,3659,6344
YLR284C,47,20,10,30,39
YBR114W,84,55,14,70,138
YOR017W,135,74,36,77,138
YLR036C,93,50,36,76,78
YDR371W,133,84,35,87,111
YIL095W,218,121,88,203,257
YBR162W-A,404,203,107,388,556
YER105C,1159,844,314,828,913
YJR080C,250,154,77,226,229
YLR081W,4,2,1,2,4
YIL055C,86,69,49,120,137
YFL036W,523,298,100,279,448
YKL157W,2660,1799,1021,2726,4102
YKL113C,515,355,100,308,680
YDL112W,1180,994,257,696,951
YER014W,319,187,58,153,366
YPR164W,326,239,107,213,281
YER158C,83,34,29,86,81
YNL189W,2889,1991,952,2699,4161
YJL079C,1195,692,407,815,1241
YKL109W,40,13,11,17,14
YER049W,1630,1203,390,1214,2101
YDR179W-A,82,56,30,85,52
YLR369W,293,208,102,308,477
YJL171C,1239,732,337,875,1077
YBR280C,126,67,17,57,121
YBR259W,71,41,14,41,49
YGL181W,841,472,178,548,629
YHR040W,192,129,26,105,197
YLR096W,393,249,135,339,351
YKR102W,0,0,1,0,1
YMR270C,100,52,19,62,99
YDR475C,148,88,33,95,157
YEL060C,3031,1620,1142,3447,7735
YDL226C,1371,920,357,1239,1659
YDL240W,233,135,73,161,199
YDR394W,1643,997,480,1273,2458
YDR324C,1121,914,331,880,1328
YER128W,78,38,30,58,48
YGL198W,438,230,110,300,426
YBR223C,62,29,15,41,91
YMR079W,2383,1495,911,2350,4520
YAL022C,420,297,123,294,555
YKR081C,1428,1114,458,1078,2242
YHR071W,157,103,51,180,158
YMR264W,440,268,111,343,652
YMR200W,716,483,221,560,641
YLR401C,667,493,126,485,989
YBR165W,155,78,60,129,120
YIL027C,468,251,117,314,195
YNR049C,195,117,73,172,121
YPL249C,590,340,145,503,777
YJL035C,76,55,12,46,117
YER155C,1159,756,425,1077,1138
YLR131C,257,137,77,230,299
YAL030W,205,106,49,149,213
YLR285C-A,9,0,3,5,0
YAR014C,470,295,91,292,607
YLR162W,0,0,0,0,0
YER156C,759,292,83,160,285
YBR238C,450,321,158,311,236
YER066W,0,0,0,0,0
YDR210W,401,225,133,342,330
YDL130W-A,193,50,39,161,99
YLR233C,27,15,11,21,26
YPL127C,1021,573,306,1009,1600
YDR147W,225,145,54,194,219
YPL077C,61,26,12,40,66
YPL051W,105,89,17,64,129
YMR157C,237,127,27,95,164
YOR002W,578,363,167,326,427
YMR176W,191,116,34,108,181
YER111C,332,198,119,336,241
YOR175C,1904,1636,369,967,1234
YAL061W,130,45,22,49,123
YBR275C,372,271,132,340,435
YGR215W,206,113,30,153,274
YNL037C,4253,2231,1359,3956,6672
YNL118C,1096,665,251,800,1102
YKL161C,6,2,4,9,6
YNR050C,1507,835,288,839,1670
YDR489W,139,74,36,99,130
YML096W,178,108,48,149,224
YJL109C,2217,1960,712,1837,1961
YGL179C,102,86,45,113,125
YHR214C-E,0,0,0,0,0
YGL235W,1,0,0,0,3
YOR264W,412,249,116,400,470
YMR089C,559,361,137,435,784
YGR188C,89,62,29,56,87
YOL045W,397,297,102,326,419
YPL207W,848,637,99,352,761
YIL070C,743,340,163,458,749
YLR357W,595,341,149,586,673
YKL190W,729,438,80,317,609
YCR091W,39,19,7,33,46
YBR079C,5079,3656,1109,3460,7272
YGL203C,1061,641,205,530,1164
YIL117C,257,129,91,230,266
YHR077C,332,250,85,275,363
YMR307W,14123,8915,3255,9045,16064
YOL152W,169,97,36,73,146
YJR131W,497,335,116,268,455
YJL003W,126,51,25,85,223
YNL082W,189,130,62,157,248
YDR196C,140,81,38,139,214
YDL195W,4452,2895,1589,4175,4163
YPR095C,176,114,36,114,198
YLL048C,2352,1638,468,1363,1714
YBR003W,219,135,98,197,321
YNR032W,164,103,51,115,259
YKL023C-A,76,46,38,103,21
YJR035W,153,111,37,97,162
YDR310C,535,319,132,410,386
YGL148W,3923,2465,872,2824,6607
YOR245C,148,110,53,125,158
YLR004C,11,5,0,13,14
YDL241W,100,51,43,77,125
YNL299W,211,145,37,124,190
YJL057C,70,53,40,70,125
YOL144W,353,294,82,270,454
YGL111W,646,467,167,533,769
YCL038C,236,159,58,169,277
YPR158W,135,51,45,128,100
YOR313C,1,1,0,2,3
YGL039W,2895,2619,835,2455,3191
YDL207W,187,129,62,182,197
YOR014W,786,498,310,763,711
YLR394W,12,7,2,3,8
YOL069W,149,83,21,83,127
YNL231C,1183,580,246,877,1224
YML099C,116,85,35,102,103
YJL159W,10528,5430,5500,12461,12582
YGL220W,348,229,51,189,309
YLR042C,41,23,10,34,42
YER093C-A,38,23,9,19,25
YLR425W,127,96,41,130,143
YOR187W,1937,1031,350,998,2006
YNL107W,107,67,21,101,146
YNL160W,492,156,99,260,319
YJL125C,379,270,81,278,436
YEL036C,638,421,130,319,479
YGR013W,195,108,37,126,207
YJL054W,381,267,104,253,359
YMR214W,943,644,188,491,1012
YDR330W,320,123,63,212,316
YBR211C,154,89,44,99,117
YNR008W,606,389,102,349,708
YMR042W,70,41,23,76,131
YBR058C,617,368,188,498,633
YJR019C,83,53,29,66,128
YKL208W,74,54,20,61,99
YDL084W,6971,4467,2113,6119,9166
YGL077C,919,511,170,370,751
YLR182W,420,319,115,327,408
YAR019C,96,64,35,75,95
YNL121C,2963,1741,512,1934,2234
YMR308C,1952,1430,680,1865,2801
YJR137C,286,133,71,181,178
YMR309C,4712,3584,1408,4044,4928
YLR231C,442,355,178,527,653
YDL208W,1498,965,504,1457,2539
YOR293C-A,0,0,0,2,3
YOR099W,2253,1362,595,1318,2643
YAL043C,455,284,173,423,569
YDR531W,439,297,154,415,557
YBR028C,239,157,74,207,212
YKL103C,1045,612,315,1177,1661
YNL225C,200,121,35,160,177
YLR055C,512,323,75,212,589
YAR029W,1,0,0,0,2
YIR023W,215,136,73,150,165
YDR377W,671,299,276,552,711
YDR486C,377,228,134,375,435
YHR115C,358,215,102,266,430
YPL007C,193,93,67,141,183
YDR248C,186,108,26,125,272
YNL111C,383,242,119,363,407
YPR032W,446,281,135,339,415
YDR415C,245,168,69,167,194
YJL173C,605,300,107,318,385
YDR298C,757,441,262,745,855
YOR114W,30,18,21,50,51
YDR406W,654,205,63,155,309
YNR054C,401,269,107,284,476
YOL019W-A,0,0,0,0,0
YCR071C,231,119,32,81,127
YHR199C,598,362,173,351,707
YDL138W,53,39,14,31,44
YOL108C,66,23,12,30,78
YNR075W,122,99,31,81,172
YHR154W,466,279,138,476,469
YHR038W,118,58,35,103,148
YGR240C-A,0,0,0,0,0
YOR360C,416,276,135,303,387
YNL008C,296,223,90,242,288
YMR191W,215,121,69,190,183
YKL065C,738,426,274,642,680
YOR148C,58,35,16,43,80
YJL194W,183,119,51,115,160
YHR027C,4958,3070,1135,3242,6238
YLR047C,257,186,104,225,315
YLR225C,406,284,106,351,525
YKR050W,7,3,2,4,5
Q0140,3,1,30,46,23
YDR219C,172,103,49,164,221
YCR090C,356,203,91,255,387
YMR168C,108,88,21,47,85
YDR084C,340,194,111,313,247
YGL252C,544,349,117,386,723
YGL221C,828,548,282,667,832
YKL114C,515,336,119,354,594
YPL103C,138,87,18,76,145
YDR077W,2664,1144,2482,4446,3437
YJR051W,605,377,125,371,495
YPR079W,336,220,104,236,331
YMR275C,402,261,104,318,481
YJR148W,3446,2176,910,2621,6294
YJR102C,87,58,26,83,94
YIL102C-A,24,15,6,24,23
YPL128C,400,274,113,271,392
YJR075W,1065,790,285,696,719
YPL149W,43,29,16,59,81
YGR147C,376,195,76,193,392
YPL132W,97,48,22,52,67
YLR409C,1045,845,299,759,1360
YOR176W,462,230,90,224,373
YDR121W,280,153,67,176,372
YNL190W,979,489,631,1453,889
YOL081W,535,407,145,328,440
YKL050C,4,0,0,1,0
YDL204W,20,10,4,21,26
YMR048W,127,73,33,120,223
YDR098C,1470,920,406,1199,2179
YOR177C,14,14,3,11,13
YOL011W,125,77,59,138,242
YGR205W,325,189,59,188,284
YOL034W,166,116,38,118,170
YLR188W,333,216,82,257,338
YJR066W,473,342,101,311,407
YCR050C,0,0,0,0,0
YHR159W,83,55,30,64,142
YBL090W,255,138,29,182,208
YPL139C,304,168,100,278,321
YBR203W,14,9,5,11,16
YBR121C,8077,5644,1926,5939,11308
YGR109C,96,63,49,135,79
YAL002W,161,107,40,101,99
YKL215C,808,559,219,728,1111
YIL120W,22,20,8,20,20
YGR255C,247,151,63,141,254
YER175C,271,139,43,165,262
YDR070C,10,2,1,4,7
YEL064C,79,54,29,86,108
YGL133W,379,227,62,263,358
YMR256C,127,49,96,204,73
YER067W,38,9,6,21,40
YOR003W,28,19,9,28,66
YAL056W,168,114,29,96,186
YGL067W,318,201,118,239,350
YNL119W,173,106,41,118,115
YNR035C,1314,756,349,925,1276
YOR232W,1429,801,342,1257,2196
YMR092C,1768,1096,557,1597,2642
YDR461W,237,99,35,179,192
YOR317W,794,390,276,816,1453
YGR162W,4954,3324,1120,4011,6141
YDL066W,4114,2744,1109,3606,6826
YMR102C,306,171,76,213,276
YGL070C,493,238,67,269,879
YKL010C,1045,671,180,589,1247
YJL076W,1469,885,346,1282,1615
YBR272C,298,192,67,190,276
YML025C,291,151,56,142,230
YDL111C,372,267,111,296,394
YIR030C,56,23,18,54,83
YPR018W,217,117,52,184,288
YNL316C,142,103,64,140,101
YGR161C,345,146,80,239,255
YKL168C,131,70,39,112,135
YMR068W,32,28,10,20,43
YIL011W,518,214,57,141,126
YDR476C,849,538,299,696,1389
YPL272C,514,232,263,657,847
YJL123C,1171,792,220,850,1615
YJR078W,47,40,19,47,153
YHR080C,49,24,14,27,43
YMR086W,283,172,79,254,251
YDR213W,510,309,142,359,561
YNL071W,3485,1948,1226,3257,5068
YDL113C,224,145,75,196,316
YJL137C,79,47,23,64,80
YBL086C,110,48,22,90,86
YGL006W,408,222,128,327,391
YFR026C,0,0,0,2,0
YHR119W,240,178,90,245,316
YML087C,22,12,6,5,3
YMR066W,129,90,27,81,101
YLR090W,304,173,54,174,269
YPR196W,25,10,8,15,13
YLR052W,207,113,49,157,254
YMR225C,164,62,26,99,120
YOR230W,2292,1096,617,1625,2559
YOL102C,187,95,51,187,217
YBR062C,247,157,91,186,191
YBR169C,406,174,79,284,442
YFR019W,392,228,121,327,398
YDR004W,76,53,20,61,75
YER076C,36,20,12,23,17
YBR210W,111,73,40,84,76
YPL206C,536,290,109,368,673
YJL170C,32,12,2,14,13
YNL322C,1247,713,453,883,1062
YBL100W-C,0,0,0,0,0
YHR155W,237,175,72,156,231
YNR043W,2080,1479,829,2234,4086
YLR083C,1671,1039,380,952,910
YGR082W,1015,556,215,558,916
YER004W,1000,569,177,528,1057
YNL232W,523,312,101,307,788
YMR251W-A,347,78,380,682,691
YDR037W,8587,5941,2682,7996,13715
YHR153C,17,11,7,22,30
YKR055W,127,78,31,73,156
YPR016C,2091,1426,526,1345,2279
YOR316C,1299,947,432,970,1540
YLR060W,4863,3428,1508,4332,6203
YNL178W,33623,19882,6231,23728,58754
YHR206W,364,236,124,276,346
YLR132C,74,36,19,62,39
YNL025C,47,28,22,64,56
YDR483W,2818,1692,697,1841,2700
YPR027C,0,0,0,2,0
YPL067C,120,49,31,83,178
YCR026C,388,259,128,296,570
YDL214C,1,1,1,1,3
YLR326W,103,48,24,46,96
YMR080C,1097,804,319,732,1209
YBL082C,286,216,77,219,427
YGL092W,1370,922,366,1093,1379
YGL159W,222,149,81,219,237
YDL017W,153,101,40,107,206
YDR527W,404,252,62,270,394
YGL138C,0,0,2,0,0
YDR391C,146,67,55,148,169
YOR131C,294,186,57,199,433
YBR015C,1452,932,310,677,1131
YIL151C,123,89,23,94,100
YLR303W,0,1,0,0,0
YLR016C,90,49,13,53,143
YLR127C,129,70,35,79,72
YOL116W,176,84,32,104,160
YPL155C,199,125,55,165,251
YNL186W,520,370,152,439,536
YFR024C-A,2520,1884,559,1678,3072
YPR110C,2454,1733,580,1728,2661
YLR097C,75,56,16,79,102
YMR238W,887,530,172,430,970
YCR034W,1743,1165,677,1432,1144
YCR106W,52,39,6,28,45
YLR414C,475,274,189,430,318
YDR392W,221,145,35,96,227
YIL035C,742,489,168,456,587
YBL032W,1447,875,283,963,1353
YML049C,514,354,156,404,442
YDR416W,204,132,34,138,186
YDL108W,196,112,47,141,165
YBL022C,1875,1177,402,1426,2265
YMR240C,146,90,32,91,219
YIL089W,13,10,2,21,9
YPR052C,1363,788,296,1195,2676
YGL071W,468,320,123,377,366
YPR159C-A,0,0,0,0,0
YPL115C,513,294,178,423,507
YBL063W,210,127,62,155,120
YMR049C,2046,1651,596,1921,2439
YIL046W,202,117,38,91,262
YMR292W,386,269,138,279,153
YDR243C,156,109,55,159,241
YDL008W,113,87,28,87,184
YNL126W,232,153,67,172,194
YNR017W,908,537,247,536,1021
YOR383C,32802,24502,12612,28378,48285
YOR246C,263,159,60,139,287
YLR095C,426,279,107,277,577
YNL050C,227,165,41,154,336
YOR115C,212,152,79,207,171
YCR100C,0,0,0,0,2
YNL096C,4131,2477,1156,3942,3131
YLL034C,873,735,186,647,1157
YHR019C,7778,5314,2181,5220,11398
YLR075W,40021,24447,8619,29376,44044
YDL220C,128,77,32,102,153
YKL033W-A,876,497,126,454,736
YNL123W,1353,913,448,1219,1530
YPL084W,553,344,187,525,797
YNL162W-A,64,33,31,72,75
YGR260W,1580,1078,379,1170,1865
YMR122W-A,1265,570,710,1899,1708
YOR113W,240,134,88,229,202
YCL005W,85,44,16,49,111
YLR417W,130,76,28,93,126
YIR003W,517,224,101,383,556
YJR146W,0,0,0,0,0
YBR233W-A,87,49,21,84,86
YLR390W,137,57,30,70,154
YKL022C,289,193,88,190,245
YHR157W,2,3,2,5,1
YAL014C,137,87,30,100,184
YOL072W,76,80,30,95,97
YPL239W,812,508,148,464,1299
YJR055W,99,63,25,53,74
YBR179C,312,212,92,226,307
YFR048W,186,110,43,165,181
YLR226W,217,118,61,185,255
YBR230W-A,79,20,15,36,144
YIL074C,777,454,318,724,716
YOR322C,351,232,77,221,337
YDL145C,4276,3001,1260,3263,5291
YOR033C,104,66,21,80,113
YKR077W,173,78,64,142,131
YPR088C,1649,1131,440,1584,2217
YPR063C,1162,635,311,624,535
YJR013W,310,169,87,130,244
YKL046C,1450,909,307,818,1723
YER107C,462,291,164,375,576
YKL024C,1224,762,294,632,1257
YPR054W,1,0,0,0,0
YMR012W,5122,3104,1145,3532,4238
YMR075W,217,121,62,243,181
YBR262C,144,69,37,85,182
YDR088C,143,80,38,122,175
YLR377C,0,0,0,2,1
YDR118W,140,92,28,76,102
YEL030W,8,4,5,3,11
YIR034C,587,297,176,370,474
YKL008C,1242,760,319,905,1176
YMR291W,482,199,102,282,483
YML011C,71,42,16,62,178
YPL048W,3626,2280,882,2509,5309
YIL159W,114,77,47,114,153
YGL120C,1984,1526,650,1772,2796
YCL048W,0,1,1,3,4
YAR008W,110,69,26,60,144
YER179W,15,9,1,10,13
YGL116W,274,174,72,179,243
YKL219W,138,69,46,126,136
YMR001C,513,310,136,424,559
YGL227W,306,177,43,176,336
YLR406C,914,579,226,1010,1501
YDR506C,135,104,36,106,157
YDR299W,962,615,203,742,828
YOR223W,198,113,31,78,198
YBR298C,0,0,0,1,1
YLR001C,345,198,86,248,271
YAL003W,23460,13493,5862,18870,47780
YHR185C,3,2,0,1,6
YPL049C,430,253,141,312,570
YBR187W,689,372,156,386,711
YKL159C,84,44,28,108,129
YNL260C,183,124,59,186,420
YJL210W,80,51,12,26,75
YBL015W,330,193,70,190,440
YAL054C,18,9,6,10,26
YMR119W,271,198,104,234,254
YDL020C,690,441,199,586,629
YDR174W,1633,922,358,1332,2574
YBR055C,270,165,58,216,335
YJL105W,126,51,12,67,65
YGR040W,146,102,38,99,129
YJR103W,395,262,106,268,785
YOR191W,308,187,82,256,343
YGL210W,291,154,70,170,325
YML036W,189,112,54,147,173
YFL051C,0,0,0,0,0
YJL205C,61,27,13,45,74
YLR293C,7833,4664,2640,7317,10947
YHR031C,139,87,29,115,127
YJR118C,564,357,209,444,512
YLR177W,83,39,24,82,67
YGR279C,11433,6916,3495,8261,10602
YBR290W,257,167,74,212,259
YGL123W,31039,19833,9856,25330,34883
YOL115W,396,226,73,248,335
YOR231W,160,119,60,164,198
YMR062C,731,439,201,546,777
YPL176C,439,281,122,318,590
YJR134C,369,184,88,281,359
YLL051C,536,369,204,435,491
YLR119W,69,59,26,112,130
YIL064W,406,310,58,220,697
YDR165W,983,749,261,828,923
YNL142W,26,30,8,17,47
YHR144C,194,146,68,166,278
YMR222C,230,141,55,151,221
YNL311C,153,105,40,136,131
YLR242C,78,47,20,40,45
YER057C,1130,604,373,1000,1573
YCR087C-A,543,284,97,297,589
YML029W,412,223,116,241,427
YLR337C,549,268,342,561,544
YAL033W,189,112,54,172,369
YNR060W,502,461,207,441,740
YLR333C,2121,1369,388,1829,2524
YGL087C,315,220,99,323,413
YML037C,59,35,10,41,85
YDL101C,200,129,35,184,259
YDR195W,285,165,89,221,185
YDR322W,302,200,99,226,195
YDL102W,658,473,184,572,828
YGR276C,518,319,135,382,594
YBR126C,2282,1092,588,1320,2874
YJL081C,404,250,116,331,617
YLR363W-A,114,64,34,155,120
YGR076C,196,99,51,172,176
YCR020C-A,144,70,42,161,436
YDL141W,551,355,149,434,600
YML010W,2794,1633,848,2408,3817
YDR463W,733,404,225,579,571
YPL168W,63,29,22,54,55
YDR328C,1461,803,234,754,1857
YGR021W,101,50,12,30,103
YPL237W,2650,1594,668,2024,3499
YKR056W,837,648,173,582,848
YMR224C,107,83,23,78,151
YPR105C,354,241,83,277,335
YPL083C,168,95,63,145,199
YBL059C-A,112,71,27,128,197
YHR021C,6643,4215,2827,7695,4989
YMR172W,143,97,54,128,207
YOL140W,186,129,67,200,442
YGL107C,371,193,84,219,385
YGR128C,1085,862,425,1096,925
YNR020C,183,93,16,56,250
YOR206W,1440,1103,451,1471,1907
YPR017C,130,79,25,108,194
YDL132W,985,671,315,887,1283
YNR039C,237,145,84,194,221
YFR016C,643,386,154,579,906
YGL193C,0,0,0,0,0
YCR010C,3,1,2,4,2
YDR283C,509,370,114,394,576
YOR354C,423,220,107,270,354
YNL309W,186,120,85,178,129
YGR183C,103,64,25,78,259
YGR179C,124,67,29,95,147
YGR175C,4301,2413,1210,3544,5481
YAR020C,0,0,0,0,0
YKR072C,534,325,139,427,581
YNL265C,308,193,59,201,308
YKL211C,1472,983,341,1063,1886
YMR192W,304,186,119,321,360
YLR274W,612,422,158,469,679
YGL043W,861,536,195,705,754
YPR189W,1048,800,353,986,1354
YDL103C,802,476,357,893,1165
YNL196C,1,0,0,0,1
YHL003C,901,611,292,730,1067
YJL155C,153,123,31,127,183
YHR212W-A,0,0,0,0,0
YOL132W,2,4,0,2,4
YGL082W,406,244,81,320,345
YNR048W,101,71,52,82,119
YHR083W,335,187,84,211,430
YLL023C,555,349,247,527,671
YGR204W,5461,3380,2224,5322,8711
YFR005C,271,159,52,134,186
YBR216C,304,212,80,241,408
YEL020W-A,238,124,70,171,213
YEL038W,486,293,68,243,544
YCR035C,559,369,122,382,593
YLR022C,391,231,123,403,600
YJR016C,4230,2260,757,1781,3313
YMR026C,118,89,46,97,175
YDR176W,316,200,80,223,281
YGL004C,149,87,48,129,199
YDR222W,97,51,28,56,74
YPR162C,211,120,54,144,170
YDR020C,142,94,41,110,169
YKL165C,864,664,362,777,822
YPR129W,1056,524,301,996,1073
YDL091C,144,78,25,73,66
YJL154C,854,539,220,626,794
YKL164C,3253,1790,1531,3631,3217
YDR074W,1099,537,287,848,1368
YBR240C,17,16,2,12,10
YHR086W-A,0,0,0,0,0
YDR251W,551,376,175,406,498
YOL042W,155,98,27,74,97
YHR196W,830,634,174,704,1007
YDR494W,274,127,41,207,256
YGL142C,259,151,58,124,124
YKL151C,293,194,73,249,442
YPL230W,11,1,5,7,1
YOR144C,147,94,52,129,206
YOR046C,2066,1310,662,1933,2317
YLL062C,106,60,17,58,85
YBL056W,1436,986,233,648,1509
YER089C,994,661,225,502,1160
YDL175C,187,99,37,154,233
YOR336W,690,512,220,577,931
YML131W,328,201,73,192,392
YNL139C,789,542,225,635,666
YHR192W,300,172,74,205,313
YNL313C,975,757,245,674,1102
YCR051W,711,428,125,332,1250
YGR067C,9,4,10,14,6
YHL024W,10,2,4,8,16
YJL185C,41,22,5,40,26
YER071C,120,54,22,94,90
YOR063W,51881,31864,12373,39805,69602
YDR524C-B,11717,5351,6246,13166,14010
YPL076W,56,38,17,54,37
YIR002C,241,179,60,145,277
YMR294W,74,45,10,56,80
YER044C-A,1,0,2,2,4
YIL017C,130,84,37,77,184
YML110C,1025,554,157,634,1431
YPR065W,426,248,191,461,347
YLR288C,60,23,19,40,36
YJL093C,100,73,32,60,82
YNR069C,10,4,2,5,5
YCR057C,1209,861,267,722,1327
YLR170C,321,145,66,232,520
YJL160C,8,5,2,15,6
YBR287W,598,362,214,477,683
YDR356W,392,232,87,377,471
YER077C,110,114,32,97,119
YDL033C,67,41,8,25,90
YJR083C,121,65,59,135,115
YDR291W,176,143,28,111,203
YGR239C,85,48,24,82,101
YER031C,1109,668,213,728,985
YFR057W,0,0,0,0,0
YOR006C,338,211,48,224,478
YNL283C,270,185,79,192,284
YGR153W,36,26,5,30,23
YOL032W,170,84,39,121,112
YLR194C,462,220,255,602,797
YER168C,548,355,164,388,586
YDR079C-A,99,44,38,101,69
YFR032C-A,4093,2618,3469,9627,10151
YJL151C,990,500,333,574,1402
YOR332W,6106,3659,1006,4235,8465
YMR181C,82,49,33,89,58
YOL010W,502,397,125,377,640
YDL042C,291,195,70,225,305
YKR022C,80,48,11,53,49
YNL148C,117,71,18,73,154
YMR318C,3351,2028,680,1894,3546
YGL078C,1345,1110,313,982,1557
YER142C,121,70,34,74,73
YIL065C,201,101,55,115,197
YKR074W,560,369,194,561,765
YNL099C,301,194,64,192,429
YKL201C,43,23,12,26,33
YPR083W,72,48,19,51,87
YBL033C,331,222,111,245,614
YDL159W-A,0,0,0,0,0
YCL057W,2137,1365,504,1302,2211
YHR102W,389,237,127,335,400
YDR117C,495,343,149,444,537
YLR245C,107,77,20,65,133
YGL216W,193,126,59,132,197
YLR185W,4301,2459,1413,4243,7445
YPL254W,276,184,81,261,338
YNL100W,165,81,48,123,176
YPL184C,887,609,362,813,938
YDR492W,453,382,143,390,476
YER006W,2294,1681,649,2199,2432
YOL114C,22,15,6,21,32
YNL288W,448,260,132,243,424
YGR096W,32,20,10,16,53
YER132C,220,136,94,197,247
YJL008C,2605,1766,782,2200,3483
YHR202W,59,31,10,29,48
YJR041C,688,592,244,656,634
YHR094C,1628,1018,377,978,1757
YKR045C,99,50,25,70,83
YPR140W,125,59,29,92,114
YPR029C,858,510,234,587,662
YNL318C,0,0,0,0,0
YDR276C,1076,370,463,1065,1061
YHR165C,822,636,165,434,575
YLL014W,361,199,74,269,411
YOR272W,1186,974,299,835,1296
YLL056C,4,1,0,4,2
YOL040C,20875,11501,5165,17523,37177
YGR143W,290,164,75,179,187
YPL165C,0,0,0,2,0
YNR026C,516,355,138,394,572
YBL013W,50,29,14,30,67
YOR302W,67,1,22,60,16
YGR122W,126,84,36,145,161
YGR221C,41,25,17,42,37
YLL018C,7372,4837,1596,5319,11358
YDR275W,14,14,1,10,14
YDR295C,212,143,64,189,215
YHR140W,25,8,2,16,6
YKL127W,1592,1092,550,1678,2100
YJL131C,90,52,19,77,91
YOR241W,448,281,118,377,717
YDR382W,10148,5451,1106,5394,12496
YDR495C,197,118,64,161,204
YOL129W,747,381,173,424,796
YNL102W,851,601,271,759,1115
YML014W,353,222,100,224,420
YDR237W,273,144,59,191,202
YKR009C,49,20,8,34,52
YGL006W-A,0,1,0,2,0
YJR129C,113,68,23,54,139
YPR024W,1121,630,313,803,1417
YOR289W,70,28,11,48,97
YIL102C,0,0,0,0,0
YLR259C,13555,6684,2429,8796,15440
YOR229W,313,216,75,153,221
YKR049C,110,44,26,68,147
YKL073W,1113,711,299,969,1342
YDR496C,1786,1292,496,1665,2428
YPL042C,88,69,30,93,166
YJL133W,176,91,44,109,185
YOL077W-A,223,95,54,164,60
YCL040W,2535,1092,540,1524,3428
YPL145C,2133,1261,481,1447,2355
YDL146W,117,92,24,64,82
YDR100W,343,167,110,244,409
YJR004C,3,2,1,2,9
YBR186W,4,2,0,2,1
YKL137W,222,103,46,173,231
Q0160,0,0,0,0,0
YFR041C,358,220,87,298,246
YKL006C-A,124,53,45,135,123
YLR133W,483,266,122,382,595
YPR192W,2,2,0,2,1
YMR189W,1128,563,337,776,1289
YOR137C,20,19,7,28,19
YNL215W,290,169,28,203,474
YDL105W,76,47,23,52,75
YDR111C,268,168,29,119,149
YCL029C,214,119,49,172,287
YDR172W,5065,3476,1682,4498,6362
YPL064C,110,51,16,76,124
YML054C-A,0,0,0,0,0
YNL085W,2497,1808,651,1815,1731
YDL230W,136,78,22,83,222
YFR025C,258,157,57,153,190
YNL264C,443,277,124,287,628
YBL038W,287,124,74,272,323
YHR148W,371,220,83,280,317
YPL166W,73,29,12,52,66
YIL165C,0,0,0,0,0
YJL005W,389,236,144,355,436
YDR103W,325,192,108,325,278
YNL130C-A,0,0,0,0,0
YPL026C,183,99,47,122,164
YJR006W,237,176,79,157,296
YJL115W,432,256,93,255,703
YDR386W,88,35,16,63,89
YJL099W,199,154,56,147,200
YLR262C,529,342,159,524,654
YJR154W,6,4,1,3,7
YLR422W,296,184,61,185,217
YFR010W,1651,1099,404,1368,1786
YJL161W,13,8,8,13,8
YJR097W,149,73,31,100,142
YIR021W,104,68,31,62,103
YJR046W,348,217,82,166,349
YPR103W,1935,1178,489,1288,1640
YBL088C,97,76,18,73,83
YJR122W,90,51,18,58,69
YML105C,686,447,226,631,1117
YKL035W,3188,1717,652,1997,3701
YDR141C,996,737,228,638,908
YGL171W,686,495,175,654,963
YMR056C,5,2,3,6,9
YLR115W,278,195,70,210,286
YOR373W,310,146,84,261,328
YOL096C,231,114,52,108,234
YGR249W,8,1,0,4,0
YAR035W,31,15,8,18,56
YGR198W,536,450,188,467,518
YBR081C,421,294,89,319,487
YNR022C,215,99,31,159,125
YPL167C,23,10,10,17,21
YDR034C,271,164,73,221,340
YBR033W,6,8,4,6,23
YPL186C,4,3,1,3,10
YBL084C,162,93,59,133,112
YOR352W,196,106,61,132,183
YDL030W,168,108,37,119,261
YLR406C-A,0,0,0,0,0
YAL013W,300,208,61,170,362
YJL031C,240,155,49,217,264
YKR084C,1023,758,244,796,1378
YDL104C,31,13,12,21,51
YHR175W,546,445,218,422,509
YGR174W-A,0,0,0,0,0
YBL008W-A,4,0,0,2,1
YBR246W,231,162,67,179,383
YBR002C,205,156,36,124,274
YDR119W-A,0,0,0,0,0
YHR121W,395,231,93,314,485
YEL017W,407,225,84,241,323
YDL067C,302,139,38,156,213
YKL180W,5505,3159,1021,3517,4796
YGR037C,3604,1936,711,2614,3270
YDR280W,458,337,115,315,576
YML123C,15085,10478,3579,9522,17922
YGL083W,263,206,83,206,185
YMR229C,5960,4394,1639,5203,6696
YCL036W,128,101,12,40,164
YAL060W,1119,585,294,792,1667
YIL156W,250,155,79,178,217
YPL046C,80,50,20,75,152
YDL206W,57,26,10,23,43
YCR019W,96,64,35,57,88
YIL072W,11,2,5,4,11
YDL122W,755,514,140,487,801
YJL207C,781,522,193,504,554
YBL069W,444,278,114,305,690
YOR361C,5309,3645,1419,3802,5428
YGR050C,26,13,3,16,12
YKR029C,289,168,81,266,299
YML031W,705,441,140,328,538
YNR014W,19,8,3,9,14
YBL035C,347,227,127,294,394
YBR166C,417,269,118,344,389
YHR087W,69,14,23,46,105
YDR151C,268,114,58,187,164
