ORF,WT_RNA,WT+DTT_RNA,WT+Tm_RNA,WT_Ribo,WT+DTT_Ribo,WT+Tm_Ribo
YDR452W,891.3297301,1347.520543,1130.018216,263.7607945,375.2149945,249.5747749
YJL071W,445.7576286,239.325918,322.6289577,123.0574361,64.33536449,71.92127429
YER100W,233.4096018,320.3949594,326.9162528,202.7505355,346.8359279,258.004973
YMR043W,183.4196658,190.7036262,171.4922242,234.5372082,282.9266738,234.3393987
YKL088W,262.887721,293.8212916,271.0595548,187.7973237,222.9016824,198.2296134
YGR282C,2164.040737,2703.082741,2619.590911,3321.614063,4101.701855,3808.207397
YPL155C,208.5190755,232.7348419,205.8914412,97.39371613,133.5576957,117.3087383
YMR231W,136.5404606,222.7974348,197.3841805,146.9179984,242.6026648,168.5387304
YPL169C,324.1954985,407.0594578,349.5028225,455.8189792,608.8831906,521.0555166
YOL146W,147.0829347,174.7539195,183.2141318,50.80597978,66.45657155,70.76072648
YDR034W-B,10.92972975,23.31741248,11.52206199,12.45244602,23.59374223,8.973280529
YNR034W-A,4.741182675,13.42309347,8.405262204,1.440458216,4.1988414,3.459999112
YOR194C,579.7401354,744.9150726,891.1119519,272.2346503,337.3471674,354.8672635
YNL135C,1611.858577,1506.54657,1571.66019,1455.917807,1532.34853,1503.54607
YJR053W,54.0048324,55.90552938,48.64251978,48.03209603,53.68994447,38.82114237
YEL038W,277.6288787,366.4170371,255.0147596,168.4174904,200.5328482,164.2952293
YDL165W,311.3506559,398.862938,353.1790819,168.0879727,276.2756762,206.057525
YJR043C,162.4847966,213.4553786,191.631074,80.44806821,111.565557,84.07076984
YKL216W,1483.30469,887.5971288,1105.806139,970.4530505,640.655641,702.9342729
YDR099W,813.1067607,1146.255036,1043.726705,1595.918204,2610.005023,2010.258044
YPR013C,67.51238208,73.32607089,52.35111542,92.81283105,57.20739944,58.08443731
YDR291W,208.5922315,341.4178795,261.4500856,83.54455949,143.1574147,89.62059034
YMR307W,2801.591782,1933.014523,2864.533484,6124.645111,3838.138776,3962.764297
YDR219C,177.4469337,196.8047661,216.2469205,96.08013545,100.5908404,103.8535731
YML095C,49.68999369,73.2304281,73.67216798,29.62909832,53.54746679,41.83022159
YBL055C,382.0711762,757.4540928,508.334507,198.7647575,531.0649731,316.8636398
YFR019W,151.4474666,248.7013572,192.1873116,89.56930944,181.0666903,122.1426139
YML005W,125.4988244,167.2455051,144.1312935,55.38716229,87.51055378,63.21497881
YDR113C,117.914969,75.37228592,77.13801059,108.486186,65.13396711,93.76067008
YML099C,315.506965,468.1853508,317.660262,65.08069048,85.48195921,87.98306656
YPR133C,708.1074743,847.8429898,806.7569272,412.416781,535.8099977,480.1130029
YOR182C,4134.953704,1920.180764,2975.292134,3547.849908,1840.916015,2779.655171
YLR007W,268.8080969,372.9829684,304.3661525,53.35968305,91.6617304,64.57452253
YLR419W,237.2424668,311.7374955,280.0465879,193.1162779,311.4755727,214.0005122
YDR082W,149.9179521,182.7735683,167.5048681,4.801527386,7.931144867,7.414283814
YDL106C,83.41971562,121.3656375,91.98486083,138.1338268,209.3321373,140.5604782
YMR073C,120.6081358,154.5495856,148.2476705,57.40967085,81.06956496,71.35713915
YLR151C,40.41420142,76.64541923,50.07945246,17.09503302,40.81388174,24.30228918
YPR046W,119.0126129,124.4244052,161.0397507,45.19776705,40.40288318,38.5518719
YDR032C,464.3056759,998.7124232,495.3339791,337.3622884,868.1636094,364.3937449
YGR178C,1217.235416,1575.924451,1336.053117,811.748509,940.2748613,935.8374291
YKL141W,377.6134738,258.1598592,446.3331983,437.03751,322.0847258,475.3343195
YER132C,85.46978846,101.3983327,88.58737117,51.54700583,39.31514235,52.26628541
YML105C,573.6453105,734.0550047,669.787402,349.6701148,489.3920137,415.2756896
YGR116W,625.3019574,882.8114033,804.0613802,1125.106057,1372.770667,1334.19554
YER074W,3535.477662,1720.465615,2739.919745,2079.406547,950.1196625,1643.494242
YKR078W,125.7810175,177.2283673,153.9635883,56.33014071,92.27502868,68.6057175
YGR162W,1458.837096,1046.204309,1022.56175,3218.198693,2079.915454,2467.670641
YDR364C,287.7557961,395.2652196,311.8624341,82.54996258,107.6984337,73.84162212
YFL018C,867.6786663,693.0382982,795.4853958,1044.488822,897.9117482,1036.200252
YNL187W,65.22889582,103.1767885,58.4566512,6.493182597,7.334290851,4.595458576
YJR012C,60.69488225,61.71393079,88.20108642,36.45652283,41.51880793,48.00295967
YIL046W,263.3850961,389.8920429,274.5560471,102.8279279,123.5837381,103.0046414
YMR233W,130.2296999,105.9380683,142.4821053,65.12661663,57.80928833,52.33722913
YGL025C,93.5757549,117.2938034,111.014074,117.9674974,132.2751761,138.3651631
YPL174C,135.9675414,192.3816637,171.6308121,17.64801674,27.89343664,28.26050839
YBR111C,423.6896256,628.1149139,574.1966918,362.6933045,659.7586863,501.134368
YCL005W,122.8512621,116.8101624,125.7231548,40.30211321,37.30229965,36.35578674
YOR357C,338.29248,432.8595348,372.8723727,177.7531407,250.0306,216.2551643
YOR014W,262.0822514,529.1165194,349.7642277,302.6289637,704.3383369,444.4156207
YPR179C,169.1014792,240.5587587,244.3094762,80.22580223,112.4337392,87.4691745
YER074W-A,241.0145536,353.9341152,295.4026442,129.3080572,206.6535988,146.9908811
YMR296C,359.459345,526.7252921,388.1507273,478.8300488,709.5780094,539.5574363
YLR206W,254.2055906,512.8360844,302.366734,260.5602288,676.7644929,346.3784063
YCR028C,302.7001361,335.6386567,302.5040161,119.2100695,156.4284054,131.3379606
YKR067W,117.9323879,195.8459989,169.3588667,175.2127425,263.2860783,196.5829971
YCR002C,282.9888502,434.9755583,425.728502,374.1335669,625.5327826,490.2620631
YJL013C,205.1053288,260.7103974,214.9126128,49.02803004,76.91767127,53.75379924
YGR207C,537.0367531,620.3083538,720.9677732,267.5573876,344.8542313,327.9570638
YER114C,213.0185637,179.0661125,161.0005343,310.1821464,255.9890608,267.4339118
YJR060W,272.3214594,206.347641,209.4779732,175.0866998,158.6753594,182.7493585
YKL006W,3624.258115,1578.112253,2706.706062,2606.964249,1259.955343,2203.166173
YPL168W,113.0729945,167.2172562,153.3328135,32.54556191,44.50606087,40.53511114
YLR045C,342.3190973,224.1196358,273.2875684,209.3122029,161.5591303,189.2451122
YLL004W,210.0600126,217.4353761,230.5360944,83.94947815,87.95609037,92.53510759
YPR171W,119.1006206,115.5655358,128.4399172,122.6451572,102.275826,129.9324364
YIL063C,524.2230323,586.0563959,529.1767592,270.5253469,358.4812851,289.4091071
YMR038C,651.1231146,939.989712,567.8232125,548.4906827,912.6717473,499.4683142
YCR020C,57.90869375,69.71250018,47.51768959,12.66748042,4.184819295,8.258879413
YDR471W,3888.148961,1857.688974,3083.612289,3712.115914,1843.708782,2734.636528
YNL021W,173.9101004,195.0896172,176.3093376,145.8934209,146.6606022,149.7817454
YBR279W,364.123869,644.5218746,694.0420994,265.4269026,457.3028778,429.6090442
YJR094W-A,6199.203937,3375.96294,4224.073967,2967.314226,1902.070623,2163.734442
YMR106C,66.20893986,74.30693599,71.64640492,33.24002238,41.2946561,34.2184115
YGR021W,361.5699175,270.8363329,220.3881743,134.9487446,103.1388446,102.0729308
YLR114C,411.9243605,554.4252056,536.9453978,183.5886056,226.002741,214.1372723
YPL254W,361.8171679,357.1694955,366.4464054,115.8524763,113.1885233,136.9462341
YKR098C,58.59281893,145.9401456,95.4090346,22.85958398,62.49827547,27.99548247
YNL166C,295.0012845,273.0762514,284.4070764,208.1266594,211.1090773,202.6937628
YMR185W,227.0012056,316.4684476,248.4364157,94.25942046,168.5042901,114.3469539
YDR367W,353.1955073,372.2581894,385.8355078,166.7508659,172.8241273,171.6590225
YGR047C,260.4544237,358.2348177,359.81419,132.8616385,166.7594943,142.4040977
YJL112W,424.6868374,342.0233693,407.3115005,87.9017269,59.97798245,76.69249834
YOL018C,268.0041356,424.7373475,324.6552532,95.6116747,161.1060879,113.7919865
YJL204C,104.42408,126.2848681,121.5118424,102.8313262,161.0851872,123.2317234
YGR057C,155.2877455,272.2002519,231.3749241,31.31367075,60.12131514,49.85735604
YPR132W,9142.141759,4213.846082,7689.043108,4755.806562,2102.206643,3773.761413
YLR425W,87.08796135,133.4055443,127.8593136,39.29927708,60.56660783,49.66877058
YML002W,109.3172039,207.5229093,166.4423139,16.14682288,43.39341501,25.13584277
YLR064W,284.5552825,452.3802004,392.3631138,242.6198079,392.5256477,254.0159699
YOR109W,183.6556244,255.6236915,204.5254071,370.2954575,596.9044327,409.7140724
YKL089W,187.3639631,204.2746233,210.0031728,67.59382893,89.70732225,69.99270444
YMR301C,198.91939,258.0749511,223.7915581,192.9459617,261.3147756,240.0561585
YPR067W,97.26598473,134.5116632,143.6501527,60.53342902,71.33124835,63.64102889
YLR243W,413.6881112,481.9511723,469.6068015,195.5575437,236.9331084,200.4623777
YHR065C,887.89315,501.3800825,501.3620209,460.5044112,300.8051809,255.9260947
YIL005W,202.0717925,337.2130658,270.0419926,227.5620605,288.3237264,210.7123252
YOR322C,206.8304304,266.2005151,228.6468491,178.6980552,215.4551375,204.1730163
YPL013C,445.9840783,431.9692703,446.7315407,224.0989517,223.3551881,195.7841815
YKL162C,29.85699675,22.11608513,25.20527286,19.75484649,22.32852247,19.50625845
YPR113W,905.9169042,1091.943104,800.0404246,311.3235411,447.4811002,299.2369029
YGR046W,174.4564504,219.7523489,224.1366536,60.61341949,85.75070736,83.19669211
YDL075W,6800.429553,3428.232077,6253.649478,7461.269245,3437.435071,5920.074098
YEL018W,186.7431637,171.7237359,212.7739554,80.87458436,86.84043564,91.75046597
YBR259W,83.77417302,151.9443675,151.9703793,14.99505309,21.85479905,22.34218471
YPL014W,52.12291968,62.27393159,51.56678921,48.51849773,54.44987419,47.44926483
YPL098C,141.7287215,147.5509909,142.2340375,294.6032697,288.5072385,271.2251142
YJL044C,274.044253,436.9858165,373.8823149,125.7908699,171.6586184,129.9058064
YGL122C,405.0048251,325.4239892,362.6745615,757.6185453,487.0008238,686.3450774
YGL093W,261.9245041,376.2226445,290.7203037,113.1971504,166.0087057,117.7386468
YDR450W,8953.707765,4305.679238,6858.263569,4672.622358,2395.461227,3761.473104
YCL017C,212.4121039,311.2035351,260.7472527,251.4857043,445.8893086,322.99354
YOR320C,691.4585943,787.253941,732.3027802,218.4649337,233.5361657,191.1815161
YPR182W,83.2435072,75.57977229,88.58691262,102.9878762,101.2278435,112.1652707
YKL041W,281.2149745,326.7383001,347.8878654,139.6169183,179.7060672,165.8048672
YOR234C,4189.73611,2011.548828,2916.338201,2100.057128,1216.355772,1635.198849
YPL137C,202.0006822,313.5185905,192.7373717,328.1364695,522.6123471,296.1214738
YHR145C,17.5245177,17.61626321,25.85487423,0.871244141,1.015847854,1.195851202
YBR117C,8.661486977,28.31613245,14.60942836,3.157822241,13.80726766,4.876154699
YCL021W-A,3.497830785,5.525367353,11.38963489,0.910890101,0.531037003,1.875402607
YCR019W,150.3473291,187.9751576,177.6323926,53.51655872,77.76227313,63.43900653
YOL095C,78.95172466,64.89121594,75.92739931,41.00788047,34.02158169,38.96760855
YOR010C,18.26453514,25.02568931,16.4442763,1.664730185,3.396805656,1.713729968
YJL046W,240.8528712,300.2133862,293.3295006,68.0733716,71.38762631,85.00470312
YIL124W,440.9287062,726.8296476,505.543115,274.7697338,549.2815227,306.5344704
YOR104W,151.7606883,283.145923,228.4786193,47.41326187,81.2414181,87.43146423
YAL043C,168.6578694,255.4895408,205.2907556,269.705125,411.6519881,359.8034984
YMR313C,154.891369,225.6933841,179.1951463,106.3766999,178.6712752,115.2070897
YBL085W,333.4284967,397.9664754,409.0484682,255.4054192,323.7904775,329.7610563
YDL229W,4727.01541,2257.854249,2989.536368,10000.73259,4359.041673,7733.042811
YGR275W,127.3033267,202.2358173,184.3030001,119.7600461,160.608214,126.4462273
YGR074W,307.2720406,231.5887453,258.1913643,249.242005,245.8805857,226.4462507
YOR257W,204.3018716,227.3381002,271.9707311,106.2194995,128.181327,128.2452754
YKR043C,674.9341665,1054.274737,675.1396769,761.7795258,1201.404789,768.8753778
YER098W,47.06761436,133.4870781,70.86588768,13.38165524,42.90731389,21.47362311
YLL039C,217.1418654,2026.675246,601.8147635,142.3209267,3093.978565,544.8341023
YDR163W,152.4772753,179.2170221,193.0699333,93.37124027,110.884503,92.55955299
YOR217W,455.5353795,540.4269376,452.014917,302.0349543,384.1798339,309.7136756
YDR007W,86.04855248,88.06185007,88.54945063,33.22209803,41.43291318,44.15690981
YNR016C,2383.844615,1843.497802,1461.268736,6003.332276,4847.924862,5038.192955
YJR049C,284.5929364,759.8201819,311.0496871,175.185277,474.4436308,195.9166571
YOL040C,2914.283593,1533.603815,2227.284714,7158.435394,3333.944805,5711.883881
YML024W,9463.18063,4087.152392,8043.376691,5438.065866,2435.08707,4686.430813
YOR080W,155.1267612,278.1447432,207.7079628,38.24512329,72.97005647,50.50601797
YKL098W,125.782683,262.2231658,146.9535259,26.3785543,47.08141547,34.25705484
YLR368W,194.6154767,267.4160346,209.5551625,25.76516466,44.36899541,33.46046371
YCR095C,195.3048828,288.9591794,277.4429673,52.71414468,95.97732619,77.22431729
YOR367W,140.0473235,204.6826176,206.0003499,93.60767758,161.2356035,122.6437322
YNR033W,335.9994225,468.8503033,318.9267634,222.5116405,298.8633753,225.0140483
YLL049W,86.30808233,118.6838612,99.81794662,25.00068009,50.76144778,43.9296316
YGL241W,302.1669108,385.8089162,332.7855844,227.9133124,335.4808614,256.3534153
YKL080W,1619.73794,2049.524424,1703.114803,1139.635328,1425.513717,1190.218171
YER167W,201.6795853,314.5781091,268.0662173,114.9622343,162.1782508,143.792459
YMR314W,913.2141148,1629.808936,1275.830911,529.7747251,905.5581511,919.5812385
YLR418C,499.9823085,604.8734117,567.6949805,308.3821878,396.0398103,359.8424175
YBR003W,245.1216899,430.2375937,408.1574937,189.6147586,333.7276812,283.3223081
YMR047C,314.4095615,507.0808549,351.8347354,508.7644616,799.0539945,647.8464457
YOR267C,145.1617076,229.673639,173.9892614,238.0377953,348.6413213,285.6837332
YKR037C,217.0775925,255.9771315,256.0800757,73.96503057,100.3752778,79.52621674
YGL245W,1820.282611,2271.629961,1846.954875,4975.739957,5470.12917,5069.837808
YML037C,39.5210699,42.50922412,42.7507521,16.68800843,24.20358103,26.39731411
YML051W,104.6388236,129.2086637,104.0394474,22.88965893,22.47473088,26.04375206
YLR210W,134.248557,121.6895992,114.3861815,72.09516631,57.2082323,60.61073002
YLL038C,65.15800431,56.93577536,57.53088225,54.59582543,75.56267625,65.21241234
YNL199C,426.4369971,494.0115713,454.0952473,128.166266,157.0960734,138.494682
YML041C,123.3299044,169.0656867,178.6729561,61.46436341,81.28541384,78.98572357
YEL036C,467.5047398,413.6592341,366.2350884,309.1343672,285.3698025,268.4194168
YMR265C,212.0084153,335.6697806,270.0130265,50.86215231,92.45810765,64.72755505
YJR131W,187.5820818,243.9131282,227.9011705,143.5374838,192.6273509,140.804037
YPL148C,64.35820142,74.44144057,76.64907316,5.194946513,5.047643,7.576127816
YDR353W,1092.300376,1865.581626,820.7093694,1360.956563,2701.916269,1160.78094
YNR040W,288.0964663,257.2891757,245.0042966,98.05462597,106.0935535,89.39246387
YOR293W,5715.813624,2598.625129,4762.293337,3599.54548,1499.391897,2854.232445
YKR035W-A,419.9368049,661.0999541,504.549392,195.3040599,357.9155226,240.8261127
YOL043C,66.32771595,108.9951856,92.83368234,8.087589065,15.32361524,12.48845958
YNL251C,190.7470711,153.6782453,176.4918157,475.5276964,396.8642003,476.8572524
YOL133W,360.7593869,555.9761174,390.5749335,256.1785562,419.726077,282.5896981
YDL051W,1367.805759,821.0103882,940.2667323,948.4453413,612.1738461,678.2653768
YKL020C,186.7315737,165.1346468,161.0735605,207.2817278,197.9905915,200.1217901
YBR161W,172.6866686,227.2957855,167.3608073,55.83718654,108.7437155,48.73363879
YOL128C,158.0607072,126.3654054,120.6310825,33.58823989,26.42323443,21.66262266
YJR045C,2636.592082,2089.25098,2410.991707,8645.04164,6093.832593,8281.490836
YEL056W,314.0921734,304.9864065,357.7597051,126.2055154,144.5665824,142.3726781
YJL087C,258.0369348,224.2931829,244.2949416,177.8641761,175.5676307,151.1681932
YDR145W,303.0304477,454.2414691,380.9516147,316.670894,534.278529,419.0742556
YPL127C,260.5757328,158.3466215,177.9745089,369.1262504,225.6045653,292.7940715
YPL079W,5471.780184,2674.369235,3855.781656,4032.437621,2054.482359,3093.642489
YDR329C,262.8574106,328.1029671,279.1978481,95.11072044,140.6094141,123.1107357
YGL209W,35.26105917,44.566351,56.81638359,74.38429975,69.76120413,74.90908602
YIL065C,135.4965027,235.9946238,135.6269428,97.5685771,202.9275349,111.2988408
YDR473C,167.500444,197.1518523,194.9482851,62.42826273,90.52054874,81.98006621
YMR207C,198.8174266,187.0883539,198.2931722,72.33053719,77.57063161,70.47772673
YGL189C,4015.666786,2481.477941,4217.505869,5066.344717,2436.013399,4633.762622
YCL032W,180.6644991,253.9230149,236.0962342,68.30654372,123.495051,100.4529761
YMR115W,176.6592141,290.2616011,246.6892746,141.6629688,205.8875368,197.1822239
YPR026W,72.66267162,144.8718889,90.41062327,18.69988384,45.19699378,16.0419146
YKR065C,268.874186,325.9731517,319.9639123,337.1265672,385.8750973,341.3458515
YNR021W,662.2122353,657.9965075,638.637748,881.8869547,916.173313,752.6644791
YAL051W,125.1373908,199.8520207,166.2542845,124.2128695,164.8681795,134.3026181
YJL124C,262.8547803,330.2107144,303.1429727,258.2095132,314.451834,258.2278506
YJR035W,133.6174842,193.1274918,185.2737753,65.57725134,101.2657865,73.53490817
YPR033C,1354.361188,1120.806205,1183.501452,1888.246674,1628.049647,1619.172217
YDR424C,193.331832,244.5976809,213.1323877,128.8651021,189.5240926,125.6232258
YCR090C,440.3329704,403.4259992,430.9427243,183.6803369,195.3579329,170.4880954
YLR055C,184.9701026,181.6427991,164.253148,139.2629153,137.0200594,145.4158863
YLR426W,62.46254289,130.0214357,90.83317741,34.68962538,75.18419743,54.61633751
YKL049C,162.5246811,145.4261652,159.9332015,125.0535752,114.2498215,102.8147308
YGR147C,744.7359081,824.2147986,777.8263198,255.628028,275.9773953,247.4732456
YGR007W,424.5088231,487.8746742,437.6921079,208.6717382,201.4057651,183.2853529
YDL047W,219.1934844,212.056638,172.8181324,275.5231619,238.1948636,233.0594505
YAL026C-A,28.00826657,55.50080703,52.84870941,7.991459866,21.74161019,12.34002158
YPL020C,152.67056,294.429721,206.1198136,86.30216565,196.4054622,102.6985421
YNL121C,1044.378278,933.3967559,1085.877052,1549.021495,1367.97779,1393.658077
YEL063C,267.3679436,194.955695,273.7193988,352.1564486,237.9013221,309.0417086
YPL228W,282.0274788,318.3664046,346.0279553,253.6756639,280.2484563,284.0639584
YDR244W,279.6342789,307.3173611,268.6213881,166.3513687,174.5652059,152.8997915
YGL151W,243.9190259,307.1589644,285.595224,208.6699128,306.7445134,257.7743009
YLR421C,745.2559891,1242.097031,1113.428062,443.0385923,846.5320171,588.0662102
YFR055W,737.3389015,3451.188225,406.9549781,648.9714705,3768.595183,342.2919473
YOR380W,73.73938168,127.9602817,99.05608792,29.8269799,50.54326732,40.93987905
YDR459C,178.9550822,191.0709186,199.7998628,16.99900541,19.348481,17.08270399
YKR083C,75.10686089,61.52737016,83.56972534,32.87714629,33.87035633,38.01750779
