ORF,WT_RNA,WT+DTT_RNA,WT+Tm_RNA,WT_Ribo,WT+DTT_Ribo,WT+Tm_Ribo
YDL181W,316.0577214,60.56908223,299.3979462,263.6087035,66.65306214,251.8375235
YOR201C,91.07874588,39.4815694,66.83381508,28.63423999,16.69338701,18.61709191
YJL222W,80.22393086,105.1691267,64.80046053,28.31722389,26.23279739,14.37569508
YLR422W,134.2270491,169.4976252,138.838898,87.88485652,140.1646808,107.60947
YOL029C,120.1415666,94.88312728,100.3915358,41.67516847,33.7170056,31.51971791
YDR511W,58.306642,50.83728654,58.34112901,47.7394179,47.26096233,49.60821138
YLR403W,172.348366,221.3043385,186.7472766,269.5752601,349.7532176,292.5434393
YGL003C,113.0756702,158.1653423,138.6520431,58.7798881,65.98887142,64.18968274
YGL252C,485.8451053,749.7900464,609.7924034,264.9419923,414.5848484,312.7531138
YJL003W,57.85665608,86.24000266,83.15609504,54.80624341,86.45651923,73.01335951
YLR430W,251.2101639,331.43774,217.8270504,258.5295564,332.0782014,223.5727846
YNL222W,191.7176208,266.6696775,248.1931088,97.55013661,168.3859918,118.7592612
YFR043C,93.39442507,130.8409829,112.3491698,54.37948906,73.8912818,51.24332113
YBR024W,111.196435,196.955389,139.3486376,60.31793659,114.3446474,85.74794422
YKL214C,121.1774386,128.3913034,148.9379873,165.246874,174.0996018,183.6671466
YPL138C,178.6640785,243.1203421,224.2337535,60.10212364,97.54030731,63.12531912
YML006C,119.7440145,121.9833956,123.7315674,77.08717478,66.95264068,67.61469077
YJR113C,343.3941139,344.9120909,273.480136,222.13416,219.1560578,213.6564562
YNL005C,723.0317182,571.55105,679.6688196,479.4278799,369.4406899,403.0849606
YJL110C,198.6789713,192.0841634,215.9396479,134.3740642,128.4006784,120.7311411
YBR219C,101.8862557,123.8355675,127.8703127,20.43478322,22.76747004,22.906152
YDR166C,151.9387868,212.5373115,188.6172761,145.9181972,226.4689536,176.3897202
YMR221C,271.3797293,327.6475264,335.6222535,292.8309702,354.4579446,305.5571279
YBR165W,182.9963936,210.5814954,232.0953927,68.53374826,96.99743375,96.05132789
YKL033W-A,1287.597523,896.8175037,1113.461904,438.9705726,340.080315,352.3804128
YNL284C,602.9477402,374.4366123,501.9265497,339.0074897,249.0701525,301.0528621
YNL091W,307.6271697,340.5722709,267.4248575,257.4120564,259.7241002,240.1335184
YBR225W,43.42165099,75.2348237,52.91609227,54.07534215,92.97654421,82.2903471
YDL144C,215.9812894,260.3397788,269.7978064,138.0030037,163.7474396,188.862874
YML104C,220.1865538,219.9458064,203.2882028,58.51024346,60.48965176,56.21694216
YAL003W,8244.441836,4683.508779,5962.50883,11421.00034,6543.682079,8928.18544
YBL091C,548.0801453,874.5064696,719.1799351,533.7386191,862.9076613,693.125211
YMR288W,153.2264037,158.4744225,132.8538698,131.4437379,176.0664976,128.869202
YOR147W,207.3863587,176.4396083,221.5521349,66.50454448,70.8498962,78.64984801
YJL129C,268.9628817,341.8813606,273.4208451,65.32084153,99.28311649,76.44945502
YPL072W,95.45997944,86.52452628,89.82896565,13.56997323,10.93595547,18.0780377
YOR358W,101.2347839,120.6842541,116.9403948,88.09579374,92.7377371,87.68017786
YJR090C,223.7400944,334.0109606,271.2740807,133.3532073,218.9084106,169.390226
YMR134W,271.6928729,297.2054031,260.0558994,220.8643863,268.4960437,186.4567903
YPL117C,1881.937252,1137.963583,1640.888239,1104.83998,656.5862204,817.4244703
YBL008W,212.7236928,418.1892353,377.2952522,89.87928895,162.0004439,145.049799
YJL126W,140.0400817,188.0382162,132.5981997,38.10767777,54.22682714,42.18208795
YMR104C,124.3144958,229.9013466,156.3882429,35.53183336,92.5251849,57.3050317
YML085C,533.0816575,402.1471574,416.8261014,980.9841821,681.5581452,827.7867415
YKL145W,1708.258209,2731.937483,2288.975505,919.3907738,1565.27627,1395.986071
YLR085C,189.829561,253.4622519,210.2191604,73.86515734,101.337107,78.5188522
YML042W,39.4292939,96.03092195,53.92365196,11.84770122,28.77939453,10.97678455
YOR285W,1259.931604,1544.624896,1186.956036,833.2282858,1104.689725,762.0385924
YEL061C,252.4338629,140.8492099,192.6089301,100.8686209,61.76813226,86.12885774
YDR294C,351.7979108,551.8494176,411.0001925,231.6121351,423.8085649,278.4398395
YMR066W,223.9982451,214.1406978,222.2588124,61.52360511,51.40240546,59.30045091
YGL237C,51.62636153,61.77936744,70.50163585,70.68539833,68.76096466,84.61157819
YOL139C,3640.137394,2188.11926,2907.476289,2401.088345,1617.374994,1807.375454
YJL209W,160.0036967,146.7603961,133.8231849,50.19293627,36.63488286,37.83731997
YER045C,39.88188623,78.59152125,56.9400967,32.75543576,68.23323323,38.24291734
YER105C,560.4237928,638.1067721,546.3444831,450.1580182,554.1075857,430.5932715
YDR128W,151.4486564,242.4982078,173.3815839,69.01931743,117.0747999,83.89618585
YCR100C,64.38590283,54.14335654,52.77128105,26.58198916,14.0664638,10.9457621
YDR275W,126.7661819,82.14286255,73.49207109,25.53638362,18.79226315,28.0118281
YDR216W,11.951007,43.50256813,12.64733053,5.835431289,43.99894182,10.41246575
YGL064C,116.5995545,88.85288364,96.17396227,113.2278331,88.24540752,95.70237831
YGL108C,116.0962426,118.4596292,130.8598676,48.66666065,57.78522719,47.34136886
YMR023C,160.3632303,203.7713073,216.9230259,46.19893372,51.77708867,41.81890643
YER012W,316.1578156,627.3127299,705.1851484,421.7028606,853.015446,723.0869863
YLR245C,26.88002643,40.41364426,25.17587002,48.55441554,68.2993834,34.3923644
YDR322W,404.0810963,299.2025232,403.6760904,256.879318,186.3698631,239.4144238
YDR045C,316.1191047,273.6359832,248.7129122,128.0570392,108.9862441,107.2892708
YBR112C,208.4671105,198.8907165,205.6461983,516.0883618,467.9393337,520.4778458
YJR080C,208.3346616,172.6455241,257.1641195,156.9953308,111.9960972,181.9741848
YPR085C,148.3484764,377.5553294,321.6812547,18.05514308,28.53691702,24.78210587
YNR017W,476.3367984,427.3741011,342.9296432,525.2846591,409.0482446,407.2926031
YNL068C,128.2435587,65.58599699,55.12703813,141.9917457,65.85758744,76.31587173
YDL232W,85.08868798,90.6126151,104.6891425,72.55099322,87.99570718,100.4404174
YML018C,448.1683758,284.4459268,240.0388804,151.3656027,116.2469794,96.81672435
YMR213W,98.98487741,115.2581416,96.19848433,63.84818491,75.60129481,61.64504361
YGR278W,64.76751128,104.9253973,90.00783026,62.96818339,105.5401761,62.98007072
YMR136W,47.42466765,27.15285323,24.56748311,48.72687134,30.92711518,36.81177606
YDR081C,206.2339226,207.1821633,204.6794294,126.490124,138.8086328,132.6320649
YGL140C,331.2198552,443.6085095,362.5768537,204.1179409,316.3441512,229.3741423
YBL037W,141.0526838,232.0899911,211.8623477,183.6616768,314.1548397,260.2696361
YNL191W,176.0957563,220.0533996,133.963159,127.0228845,150.2346674,78.95833372
YDR054C,361.3451514,365.6506527,352.2642454,373.1124875,419.2284872,346.8696687
YNL146W,11.269662,20.664212,17.92143315,14.81048756,26.18148747,16.23006051
YCR038C,36.22809331,52.14726988,54.78703702,13.44538215,17.98239931,13.43404227
YPR121W,71.43473115,108.055738,83.79479828,3.176075258,8.795148884,4.495645106
YJL168C,433.4458579,361.2984275,401.6892342,187.489136,136.1703801,151.2434321
YBL061C,503.7710025,857.8790962,595.2433302,204.7306071,444.9950572,257.8621972
YNL164C,302.8517704,338.7701146,313.099473,97.08984051,97.33667572,86.56548556
YGR098C,160.0229755,158.9820457,148.4208704,76.03014154,70.7836358,65.09023944
YNL250W,96.68753391,140.3753798,112.0892086,66.14338694,100.4847221,65.28653954
YBR206W,215.1360617,280.0294237,238.0108274,66.77297629,80.8710734,46.95508832
YDR052C,290.955727,315.9548023,261.7246252,129.7375674,146.2129264,122.1897807
YNL037C,922.1013331,762.9618156,836.2496106,1202.270882,894.1072338,1046.832027
YNL300W,185.1925711,194.8717084,245.8978827,350.9027737,184.8907033,450.8048781
YMR146C,1242.574934,949.4708893,977.5634995,1572.400498,1289.715877,1252.93067
YGL246C,521.2274801,504.5848959,511.9949008,154.722683,141.7785422,139.3152178
YML009C,198.684518,151.9324614,158.4709771,115.7495239,91.42513521,118.6073951
YNL213C,124.215193,117.2082642,115.1530563,29.57148918,25.36712107,31.31166697
YGR134W,166.0626811,205.7656542,191.0126166,63.97634114,80.73515906,78.3084629
YDL122W,775.1605101,716.8157968,776.7102346,455.3415403,447.0753974,442.1200755
YNL254C,78.52304336,89.11388028,71.59227469,29.83772568,38.55108863,25.31992234
YDL121C,502.0238295,576.9208616,524.711718,249.7857516,311.8626647,220.7290477
YBR096W,440.2005439,810.2452729,648.7003437,237.8394492,505.9645898,344.5896747
YDR524C,121.2543565,111.3188481,124.1460363,77.94209196,68.04231787,82.70505243
YPL053C,837.6615964,590.2724216,754.4980119,247.4777273,156.2018664,202.3231473
YKR050W,65.79581348,250.3707202,165.0661279,3.527642533,7.312246793,4.034972678
YPR001W,15.343209,41.72976243,18.18564006,2.796928908,14.44221741,4.113219868
YLL018C-A,41.35364888,36.7235576,23.05443347,46.57481565,46.46717815,39.04856143
YGR132C,913.4292629,937.1457397,937.2158991,475.1544593,553.2975304,498.0413533
YKL117W,1380.820489,2170.980095,2038.078483,1095.222045,2098.561642,1597.993751
YPL030W,174.7222548,166.9531971,150.560865,235.5015541,225.5053462,189.2860517
YCL052C,449.4996957,795.6348027,668.0791511,125.9682781,203.4205171,154.5340633
YNL241C,350.8607934,831.178,487.2360634,1007.350546,2154.72959,1485.133534
YGR246C,284.4541945,392.2834566,304.752659,143.1123215,192.2878983,139.1626663
YPR091C,169.6067246,307.490205,229.3971984,123.1204192,251.5655554,149.8255944
YLR455W,293.9927679,187.301611,230.9236897,108.6606154,70.04105966,92.86402518
YJL039C,392.8816462,492.9177406,396.6040966,451.3495902,579.3853099,445.4744538
YPR106W,58.76712641,55.02487984,49.16525727,50.95562601,49.35483191,46.67296607
YDL012C,103.4407203,107.1503198,109.8330597,154.7064029,152.1472737,121.986415
YFR032C-A,4511.035769,2059.005836,3325.25272,3721.940329,2093.113955,2874.802423
YLR372W,2560.75857,1724.579379,2163.479459,1587.187947,975.095869,1239.557708
YKL047W,94.89207951,137.0725182,118.8106939,52.21277275,75.98222646,71.39260794
YMR167W,135.517439,166.8223182,142.2469219,90.47500271,114.6646565,76.94012844
YPL026C,202.692613,181.003906,175.4223188,96.56228348,87.00066351,81.74172057
YJR135W-A,164.5641437,134.6944279,145.0790636,256.3513504,219.6936276,216.9364524
YBR197C,36.33264671,27.59190143,21.31021323,18.13974033,15.49394325,15.63376747
YAR035W,2.381281517,2.914128194,2.171099759,4.340861885,2.760726158,3.656152729
YPL038W,89.98136813,72.63103614,74.05120904,51.79829544,31.70761446,31.99375804
YPR097W,403.0782551,524.724975,394.0578202,194.0400448,260.1596917,201.3590903
YBR228W,95.59826039,117.8745704,98.64502199,29.11284412,53.06865272,37.56771929
YFL001W,319.4014266,328.9144964,262.7109189,162.5135919,150.8874718,138.7945715
YOL030W,411.4502132,521.3777946,435.2502622,925.190245,983.3199266,754.2045431
YOR349W,56.60476198,44.94362483,39.09741782,63.31830535,43.29389611,45.86882941
YHR148W,334.1564938,199.0843549,153.9437691,263.0853737,170.918258,127.8914944
YGR075C,58.63372099,65.18711533,72.46128036,23.79838977,30.42576677,30.08633555
YMR064W,191.7222362,193.385221,222.8351687,80.49881525,72.48556268,68.09962876
YBR107C,99.98024233,122.0923049,105.1313697,20.43591346,33.79648832,26.18944814
YEL062W,72.12380264,84.80649752,92.69481109,58.21341727,72.72355732,63.59586738
YGL204C,42.61671832,45.50231949,48.62858193,36.22189929,44.17876304,42.19438048
YDR183W,89.05259307,139.3922779,128.3973514,48.65851165,99.77455421,70.38611153
YDR399W,1351.105639,429.34074,457.4425344,622.3681309,180.4342806,219.3420843
YPR066W,27.47445804,46.55542811,34.49432281,14.77872715,26.0867412,21.55277741
YDR096W,73.74204591,55.81454487,60.96077641,124.627364,90.70591264,119.8232999
YER158C,59.4430628,66.68229356,51.5869172,76.25287835,65.51179114,69.8212923
YMR016C,144.2592446,180.6545919,141.5680074,265.3336397,253.1434715,249.6385592
YMR157C,186.9596537,160.0366544,166.9239395,81.46205107,74.87150277,73.59126248
YJL076W,368.9843711,374.933784,305.2305334,686.6545636,699.9756077,676.7776785
YLR229C,533.3082447,550.2413494,562.8189973,452.0839367,493.7056307,479.0397162
YML110C,696.8286572,1080.679403,799.6880606,327.3982208,544.179349,372.0460158
YLR359W,843.0795675,664.9614524,795.0544065,594.7581171,415.7105995,513.9234353
YOR362C,1090.457762,1660.58872,1519.211333,522.3703183,934.0034975,780.9814924
YJR104C,2723.121928,2470.783051,1280.768528,2799.622065,3109.38118,1623.064485
YER147C,180.8738256,299.602329,179.7569164,51.85220691,92.07201476,59.49046213
YGL207W,668.9072397,825.9664399,736.0999461,1008.773331,1251.595095,1091.153086
YAL024C,122.138305,117.0296581,111.1635311,89.36970607,102.8435709,87.20020869
YGR232W,197.8283097,284.5515563,290.6032082,175.9035184,279.2575663,233.8063519
YKL167C,208.4486139,242.9734583,280.3686865,198.9533958,212.3820131,186.8193886
YOR179C,158.9014557,164.7673926,117.4439843,81.84266709,105.9183153,59.54958131
YOR144C,131.5357473,122.9507595,101.4454799,58.56868277,75.39349695,54.22287285
YGL225W,863.2424293,761.5079842,805.7883451,1114.235472,1012.364446,977.2410418
YER141W,836.8624566,729.8493298,884.1018863,653.6822419,578.6204523,651.534027
YLL026W,690.9540706,753.6444876,631.9270697,647.990941,629.4647921,665.4507374
YNL116W,127.8485039,117.0462598,138.8806051,144.216045,160.4877393,143.539554
YBR052C,288.8521129,373.0733092,386.7788819,176.0814985,270.4517217,250.1098666
YOR151C,1243.165184,1334.4332,1229.092836,932.1011578,1058.193444,894.1775234
YMR292W,239.3748586,179.8835508,256.2999041,184.3895744,129.9353408,155.7235814
YLR248W,386.1421741,610.9416577,472.714895,301.0499979,455.1666794,351.0966818
YKR010C,169.1693196,128.6351895,137.1220685,92.82880713,69.71129517,70.86101236
YIL134W,178.9930401,143.3865659,147.4277906,33.57042983,25.77659846,28.65830494
YOL060C,137.3543703,248.3336918,152.0520126,231.4579407,465.7278682,282.1092494
YBR253W,147.320558,225.0494632,215.6872139,43.07832609,66.25847683,67.46298301
YML053C,134.7808253,102.40781,128.8998379,80.75234796,74.37253081,63.231267
YMR067C,163.1533767,236.0581378,216.1846966,164.2014615,256.2113087,223.307936
YGR099W,276.2166532,239.1562715,223.0214659,54.06111245,49.23081051,54.43368637
YJL121C,327.3285144,314.956543,270.8311867,505.5351923,401.7363244,455.8475137
YBL056W,1232.112161,1404.892852,1366.96921,533.4920575,667.7689778,664.5546686
YMR209C,359.7875467,361.1620186,313.2026758,103.3671115,115.8518977,96.92349675
YGL097W,973.9816486,707.9710073,641.5211442,543.1964255,382.8545489,423.8119603
YDR318W,192.6753324,186.5450908,193.4993137,36.86494909,33.53662787,30.44343432
YDL139C,46.38953172,55.47872874,49.65980068,26.92583201,39.73406279,25.11977173
YNL233W,175.8854881,198.8542854,172.5007759,178.1241192,213.6220032,164.4258265
YJL180C,339.6939676,200.4538934,288.0701811,160.420561,93.99903119,120.1799588
YPL101W,295.4201484,379.3742566,324.0558763,208.3576323,238.0340333,207.8907394
YER113C,253.2944372,228.9911178,251.6450948,157.3283107,118.1560337,114.8732627
YNR028W,274.6236423,136.5671846,161.8686878,164.2768309,94.57708647,83.50176802
YBR059C,218.3282423,466.9891642,283.1693194,298.1043627,607.1309163,400.0671102
YER088C-A,20.12063887,16.86625404,17.63914234,5.172554502,3.563810016,6.777023057
YEL003W,392.0081001,302.6244047,339.2108382,180.9811018,150.9222554,153.656175
YNL095C,85.25533336,74.04912323,64.67639386,76.3223163,59.94133103,62.28510506
YJL100W,97.36667678,58.51307554,87.38561778,64.57808534,38.80303033,70.55734014
YDL239C,93.37187545,74.02168431,87.4897619,14.93746873,12.37502183,10.92586208
YDR142C,104.5598218,120.3886633,126.0959134,23.47130017,39.39892991,36.24323406
YGL222C,29.87890619,29.64149221,27.89028152,98.55853139,110.6324928,88.99957018
YMR240C,225.7747279,261.9894016,262.8815742,85.92716084,103.2319378,90.93643134
YOR160W,182.4084469,183.2320948,165.3300385,230.8039612,242.6563585,200.951073
YGR105W,248.7455736,267.4424542,256.6853401,211.7774613,236.1126543,200.5064063
YOR249C,192.2511439,175.9038062,225.616696,46.17501606,40.9543462,45.50276141
YFR009W-A,110.6475905,180.3905275,121.8567121,55.41773882,83.53462374,64.24426619
YML081C-A,360.3658012,153.3947222,358.7409572,379.8953917,179.9267159,353.2119874
YCR077C,297.9555132,351.7934802,267.5288028,919.6540059,1019.136109,856.9058397
YDL147W,1705.866748,2896.658846,2865.828646,874.8875415,1581.593077,1242.146831
YMR005W,338.5732712,362.8327868,349.4978082,191.8616397,206.7511146,207.9041142
YDR138W,192.8184293,235.0206752,229.543326,123.1988478,165.4460392,127.6354752
YGR093W,386.1843589,334.7208081,331.7502491,178.6871044,121.8443192,128.9268531
YMR162C,207.0106788,287.6257679,247.7078926,93.85566731,148.5488544,117.3791617
YDL199C,21.21505352,34.55323432,31.38226016,14.20645708,43.02131595,20.71819881
YCR033W,223.071389,234.2128859,219.7462692,141.7783714,153.7290947,140.3379671
YIL114C,246.140338,283.2222982,217.6082692,120.0085292,139.6863784,101.8893761
YJL001W,958.9679683,1663.745612,1619.402861,526.5449359,1095.684158,896.7404331
YPR019W,260.5358923,283.9697113,220.5028409,281.9061067,309.5212555,227.7293321
YGR072W,269.2565427,239.5073577,216.799735,113.5171643,105.7451253,93.15405606
YER031C,566.3677156,482.886855,469.032609,461.1048731,366.4363569,369.0007848
YIL020C,241.211423,117.0599539,167.6379743,199.5272922,100.8444701,124.6920087
YPR047W,220.6264038,238.3131062,243.5852802,113.6514527,120.1496974,122.7641192
YML107C,145.0724783,169.5820566,149.7947907,49.3049963,68.65342437,39.01099667
YPL074W,307.8826516,417.4844698,337.7940647,67.69543237,104.6295996,74.95509952
YNL048W,383.0427655,489.9572092,399.9483056,128.4371032,173.1678968,138.3576627
YOL119C,301.8749147,189.4383183,215.9529087,166.8031576,123.7651634,141.3139271
YNR055C,588.3934234,484.7856071,416.0337765,255.4537113,203.7328493,222.5468179
YKR072C,213.1792549,168.8800147,159.333764,237.3261697,212.0867911,181.2767684
YOL123W,675.1373247,453.4912851,523.9713683,1327.038294,864.8405695,1059.197494
YLL054C,108.5675279,104.6182994,91.22138647,57.34613214,51.78196322,56.81473654
YOL032W,223.9029771,273.7846459,251.6827696,85.04965778,133.4361641,120.1708053
YMR300C,234.2798618,246.7209686,207.2192386,482.4986309,438.9059883,442.925513
YGR184C,332.562161,592.1635005,439.7109168,193.5603091,348.2338866,287.3294255
YER050C,292.6511092,242.4414785,283.6087149,217.5080902,166.9851769,185.670424
YDR439W,66.23200918,72.04657154,69.12886644,40.65151235,60.43321361,45.19589592
YJL198W,652.0735684,382.7686668,350.5935743,498.2854167,357.4605971,328.5152755
YLR291C,387.9276022,444.4481966,408.0854142,424.9411759,441.7275507,370.8534645
YDR529C,1960.749924,485.7611816,1508.778841,1473.120817,359.5142362,1034.51662
YBR255W,163.8260618,273.6373816,194.3535065,41.81751333,74.05715291,57.66857504
YDL105W,75.85888804,54.65224882,50.00726138,31.44649032,27.02926405,26.97674042
YDR046C,1115.123463,772.0848683,555.9138477,446.1790825,308.1665146,255.3546001
YDR110W,350.7742371,297.8955188,285.05112,127.8859727,120.8638277,108.3456428
YOR046C,1193.02885,1244.536288,1143.103117,890.9380666,1014.343184,816.7638263
YGR274C,307.594282,343.7500072,336.1040349,128.8555072,152.9738226,146.3150384
YOR168W,1965.220218,1468.136458,1360.27707,1884.512199,1487.076939,1444.976513
YKL175W,170.0639547,261.1713883,198.7557179,205.0782491,333.5526799,211.9359938
YAL036C,1009.889013,738.5870704,649.4897714,711.2618225,559.4082266,513.2885504
YGR156W,74.98399288,106.4525144,83.04409095,143.5235237,169.6884333,146.0925653
YGR081C,459.5163435,248.7155394,266.9557581,301.3702571,148.3042744,170.8067382
YLR390W-A,880.1398109,1203.583932,1048.399026,2137.96645,2692.705971,2270.1981
YFR013W,201.2114642,232.8699206,233.5912423,160.0039535,226.2102389,190.2097171
YJL101C,198.1579652,400.2270009,177.9034085,111.3280943,243.9609597,109.321727
YPR065W,382.2552875,327.7051742,334.373182,609.56338,453.0994112,489.4458256
YNL201C,167.8540738,148.7745806,136.5575011,131.8080052,134.4740972,124.3803469
YAL033W,222.7601215,181.3082939,164.1242866,96.10651051,87.82898822,63.28295001
YLL001W,283.6705752,348.3160139,342.2847451,424.2314992,473.7650377,446.036097
YLR227C,103.6133769,168.0815871,170.7614524,11.58024938,6.983931487,6.988232937
YLR390W,77.12736923,68.26670354,81.96213763,97.30005551,77.89462664,62.30296157
YBR193C,77.08509252,122.0532032,118.4680838,68.57672842,111.8440286,105.2431816
YML112W,90.37059318,124.1652147,102.9412706,81.34168741,102.9853013,95.57734529
YDR172W,2328.014134,1942.227825,1784.405015,2317.827943,1875.386943,1742.511997
YJL065C,126.6917011,160.5884283,125.5158287,65.67435564,81.1386267,57.75733162
YEL037C,610.9507083,729.1492469,694.2141741,904.7618216,962.9809594,1056.381135
YBR237W,184.4708443,241.1212021,216.4668832,47.47855695,72.74414799,79.17111273
YDR237W,500.5740776,340.1102128,462.5615685,233.9852853,174.5285421,228.1726481
YBR210W,143.4415956,193.3745885,229.9247598,68.15436312,96.34627847,93.08866628
YLR144C,176.4576106,267.1563583,202.1851447,105.780252,180.1912362,112.9418918
YKL040C,577.3325548,647.1677478,612.1990313,319.5085057,393.8541508,353.2927041
YPR080W,1242.978585,819.2427518,677.8370156,979.8868397,643.6614316,813.6639875
YMR222C,91.39430126,132.9270341,97.63621829,133.7877278,157.4646192,132.0953514
YIL085C,506.5619104,507.6754863,451.485432,118.3663275,85.96709461,91.49031529
YDR485C,234.1462744,276.3440622,233.3335474,95.11259249,118.0018141,105.5994602
YKL052C,189.2661789,204.9771371,143.3550081,96.63715645,96.37427735,82.54854615
YOR083W,41.02608705,23.40857764,26.10125972,46.84451936,22.51855874,34.26395508
YEL042W,485.754628,381.095006,380.0954086,624.0650726,391.0038526,418.4435021
YOR308C,99.1771774,93.47549363,85.2563386,81.45531645,86.63551826,72.8088403
YPL210C,1047.899517,1053.688983,967.8694085,649.7934059,733.6631615,614.363652
YJL006C,139.5614759,151.4242367,150.3226278,66.15424969,79.27673736,67.68105921
YKL058W,353.6591999,325.3317283,382.1725376,134.977447,127.5046113,141.3054738
YCR084C,403.6314198,419.4820493,369.766968,951.8223833,778.2746122,973.3920843
YGR260W,674.0455761,374.3402599,519.3925911,387.2850212,195.8479851,263.4676939
YER038C,84.3393494,78.98291998,74.69248214,30.02793812,40.38026394,28.43883993
YER029C,173.8152405,154.3070316,156.7672778,126.2280804,100.1908622,107.1155767
YBL088C,118.3435442,205.3934034,155.187898,34.73285634,72.89568177,42.11166309
YCR020C-A,144.7732264,148.5882312,142.1293856,77.09688322,80.67315755,75.29609883
YGL060W,78.31733946,103.0481581,82.08576658,87.0038821,136.4886249,93.63588587
YBR213W,24.48061642,33.34667874,22.7331866,59.50128055,66.72712154,79.96873145
YDL028C,161.6564585,138.4202527,147.9783298,85.76951672,59.63601546,69.66320537
YGR001C,384.1090743,336.5223422,353.7795491,374.8950026,369.736936,326.6557338
YML046W,252.245207,234.4008121,281.6376636,105.6557854,91.12507911,103.0625965
YKL154W,351.087208,349.9043422,363.5020255,120.9909457,121.8572577,101.7892129
YJR161C,88.02913364,186.3416405,132.2156022,37.1868143,91.43062207,42.85849432
YLR305C,290.1683906,314.5449257,220.2058764,310.5553366,412.892634,274.2531369
YCL061C,153.0745693,190.415062,137.6116365,143.6183887,183.154213,118.9193371
YOR048C,508.0230984,512.397913,429.3582103,422.5803699,430.9570156,395.5812331
YDR532C,170.2446682,162.8426718,177.2478316,45.25801989,44.75998461,39.93441221
YBR252W,679.2656264,417.1176889,505.1981029,416.8815512,321.8102675,368.4961465
YDL205C,486.6186474,377.5038261,355.097401,290.1108923,243.8243645,244.884629
YKL033W,236.600968,303.1256433,243.2684753,94.15203539,141.4370117,86.86902737
YDR019C,703.4813643,444.989454,417.1046673,471.8202384,244.267143,266.516603
YCR102C,8.889288692,18.16303862,6.483746636,2.835765315,1.417040614,2.085166734
YJR136C,165.4831357,174.1799639,160.9353701,40.22144832,60.26284482,39.33506276
YKL026C,15.7469911,35.78827831,19.57785889,0.434929507,4.310489544,2.238656265
YDL177C,124.7258666,128.853494,118.4914254,18.22383441,24.78993266,15.63353001
YBR026C,95.8313488,137.5770934,122.5647309,74.00143995,98.77838131,91.16575496
YBL089W,183.9232758,247.6289456,259.2474837,70.50000211,98.31445121,84.12114335
YLR019W,178.5956543,282.5907803,213.8810245,119.4137372,156.8726433,152.8301134
YER047C,152.0291263,143.0834284,151.7274931,84.94122155,96.07262691,81.39705184
YPR071W,80.30023409,80.33518064,63.26753861,21.15319357,37.48938608,27.87304721
YIL093C,494.0212112,337.298459,376.8328776,298.8039686,189.6616632,222.2733305
YPL241C,200.5024652,169.6455973,156.5127948,72.43730573,59.60462973,48.15054649
YKL068W,396.5444188,359.6655352,294.9535005,518.64232,454.7484616,450.6664236
YML023C,183.3508744,161.8329129,152.0608672,32.98604969,44.0214779,36.00256357
YOL052C,211.8201028,110.2421204,121.6862722,280.0141216,157.3639986,166.1418308
YDR298C,1083.523268,534.6369491,917.4596231,701.9427448,373.7245297,598.5422843
YJL059W,94.8062741,176.1557722,116.661455,32.63097364,75.15429295,34.00614507
YLL022C,206.8206712,198.651008,149.3570668,160.8276063,155.4820518,126.0429885
YOL147C,82.64131006,96.23736931,77.64931699,99.17638294,160.7696755,108.9880739
YIR009W,30.44971534,45.02460655,34.52765067,55.04064438,82.1234615,50.41843239
YBR200W,204.3492822,323.7750527,267.6379062,130.7960565,174.7547139,161.6569517
YJL166W,1035.928194,351.2247361,912.936968,993.4625298,376.3085545,874.8192525
YPR018W,139.7758633,155.9609921,125.0566362,115.0960396,134.6617233,102.958323
YNL255C,1939.230203,1371.527329,1344.989707,1467.20981,1205.775877,1079.760718
YPR191W,973.1548795,385.0564187,891.5151626,1566.962891,542.4903819,1400.815012
YKR080W,485.9637726,338.8127304,330.0548977,212.886228,177.9464166,140.9136902
YPR061C,27.91165575,26.4050082,29.14213041,13.54076127,10.52544871,13.93932098
YER041W,113.1147499,166.8808729,134.2274579,11.8052295,17.66455519,13.36797598
YBR254C,226.7002724,259.9330856,243.8778105,123.6304385,133.5654241,123.7094026
YPL141C,99.40210577,60.61551379,42.76408072,75.30435007,42.30087644,32.30035982
YBL057C,508.0006888,617.5576892,512.4568974,164.264219,207.5682293,188.5455895
YKL203C,188.8023915,251.4244495,198.4126094,158.7584447,232.3986026,188.4828728
YLR272C,143.9905134,148.5165466,144.3315347,125.3992913,139.6281962,118.2659606
YLR107W,216.0204854,306.3563706,248.7623047,52.39730535,97.0452881,61.40812729
YPR062W,961.7194417,831.555812,826.854561,521.1172935,547.0526164,469.680898
YGR220C,535.0439015,554.1854225,594.4061707,218.9025066,226.2854876,225.3456981
YLR233C,80.27293035,90.29163104,82.06492484,9.860534183,11.72706714,9.338708243
YML011C,85.24550668,139.1146178,132.1263555,31.07897726,42.78011474,30.66068478
YKL004W,315.1981317,271.5952867,246.0354229,280.6359065,254.1080903,215.0117996
YFL024C,110.2631758,89.04131245,133.3212412,90.68547719,53.7839168,88.90925697
YNL141W,693.0945607,188.6934017,264.9262146,553.6735982,136.7449579,191.6640772
YBL021C,108.0109524,105.4967655,132.9334547,34.2231532,38.08951408,43.92371514
YCL057C-A,314.7848401,210.7551553,315.8933083,375.9705381,296.9253309,349.373881
