Genes	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3	WT_1	WT_2	WT_3
YBR294W	5589	9682	8072	4629	6539	4836	7330	9710	5415
YBR295W	246	429	358	187	340	201	221	256	199
YBR296C	440	739	544	426	447	277	1320	1852	1011
YBR296C-A	4	8	5	1	0	0	0	2	11
YBR297W	370	817	553	436	633	484	438	522	266
YBR298C	294	651	552	353	579	424	392	572	386
YBR298C-A	3	8	9	2	5	1	4	8	11
YBR299W	579	1282	971	657	1176	687	870	872	680
YBR301W	0	2	3	2	6	0	1	2	3
YBR302C	384	720	515	336	503	382	405	525	295
YCL001W	222	498	323	187	248	210	228	240	172
YCL001W-A	12	4	2	0	1	5	0	9	0
YCL001W-B	8	4	2	0	1	0	1	4	0
YCL002C	95	244	183	121	150	137	92	144	116
YCL004W	70	131	106	77	103	84	86	74	65
YCL005W	164	261	275	137	231	131	188	165	125
YCL005W-A	473	729	770	431	515	434	455	593	490
YCL008C	980	1758	1128	772	1028	709	860	969	614
YCL009C	4579	8262	6544	3844	5676	3863	4160	5075	3319
YCL010C	521	1020	784	584	728	531	532	657	401
YCL011C	1248	2209	1784	1033	1485	1074	1242	1589	906
YCL012C	53	113	85	40	65	48	77	53	51
YCL014W	1079	1970	1652	754	1320	855	1125	1391	1014
YCL016C	188	268	222	146	204	144	200	215	149
YCL017C	1184	2549	2080	1254	1713	1216	1323	1445	1081
YCL018W	1588	2693	2038	1327	1511	1217	2211	2551	1633
YCL021W-A	526	1038	883	493	675	586	1611	1705	1150
YCL024W	341	602	532	322	377	287	420	536	310
YCL025C	971	1335	1013	415	349	286	673	873	493
YCL026C-A	5	22	15	5	15	6	11	12	3
YCL026C-B	200	475	325	222	453	268	282	349	172
YCL027W	51	73	89	40	50	45	55	30	14
YCL028W	772	1483	1327	724	990	677	898	1072	672
YCL029C	205	313	285	121	218	149	231	297	174
YCL030C	7947	13371	11888	6407	9075	6151	6504	7819	5215
YCL031C	420	657	585	317	495	265	452	493	377
YCL032W	250	357	362	186	333	180	314	325	252
YCL033C	206	358	288	177	279	216	187	318	211
YCL034W	796	1604	1341	719	1101	640	880	935	537
YCL035C	383	623	470	327	447	332	347	499	361
YCL036W	239	454	345	223	271	215	308	240	206
YCL037C	1170	1710	1616	927	1306	813	1214	1357	990
YCL038C	227	346	357	205	284	177	248	227	196
YCL039W	236	394	509	200	431	210	254	376	222
YCL040W	1485	3010	2557	1557	2525	1585	1568	1824	1113
YCL042W	231	566	452	273	490	331	284	358	186
YCL043C	8736	15223	14009	6917	10000	6620	8601	10119	7037
YCL044C	251	475	402	260	297	206	207	287	241
YCL045C	1723	2882	2494	1294	1857	1349	1548	2015	1233
YCL047C	262	388	353	190	255	182	166	226	143
YCL048W	1	27	13	3	17	8	7	3	6
YCL048W-A	9	22	1	3	3	13	1	6	11
YCL049C	203	325	296	197	210	173	183	254	148
YCL050C	855	1592	1416	662	957	620	794	968	795
YCL051W	219	448	414	249	303	201	289	353	190
YCL052C	431	877	626	372	575	363	477	584	451
YCL054W	923	1786	1538	793	1039	780	1025	1131	838
YCL054W-A	39	87	77	32	73	39	115	94	69
YCL055W	234	394	332	220	291	181	255	289	170
YCL056C	73	93	97	61	90	93	91	84	72
YCL057C-A	869	1764	1348	788	1340	816	999	985	589
YCL057W	2695	4597	3661	2160	3174	2266	2240	2700	1773
YCL058C	573	1211	894	537	977	513	652	567	395
YCL058W-A	110	155	115	79	91	79	128	161	75
YCL059C	212	425	381	224	268	219	316	436	284
YCL061C	332	546	513	205	340	241	300	400	278
YCL063W	366	683	685	321	454	327	401	531	320
YCL064C	28	86	68	36	60	40	51	64	37
YCL068C	43	42	49	52	43	16	37	57	24
YCL069W	2	2	6	0	0	3	1	0	1
YCL073C	17	58	39	47	35	21	34	53	8
YCR002C	618	1022	923	517	662	532	642	694	557
YCR003W	360	738	513	335	433	286	444	501	296
YCR004C	1208	2383	1894	1162	1772	1158	1327	1533	1039
YCR005C	1239	2390	1856	991	1340	1005	2401	2965	1939
YCR007C	24	29	23	11	26	19	19	10	7
YCR008W	588	1020	812	531	749	511	716	949	481
YCR009C	429	748	667	352	469	403	513	581	396
YCR010C	4	9	0	2	3	0	1	6	5
YCR011C	670	1317	1120	649	1053	686	830	1177	589
YCR012W	23708	43022	36819	19872	27002	19683	31624	37303	24335
YCR014C	102	239	172	147	142	127	142	181	81
YCR015C	1160	2037	1580	885	1325	931	1453	1570	1386
YCR016W	177	295	337	160	240	178	223	287	177
YCR017C	1009	1844	1518	833	1413	902	1167	1275	809
YCR018C	39	64	31	18	50	51	147	182	106
YCR019W	154	319	254	184	144	154	156	169	110
YCR020C	119	228	185	119	204	110	130	176	98
YCR020C-A	243	475	382	214	322	192	277	340	230
YCR020W-B	106	160	187	100	159	114	127	207	112
YCR021C	8	43	23	12	13	19	7	22	16
YCR023C	372	604	560	349	463	320	446	498	300
YCR024C	285	428	292	189	297	246	310	359	215
YCR024C-A	2291	4025	3131	1811	2446	2017	3144	3982	2402
YCR024C-B	3792	6584	5623	2963	4299	3053	4667	5724	3426
YCR026C	652	962	962	467	695	516	522	753	396
YCR027C	147	230	215	92	160	126	183	170	130
YCR028C	210	443	356	218	319	222	227	292	191
YCR028C-A	473	773	605	354	494	359	573	584	374
YCR030C	929	1825	1459	767	1249	854	1092	1496	905
YCR031C	13407	25707	20305	12766	14611	13121	14418	17139	11158
YCR032W	393	777	656	365	517	404	476	500	433
YCR033W	891	1300	1235	737	1033	599	849	960	586
YCR034W	775	1584	1225	667	889	658	848	1103	657
YCR035C	524	730	701	399	562	357	513	505	342
YCR036W	483	733	582	408	472	421	432	482	295
YCR037C	360	639	602	316	425	293	331	429	255
YCR038C	127	119	152	91	112	57	123	173	93
YCR039C	96	103	118	65	78	49	111	119	77
YCR040W	8	8	12	2	4	6	11	10	1
YCR041W	8	12	12	2	4	6	11	9	1
YCR042C	754	1356	1122	627	913	746	669	880	561
YCR043C	444	788	713	374	566	450	458	618	371
YCR044C	387	877	707	445	546	418	524	554	311
YCR045C	5	18	19	4	12	4	8	24	7
YCR046C	750	1211	1037	696	935	609	835	956	690
YCR047C	606	887	830	379	591	503	519	581	402
YCR048W	510	811	646	411	550	374	428	534	305
YCR050C	0	5	0	1	0	5	0	9	1
YCR051W	591	1124	802	489	656	526	702	979	559
YCR052W	437	765	624	375	529	352	425	482	364
YCR053W	2041	4010	3505	1873	2586	1846	2074	2756	1816
YCR054C	128	296	259	87	180	126	132	182	135
YCR057C	1067	1834	1625	879	1184	913	1144	1043	942
YCR059C	488	718	714	341	514	305	510	531	431
YCR060W	288	474	448	207	327	198	290	342	198
YCR061W	526	967	725	411	562	418	528	537	403
YCR063W	99	213	200	100	135	116	137	170	105
YCR065W	452	682	573	339	489	372	539	534	350
YCR066W	62	156	115	52	85	63	82	112	37
YCR067C	929	2017	1583	901	1260	880	1072	1275	845
YCR068W	267	431	292	219	318	197	334	382	201
YCR069W	373	717	586	347	538	394	480	493	342
YCR071C	263	597	418	244	375	337	363	352	318
YCR072C	250	487	287	209	278	252	268	289	205
YCR073C	124	241	258	101	203	142	134	157	116
YCR073W-A	321	707	491	286	539	398	424	446	215
YCR075C	147	251	171	130	194	161	137	144	96
YCR075W-A	124	195	159	95	133	116	159	201	108
YCR076C	181	268	221	146	235	169	206	217	135
YCR077C	861	1542	1520	732	1218	721	1110	1249	869
YCR079W	234	315	251	154	236	145	244	231	153
YCR081W	333	567	508	310	373	325	432	396	284
YCR082W	1016	1491	1345	866	1155	715	907	1065	677
YCR083W	124	315	274	150	238	170	168	146	101
YCR084C	2080	3516	2904	1649	2538	1466	2403	2686	1788
YCR086W	135	279	212	137	221	113	199	196	133
YCR087C-A	376	501	428	264	389	297	325	399	270
YCR088W	1162	2166	1873	1063	1597	1014	1442	1698	1139
YCR089W	229	394	316	183	185	137	206	271	119
YCR090C	165	514	358	204	325	274	369	403	240
YCR091W	120	208	194	109	137	142	170	176	137
YCR092C	250	395	342	183	259	225	299	330	172
YCR093W	2899	5325	4389	2503	3585	2555	3034	3512	2317
YCR094W	298	618	463	292	400	278	313	397	252
YCR095C	110	192	179	93	131	116	120	181	74
YCR095W-A	16	24	12	13	16	14	7	15	17
YCR098C	52	170	110	95	99	88	252	333	178
YCR099C	45	87	66	40	45	37	44	52	36
YCR100C	110	180	114	70	117	68	82	103	92
YCR101C	25	62	64	6	54	23	28	34	44
YCR102C	95	221	123	87	139	84	65	113	52
YCR104W	17	31	20	12	31	12	16	10	16
YCR105W	0	1	0	0	0	0	0	0	0
YCR106W	14	8	14	11	15	11	4	5	1
YCR107W	50	105	75	70	122	51	75	57	35
YCR108C	0	2	2	0	0	0	11	0	0
YDL001W	119	185	191	127	137	123	121	196	105
YDL002C	216	330	396	168	303	192	328	340	236
YDL003W	471	899	749	384	611	370	651	644	392
YDL004W	1655	3200	2569	1613	2423	1851	2219	2583	1687
YDL005C	360	458	430	242	366	254	343	392	269
YDL006W	213	454	352	263	340	229	264	336	247
YDL007C-A	0	0	0	0	0	0	0	0	0
YDL007W	13492	60708	23222	19647	19603	15429	15212	14996	12664
YDL008W	211	377	336	164	222	175	343	282	263
YDL009C	0	1	2	0	0	0	0	0	0
YDL010W	143	275	220	125	204	133	234	286	190
YDL012C	247	410	375	204	339	204	291	407	212
YDL013W	298	456	463	223	361	285	267	378	243
YDL014W	2970	5268	4355	2565	3138	2644	3078	3716	2307
YDL015C	579	1144	928	496	678	503	668	780	597
YDL017W	165	261	301	132	206	124	122	179	119
YDL018C	242	396	311	162	281	191	313	311	222
YDL019C	993	1824	1697	866	1381	846	1198	1328	920
YDL020C	450	837	787	416	743	468	541	665	469
YDL021W	17	39	43	18	49	26	57	42	31
YDL022C-A	0	1	0	0	5	0	0	1	6
YDL022W	932	1720	1502	800	1236	856	683	1015	566
YDL024C	18	21	24	4	22	10	15	21	12
YDL025C	206	550	456	252	392	233	349	387	272
YDL027C	194	318	301	171	259	226	267	249	266
YDL028C	326	480	491	272	387	290	347	359	257
YDL029W	1152	2203	1728	1136	1456	1095	1357	1403	1015
YDL030W	187	333	299	138	258	124	133	167	125
YDL031W	791	1458	1319	662	934	707	999	1241	803
YDL033C	130	316	274	170	172	162	215	273	117
YDL035C	348	487	438	268	401	275	326	402	225
YDL036C	241	355	313	211	272	159	218	350	217
YDL037C	68	125	94	86	59	54	95	118	75
YDL039C	241	340	336	151	235	187	338	321	220
YDL040C	1128	2012	1764	903	1340	931	1185	1473	960
YDL042C	237	487	454	203	270	197	261	326	267
YDL043C	123	177	170	111	119	103	115	162	136
YDL044C	217	385	360	181	266	217	272	314	204
YDL045C	200	354	296	207	268	188	203	241	148
YDL045W-A	148	342	268	167	225	170	222	246	171
YDL046W	817	1757	1146	693	1074	724	897	867	613
YDL047W	863	1425	1187	719	1040	704	964	1112	773
YDL048C	122	242	158	65	145	92	137	159	77
YDL049C	108	290	126	104	160	121	195	211	148
YDL051W	815	1326	1238	613	869	623	958	1177	800
YDL052C	426	852	723	468	574	395	616	760	558
YDL053C	108	218	186	107	166	93	138	238	85
YDL054C	395	837	565	395	521	361	344	403	250
YDL055C	6976	12179	9850	6093	7861	5625	7879	9213	5579
YDL056W	282	446	453	292	428	313	304	369	276
YDL057W	74	153	94	70	96	63	59	99	73
YDL058W	1159	1966	1705	830	1315	804	911	1214	792
YDL059C	178	447	308	217	248	181	245	310	177
YDL060W	917	1526	1291	753	1005	783	975	999	678
YDL061C	2235	4081	3556	2238	2613	2074	2848	3373	2289
YDL063C	489	679	750	376	511	430	605	495	366
YDL064W	181	363	289	201	255	165	201	268	177
YDL065C	277	410	360	169	293	236	303	316	214
YDL066W	5449	9628	8218	4566	6805	4809	5219	6353	4070
YDL067C	1005	1907	1707	1107	1652	1136	1431	1836	1099
YDL069C	63	157	161	101	121	82	103	124	122
YDL070W	671	1072	1083	590	764	587	612	786	475
YDL072C	647	995	825	445	657	533	589	753	548
YDL073W	327	539	482	220	433	265	349	463	268
YDL074C	623	1034	944	487	690	501	788	997	575
YDL075W	7663	14687	12762	6444	12193	6767	10146	13486	8258
YDL076C	89	138	164	96	142	88	98	149	121
YDL077C	245	454	404	250	321	206	331	353	246
YDL078C	1049	1971	1497	991	1412	1020	1227	1457	863
YDL079C	43	126	167	68	145	84	87	77	70
YDL080C	282	412	306	227	330	179	304	302	244
YDL081C	6020	10786	8703	5221	6729	5277	6891	8503	5983
YDL082W	8319	13596	11490	6749	7861	6895	8829	11720	7223
YDL083C	5577	9846	8496	4950	5738	5135	5846	8224	5069
YDL084W	4010	7083	5351	3170	4552	3182	4185	5157	3185
YDL085C-A	60	124	110	80	98	107	127	140	92
YDL085W	41	75	67	38	57	42	56	53	44
YDL086W	960	1567	1204	788	984	712	812	1011	658
YDL087C	113	167	121	101	143	83	140	151	86
YDL088C	347	584	466	255	392	248	340	374	277
YDL089W	113	173	126	87	108	91	105	165	92
YDL090C	213	292	325	159	238	145	292	359	198
YDL091C	163	315	360	144	239	214	236	262	146
YDL092W	366	556	498	245	398	325	439	530	348
YDL093W	240	399	361	223	296	199	330	244	196
YDL095W	2190	3880	3224	1839	2567	1760	2587	2845	2042
YDL097C	2356	4356	3800	2056	3042	2202	2171	2543	1783
YDL098C	139	240	130	81	126	112	126	91	101
YDL099W	287	537	506	253	379	243	408	435	230
YDL100C	2548	4461	4106	2013	3208	2202	2611	2978	2079
YDL101C	287	468	371	218	310	258	314	361	280
YDL102W	603	1041	956	474	573	426	556	676	462
YDL103C	348	652	513	351	466	335	464	639	295
YDL104C	112	220	195	95	106	120	143	160	93
YDL105W	88	104	77	39	51	55	77	96	74
YDL106C	221	476	459	195	239	216	296	299	180
YDL107W	218	368	317	194	281	183	223	243	186
YDL108W	154	292	244	135	215	104	197	257	174
YDL109C	92	168	136	49	107	48	81	99	49
YDL110C	412	690	700	401	691	390	479	611	361
YDL111C	420	797	694	393	534	359	438	465	339
YDL112W	1468	2369	2059	1125	1499	1076	1394	1571	1095
YDL113C	279	401	364	274	268	243	282	300	303
YDL114W	0	3	4	0	0	3	0	3	0
YDL115C	192	386	317	154	289	166	203	266	170
YDL116W	847	1472	1107	697	908	585	858	1069	622
YDL117W	608	1013	859	412	671	449	719	682	535
YDL119C	105	135	102	71	102	79	122	122	75
YDL120W	608	1101	986	447	723	606	690	846	627
YDL121C	399	680	587	321	519	316	508	598	386
YDL122W	754	1307	1116	622	959	590	997	1010	680
YDL123W	324	405	389	213	345	318	344	420	197
YDL124W	1065	1722	1681	834	1424	901	1314	1580	995
YDL125C	556	1094	919	578	886	640	670	729	448
YDL126C	10982	20148	16546	9249	13344	9501	9624	11296	7938
YDL127W	74	116	111	91	82	57	114	162	84
YDL128W	733	1341	1013	657	807	643	757	889	561
YDL129W	76	114	117	44	82	46	82	136	84
YDL130W	9705	14989	12784	7617	9723	7322	9777	11234	8413
YDL130W-A	209	370	390	181	325	304	333	448	199
YDL131W	9440	15869	13642	7451	10076	7120	7536	8974	6226
YDL132W	750	1510	1283	731	1060	708	748	1012	597
YDL133C-A	7218	14755	11498	7195	8203	7715	8791	11045	6691
YDL133W	83	220	142	125	150	118	118	167	100
YDL134C	801	1423	1278	786	1012	737	749	949	717
YDL135C	489	851	699	452	576	412	501	631	429
YDL136W	11128	18286	16665	8760	13511	9788	11992	14114	8680
YDL137W	2159	3932	3280	1875	2712	1897	2388	2537	1737
YDL138W	223	351	269	219	240	166	216	302	199
YDL139C	23	49	38	30	34	32	29	47	32
YDL140C	4575	8402	7176	4007	6016	3928	5082	6060	3782
YDL141W	505	975	895	563	717	471	593	686	404
YDL142C	159	228	178	109	145	83	141	163	98
YDL143W	2403	4434	3886	2083	3062	2253	2257	2670	1687
YDL144C	610	1210	833	574	756	611	650	831	429
YDL145C	3576	6651	5979	2905	4343	2967	3907	4744	3240
YDL146W	92	182	157	121	162	127	126	187	110
YDL147W	1124	1859	1692	876	1409	965	1610	1930	1414
YDL148C	870	1208	1103	562	791	564	760	848	628
YDL149W	178	354	298	189	226	161	191	324	161
YDL150W	289	562	498	259	393	270	323	429	252
YDL153C	528	826	767	326	583	406	540	733	463
YDL154W	70	109	132	84	102	48	79	113	68
YDL155W	543	668	633	345	580	368	502	553	443
YDL156W	180	288	218	114	198	128	139	163	99
YDL157C	271	459	323	227	319	235	308	313	274
YDL159W	186	354	194	137	178	142	185	216	142
YDL159W-A	16	25	29	22	44	5	19	15	30
YDL160C	787	1556	1102	785	1101	733	743	932	644
YDL160C-A	100	259	180	99	169	97	119	218	111
YDL161W	269	510	488	275	415	247	359	449	272
YDL164C	375	650	569	271	450	338	491	434	232
YDL165W	217	364	298	139	236	137	207	286	159
YDL166C	417	764	523	347	470	301	377	470	380
YDL167C	402	800	598	328	485	423	460	554	288
YDL168W	949	1681	1492	757	1183	735	736	817	614
YDL169C	75	98	70	53	63	31	59	74	23
YDL170W	368	602	656	350	495	365	313	444	303
YDL171C	11782	21453	18376	10034	14436	9562	12711	15079	10501
YDL173W	419	723	534	366	530	427	510	541	412
YDL174C	2987	5127	4407	2375	3635	2647	3716	4478	2836
YDL175C	91	241	144	94	144	87	121	130	115
YDL176W	148	319	195	127	141	125	175	196	170
YDL177C	45	80	57	40	59	58	48	42	32
YDL178W	675	1148	980	578	844	653	834	932	709
YDL179W	239	439	332	225	305	221	316	374	258
YDL180W	239	441	322	229	283	246	240	332	189
YDL181W	1086	2087	1817	1127	1528	1190	1124	1524	905
YDL182W	11187	18060	15606	8361	11448	8039	8404	10400	7218
YDL183C	53	129	89	51	72	60	60	115	56
YDL184C	5994	10364	8599	5720	6357	6411	6876	8955	5341
YDL185W	10774	19139	16491	9530	12844	8839	10837	12605	8351
YDL186W	0	0	0	0	0	0	0	1	0
YDL188C	849	1545	1521	938	1207	980	939	1019	827
YDL189W	377	639	626	388	576	363	455	446	334
YDL190C	703	1294	1159	610	875	553	742	873	596
YDL191W	12132	19602	17753	9248	14663	10301	13015	15069	9184
YDL192W	4586	6993	6375	3536	4956	3665	4428	5300	3331
YDL193W	237	378	260	146	237	192	273	390	254
YDL194W	187	353	296	166	274	190	206	227	130
YDL195W	3131	5586	4797	2695	3876	2694	2884	3352	2358
YDL197C	176	349	218	165	258	204	215	247	180
YDL198C	1268	2236	2065	1090	1553	1093	1184	1482	968
YDL199C	87	186	123	69	95	72	113	99	64
YDL200C	150	171	106	74	143	91	179	192	79
YDL201W	154	306	231	148	194	124	252	253	208
YDL202W	378	718	588	330	559	359	473	514	301
YDL203C	246	354	252	153	287	187	237	306	181
YDL204W	55	165	106	73	97	60	62	98	48
YDL205C	1023	1693	1582	855	1292	958	1185	1447	945
YDL206W	146	250	198	142	160	125	166	188	131
YDL207W	474	601	533	334	388	316	445	521	378
YDL208W	496	735	680	336	458	377	447	625	436
YDL209C	109	215	151	95	133	114	182	152	121
YDL210W	7	36	17	8	24	9	11	14	14
YDL211C	47	81	63	25	77	51	61	80	32
YDL212W	1041	1744	1530	835	1293	809	1041	1224	865
YDL213C	271	324	361	186	246	195	368	384	257
YDL214C	30	64	66	42	64	31	36	31	19
YDL215C	365	715	644	332	508	328	508	545	333
YDL216C	123	184	133	68	97	90	109	75	57
YDL217C	291	459	414	232	341	242	346	311	251
YDL218W	5	6	11	3	10	3	13	6	7
YDL219W	162	323	225	144	125	130	107	134	122
YDL220C	195	294	311	198	225	171	190	203	131
YDL222C	32	57	59	38	32	31	25	44	20
YDL223C	157	258	259	93	250	139	166	205	103
YDL224C	323	630	532	399	488	322	431	575	341
YDL225W	410	771	589	323	462	343	480	684	382
YDL226C	774	1586	1358	769	926	673	894	1038	664
YDL227C	812	1705	1289	737	1091	657	1156	1293	803
YDL229W	39522	67844	60290	31075	46612	30841	44597	52831	35339
YDL230W	127	251	200	110	197	125	142	170	152
YDL231C	392	627	518	287	533	357	492	500	329
YDL232W	341	501	549	329	355	223	381	434	270
YDL233W	158	303	205	176	189	139	184	149	117
YDL234C	275	559	552	355	486	294	350	373	289
YDL235C	282	592	500	371	434	319	388	413	211
YDL236W	1059	1920	1483	958	1344	864	872	1040	771
YDL237W	624	1033	1018	621	830	584	779	860	655
YDL238C	119	258	231	84	212	131	190	188	130
YDL239C	95	113	137	76	132	60	85	141	60
YDL240W	337	566	542	266	353	335	364	440	291
YDL241W	38	117	62	37	75	40	47	104	35
YDL243C	125	195	169	127	176	155	137	168	89
YDL244W	31	53	43	18	28	25	23	35	29
YDL245C	9	25	2	6	14	8	11	8	11
YDL246C	108	202	146	109	175	154	102	97	64
YDL247W	62	72	70	48	77	49	57	66	72
YDL248W	575	1042	872	487	676	447	599	729	550
YDR001C	657	1328	1136	730	988	762	768	993	586
YDR002W	1563	2610	2326	1213	1913	1531	1604	2215	1262
YDR003W	224	463	362	217	328	274	229	286	85
YDR003W-A	179	369	283	174	264	217	180	217	74
YDR004W	226	474	282	201	258	189	233	297	152
YDR005C	158	243	268	90	130	114	167	223	119
YDR006C	335	648	610	352	433	335	428	482	330
YDR007W	295	575	467	341	381	304	422	485	298
YDR009W	60	153	127	106	133	105	136	122	103
YDR011W	2222	4126	3198	1754	2686	1809	2371	2636	1740
YDR012W	17472	31091	26948	14823	19638	15389	20004	24339	16007
YDR013W	233	433	330	200	165	288	265	278	303
YDR014W	95	159	150	63	72	74	120	124	82
YDR014W-A	2	1	6	0	10	3	2	5	0
YDR016C	128	264	215	141	193	136	165	184	134
YDR017C	451	700	603	407	532	391	549	584	340
YDR018C	104	172	148	76	114	63	96	142	66
YDR019C	2123	3703	3056	1930	2449	1830	2403	2946	1720
YDR020C	143	205	204	124	175	109	150	150	59
YDR021W	97	186	169	99	110	97	102	153	51
YDR022C	604	837	849	421	609	621	626	841	509
YDR023W	2367	4039	3423	1846	2415	1768	2656	3745	2543
YDR025W	6990	12684	10648	6232	9372	6561	8038	10859	6225
YDR026C	285	553	412	217	388	216	343	330	305
YDR027C	443	807	573	327	536	367	387	541	346
YDR028C	1442	2772	2293	1276	2287	1338	1657	1989	1380
YDR030C	100	137	132	73	125	85	110	117	103
YDR031W	114	180	144	114	164	143	194	225	141
YDR032C	884	1768	1357	779	1293	865	870	813	660
YDR033W	2013	3453	2722	1745	2333	1665	3615	4187	2544
YDR034C	554	1140	868	569	783	576	683	878	555
YDR034C-A	359	560	451	328	335	327	895	975	650
YDR034W-B	15	28	29	13	33	8	23	28	29
YDR035W	1399	2402	2052	996	1681	1177	963	1062	684
YDR036C	112	217	169	114	120	107	136	190	94
YDR037W	1697	2691	2626	1234	1786	1396	1405	1988	1203
YDR038C	254	389	319	159	230	185	179	146	112
YDR039C	263	397	329	174	242	195	184	158	117
YDR040C	289	452	363	199	282	224	214	175	114
YDR041W	465	906	867	458	710	469	631	744	552
YDR042C	9	16	21	11	8	7	13	11	12
YDR043C	116	202	237	117	210	130	162	275	136
YDR044W	336	572	436	272	405	356	351	420	282
YDR045C	124	130	125	72	111	108	104	124	81
YDR046C	164	160	142	62	54	34	87	106	100
YDR047W	351	809	639	347	488	411	401	483	317
YDR049W	287	449	502	222	357	250	312	384	264
YDR050C	18323	30987	26236	14504	18131	14383	17713	22210	14084
YDR051C	279	530	420	243	420	312	291	396	246
YDR052C	310	462	475	276	320	233	301	467	289
YDR054C	637	989	841	490	706	436	651	780	482
YDR055W	778	1311	1101	631	715	535	754	948	631
YDR056C	172	493	359	225	356	214	269	287	148
YDR057W	271	454	380	185	329	182	241	267	177
YDR058C	55	167	129	67	93	106	85	105	76
YDR059C	172	313	284	139	231	165	127	185	139
YDR060W	1579	2430	2222	1153	1693	1139	1705	1946	1318
YDR061W	655	1024	932	568	692	540	712	815	538
YDR062W	1714	2868	2644	1314	2002	1475	1729	2177	1409
YDR063W	267	417	356	236	283	223	259	312	192
YDR064W	11819	19686	16951	10144	12257	9749	13200	16093	10623
YDR065W	65	163	119	82	83	100	80	127	80
YDR066C	32	60	48	19	37	20	23	40	27
YDR067C	104	164	143	94	102	117	133	136	73
YDR068W	254	443	302	198	345	179	266	314	232
YDR069C	194	317	217	146	260	156	236	238	140
YDR070C	9	17	10	18	20	16	29	17	6
YDR071C	399	726	614	348	307	356	406	418	318
YDR072C	533	942	788	414	512	451	526	578	389
YDR073W	144	242	179	121	152	98	130	163	82
YDR074W	959	1667	1481	963	1326	952	1034	1332	711
YDR075W	273	466	393	255	348	274	327	372	183
YDR076W	97	156	150	75	107	71	66	124	55
YDR077W	1114	1780	1553	888	1323	733	1754	1923	1144
YDR078C	67	147	132	97	87	66	107	126	77
YDR079C-A	55	138	97	59	96	70	68	118	83
YDR079W	106	192	145	72	126	80	139	213	92
YDR080W	313	573	499	255	395	241	329	392	196
YDR081C	382	632	546	319	478	302	328	341	222
YDR082W	160	171	180	112	171	145	134	152	98
YDR083W	322	457	414	209	338	301	389	438	311
YDR084C	363	533	546	327	435	211	375	335	239
YDR085C	97	150	156	78	159	79	148	194	122
YDR086C	902	1609	1277	935	1057	725	1069	1222	764
YDR087C	416	654	568	318	480	283	409	570	331
YDR088C	140	249	242	152	209	130	182	220	154
YDR089W	436	698	663	379	530	290	441	555	340
YDR090C	244	371	353	208	238	164	245	269	161
YDR091C	1709	3104	2389	1401	1880	1278	1754	1897	1354
YDR092W	287	516	407	220	313	185	259	319	227
YDR093W	1168	2061	1873	923	1495	951	1507	1620	1217
YDR096W	477	862	680	402	617	436	482	676	463
YDR097C	758	1122	1187	519	901	558	865	1005	709
YDR098C	648	1085	948	547	668	449	704	851	686
YDR099W	2727	4292	3907	2009	2747	1989	2579	2804	2080
YDR100W	269	402	288	217	277	206	193	236	162
YDR101C	1199	2093	1739	1087	1254	930	1430	1536	1147
YDR103W	236	464	317	179	359	230	306	352	133
YDR104C	236	403	395	194	264	209	245	256	175
YDR105C	387	769	596	318	434	334	351	413	313
YDR106W	8	18	15	2	6	8	11	22	5
YDR107C	334	533	412	277	349	225	317	297	225
YDR108W	145	353	299	173	229	162	161	198	125
YDR109C	319	486	386	230	294	247	278	337	216
YDR110W	247	469	421	235	348	267	331	288	194
YDR111C	215	329	292	163	208	157	179	225	137
YDR113C	192	179	226	81	176	134	180	268	158
YDR114C	0	0	1	4	0	5	0	4	0
YDR115W	226	375	351	254	260	188	248	315	236
YDR116C	145	322	158	113	190	192	176	182	170
YDR117C	320	453	444	239	268	261	358	361	219
YDR118W	139	280	234	143	220	124	201	194	149
YDR119W	997	1698	1427	901	1239	838	877	1036	669
YDR119W-A	97	265	172	139	236	124	74	122	76
YDR120C	679	1124	1015	572	685	612	668	853	545
