,ORF,WT_glycerol_RNA,WT_glycerol_Ribo
5486,YAL025C,1252.0,758.0
5487,YBL014C,371.0,129.0
5488,YOR016C,1191.0,824.0
5489,YDL217C,910.0,1372.0
5490,YDR313C,529.0,1510.0
5491,YIL047C,884.0,516.0
5492,YNL153C,1697.0,629.0
5493,YBR214W,693.0,3720.0
5494,YNR064C,4.0,21.0
5495,YMR224C,464.0,510.0
5496,YBR249C,2938.0,7302.0
5497,YLR392C,735.0,526.0
5498,YNL102W,1572.0,2149.0
5499,YMR234W,445.0,185.0
5500,YOL086W-A,2383.0,458.0
5501,YBR084W,1301.0,2208.0
5502,YDL131W,986.0,3537.0
5503,YNL081C,3564.0,3042.0
5504,YPL267W,2578.0,1104.0
5505,YOR229W,509.0,1119.0
5506,YEL024W,2152.0,30565.0
5507,YOL017W,764.0,676.0
5508,YDR006C,1508.0,2732.0
5509,YOR083W,50.0,462.0
5510,YDR023W,4889.0,10091.0
5511,YNL294C,794.0,300.0
5512,YBR272C,577.0,785.0
5513,YDR298C,10636.0,27479.0
5514,YDR011W,1127.0,2596.0
5515,YCL043C,8521.0,18135.0
5516,YPR097W,836.0,1103.0
5517,YOL151W,1103.0,999.0
5518,YHR131C,159.0,337.0
5519,YCR009C,2030.0,2892.0
5520,YDR118W,566.0,351.0
5521,YMR169C,342.0,127.0
5522,YLR118C,1511.0,1040.0
5523,YER006W,1959.0,1761.0
5524,YPR051W,1342.0,454.0
5525,YLL034C,525.0,400.0
5526,YMR251W-A,21584.0,10245.0
5527,YLR036C,908.0,245.0
5528,YDL189W,681.0,702.0
5529,YDL123W,28.0,401.0
5530,YMR087W,1078.0,374.0
5531,YNL236W,1080.0,753.0
5532,YOR287C,1698.0,619.0
5533,YJR105W,4316.0,6377.0
5534,YDL072C,4477.0,1526.0
5535,YDL005C,1014.0,1255.0
5536,YMR212C,1046.0,718.0
5537,YNL313C,848.0,1027.0
5538,YJL196C,2127.0,1776.0
5539,YLR058C,1286.0,4733.0
5540,YOR247W,845.0,3004.0
5541,YGR292W,13.0,3.0
5542,YEL006W,436.0,327.0
5543,YGR243W,10955.0,9327.0
5544,YDR506C,121.0,316.0
5545,YCR024C-B,2367.0,16.0
5546,YPL249C,781.0,1434.0
5547,YDL109C,90.0,61.0
5548,YKL165C,605.0,1098.0
5549,YKL112W,1387.0,2669.0
5550,YML095C,321.0,545.0
5551,YOR117W,2716.0,6266.0
5552,YMR025W,1004.0,331.0
5553,YLR206W,677.0,2214.0
5554,YPR139C,1416.0,589.0
5555,YNL185C,3254.0,3097.0
5556,YCR067C,1107.0,1975.0
5557,YMR147W,437.0,1047.0
5558,YCR089W,140.0,23.0
5559,YPR117W,902.0,190.0
5560,YHR086W,162.0,1752.0
5561,YBR015C,1318.0,2162.0
5562,YPL013C,6068.0,2678.0
