ORF,WT_Ribo,ncs2_Ribo,uba4_Ribo,ncs2_RNA,uba4_RNA,WT_RNA
YDL039C,0,1,0,917,573,879
YDL040C,541,467,621,4904,3174,3618
YDL042C,125,107,115,1178,670,854
YDL043C,69,66,113,470,333,413
YDL044C,127,118,119,962,664,790
YDL045C,83,82,174,850,663,592
YDL045W-A,137,96,152,758,562,639
YDL046W,472,481,743,3720,2491,2377
YDL047W,424,436,551,3475,2463,2849
YDL048C,108,40,115,522,302,373
YDL049C,63,32,62,524,385,554
YDL051W,326,283,369,3379,2105,2935
YDL052C,316,227,313,2001,1437,1934
YDL053C,50,47,82,512,366,461
YDL054C,199,334,368,1797,1277,997
YDL055C,3790,3125,4379,29005,19579,22671
YDL056W,72,83,101,1181,1033,949
YDL057W,46,29,85,321,229,231
YDL058W,269,357,475,4830,2949,2917
YDL059C,118,67,147,933,646,732
YDL060W,355,431,489,3734,2541,2652
YDL061C,1183,718,1209,9872,6925,8510
YDL063C,152,170,224,1918,1317,1466
YDL064W,96,77,123,833,621,646
YDL065C,171,182,198,1047,698,833
YDL066W,3175,3286,4611,23295,16180,15642
YDL067C,636,506,637,4619,3895,4366
YDL069C,11,12,33,381,304,349
YDL070W,149,176,235,2826,1941,1873
YDL072C,316,314,479,2467,1635,1890
YDL073W,61,57,99,1348,918,1080
YDL074C,244,178,230,2601,1678,2360
YDL075W,2946,2089,3562,35112,25404,31890
YDL076C,42,29,45,391,326,368
YDL077C,89,87,129,1103,777,930
YDL078C,741,839,1252,4517,3423,3547
YDL079C,11,13,40,336,297,234
YDL080C,76,62,84,1000,736,850
YDL081C,3329,2064,3242,25509,17227,21377
YDL082W,6963,5741,7483,33405,21505,27772
YDL083C,3491,2500,3292,23919,15823,19139
YDL084W,1683,1506,2275,16444,10904,12527
YDL085C-A,47,23,54,294,285,359
YDL085W,7,6,17,183,137,153
YDL086W,477,526,747,3731,2484,2481
YDL087C,32,18,34,401,327,377
YDL088C,118,159,183,1397,895,991
YDL089W,36,38,69,412,286,362
YDL090C,88,59,109,830,542,849
YDL091C,108,104,144,838,597,644
YDL092W,122,115,185,1420,968,1317
YDL093W,99,82,118,1000,718,770
YDL095W,1187,1075,1350,9294,6166,7474
YDL097C,1118,1270,1993,10512,7300,6497
YDL098C,30,26,34,509,319,318
YDL099W,216,177,215,1330,875,1073
YDL100C,1916,1752,2754,11115,7423,7668
YDL101C,132,154,177,1126,786,955
YDL102W,165,211,276,2600,1473,1694
YDL103C,316,242,320,1513,1152,1398
YDL104C,43,50,81,527,321,396
YDL105W,19,6,17,269,145,247
YDL106C,127,115,145,1156,650,775
YDL107W,84,70,126,903,658,652
YDL108W,103,49,100,690,454,628
YDL109C,5,4,1,396,204,229
YDL110C,398,359,581,1802,1482,1451
YDL111C,176,191,254,1911,1286,1242
YDL112W,574,503,647,5896,3700,4060
YDL113C,44,63,73,1044,785,885
YDL114W,0,0,0,7,3,3
YDL115C,84,81,147,895,609,639
YDL116W,302,324,383,3426,2190,2549
YDL117W,168,137,207,2480,1532,1936
YDL119C,14,31,33,342,252,319
YDL120W,248,233,330,2695,1776,2163
YDL121C,313,277,327,1666,1156,1492
YDL122W,365,246,427,3177,2171,2687
YDL123W,94,91,164,1118,876,961
YDL124W,694,490,639,4468,3159,3889
YDL125C,757,839,1449,2569,2104,1847
YDL126C,5631,5896,7634,47676,32094,28858
YDL127W,30,29,50,301,230,360
YDL128W,591,549,697,3087,2107,2207
YDL129W,35,20,23,307,172,302
YDL130W,6144,4879,6745,37478,24662,29424
YDL130W-A,159,90,163,969,810,980
YDL131W,5052,5594,6856,38951,24647,22736
YDL132W,334,312,490,3543,2499,2357
YDL133C-A,2780,3727,5525,33471,23113,26527
YDL133W,29,37,35,445,393,385
YDL134C,305,312,492,3502,2535,2415
YDL135C,222,246,287,2039,1440,1561
YDL136W,5337,4811,6816,46079,32059,34786
YDL137W,1138,1141,1674,9371,6484,6662
YDL138W,25,33,41,843,625,717
YDL139C,11,39,28,110,96,108
YDL140C,1541,1507,2057,20153,13951,14924
YDL141W,264,231,296,2375,1751,1683
YDL142C,56,64,66,565,337,402
YDL143W,1109,1238,1587,10723,7398,6614
YDL144C,221,229,355,2653,1941,1910
YDL145C,1564,1663,1985,16206,10215,11891
YDL146W,31,22,49,431,410,423
YDL147W,651,421,621,4675,3250,4954
YDL148C,221,324,342,3181,1917,2236
YDL149W,57,75,89,830,576,676
YDL150W,161,172,233,1349,922,1004
YDL153C,266,237,301,2121,1315,1736
YDL154W,4,1,1,311,234,260
YDL155W,127,116,146,1844,1293,1498
YDL156W,46,61,86,686,440,401
YDL157C,115,74,138,1053,781,895
YDL159W,70,69,101,734,457,543
YDL159W-A,1,0,3,70,71,64
YDL160C,352,441,733,3445,2619,2319
YDL160C-A,75,68,82,539,365,448
YDL161W,191,171,219,1267,937,1080
YDL164C,192,172,213,1594,1059,1157
YDL165W,94,117,137,879,512,652
YDL166C,183,187,246,1704,1118,1227
YDL167C,148,149,188,1800,1236,1302
YDL168W,556,658,872,4122,2675,2167
YDL169C,24,32,52,243,147,156
YDL170W,87,118,135,1626,1210,1060
YDL171C,5581,4854,6171,51611,34032,38291
YDL173W,146,129,177,1676,1323,1463
YDL174C,2354,1797,2452,12521,8657,11030
YDL175C,46,41,91,476,325,366
YDL176W,39,23,41,662,393,541
YDL177C,11,9,15,182,157,122
YDL178W,458,316,552,2803,2075,2475
YDL179W,128,133,163,1010,751,948
YDL180W,104,109,166,1002,758,761
YDL181W,490,426,678,4990,3845,3553
YDL182W,6087,6607,7793,44853,27848,26022
YDL183C,50,41,44,271,183,231
YDL184C,2283,2337,3805,24957,18488,21172
YDL185W,5034,5154,6944,46404,31213,31793
YDL186W,0,1,0,0,0,1
YDL188C,408,402,590,3915,3125,2785
YDL189W,89,107,158,1642,1327,1235
YDL190C,303,337,479,3156,2038,2211
YDL191W,5471,5084,7489,49487,34212,37268
YDL192W,2410,2166,2984,17954,12157,13059
YDL193W,157,89,136,875,575,917
YDL194W,33,38,32,836,630,563
YDL195W,1102,1399,1795,13514,9265,8594
YDL197C,23,37,23,743,627,642
YDL198C,759,817,1029,5569,3736,3634
YDL199C,35,33,37,396,236,276
YDL200C,44,21,31,427,308,450
YDL201W,124,68,107,691,466,713
YDL202W,287,214,440,1684,1248,1288
YDL203C,66,45,61,852,627,724
YDL204W,26,15,11,326,230,208
YDL205C,411,359,491,4298,3105,3577
YDL206W,29,20,18,594,427,485
YDL207W,89,74,80,1608,1038,1344
YDL208W,161,181,268,1911,1171,1508
YDL209C,42,31,57,475,342,455
YDL210W,7,5,10,60,41,39
YDL211C,12,9,9,191,153,173
YDL212W,726,587,843,4315,2937,3130
YDL213C,186,113,145,956,627,1009
YDL214C,8,10,19,160,137,86
YDL215C,167,160,212,1724,1168,1386
YDL216C,23,37,47,440,255,241
YDL217C,97,81,147,1164,815,908
YDL218W,0,0,1,22,16,26
YDL219W,34,33,50,710,399,363
YDL220C,49,47,72,800,594,524
YDL222C,2,4,4,148,101,89
YDL223C,15,19,14,674,482,474
YDL224C,126,129,159,1485,1209,1347
YDL225W,337,275,340,1770,1128,1546
YDL226C,423,423,595,3718,2368,2596
YDL227C,1007,777,993,3806,2485,3252
YDL229W,30687,22907,29785,167656,108528,132767
YDL230W,68,56,91,578,432,464
YDL231C,14,12,12,1537,1177,1321
YDL232W,24,16,34,1391,907,1085
YDL233W,67,63,87,666,504,450
YDL234C,130,105,180,1386,1135,1012
YDL235C,136,99,158,1374,1124,1012
YDL236W,504,545,750,4462,3166,2683
YDL237W,311,255,356,2675,2035,2294
YDL238C,34,26,39,608,427,508
YDL239C,8,5,1,345,268,286
YDL240W,72,77,111,1445,954,1095
YDL241W,19,17,24,217,152,186
YDL243C,8,27,43,489,458,394
YDL244W,12,27,12,127,71,87
YDL245C,1,2,3,36,28,30
YDL246C,6,7,4,456,438,263
YDL247W,6,11,12,204,174,195
YDL248W,266,216,299,2489,1610,1878
YDR001C,335,373,512,3121,2480,2347
YDR002W,1806,1499,2082,6499,4657,5081
YDR003W,66,84,136,1049,819,600
YDR003W-A,48,69,88,831,655,471
YDR004W,32,28,43,982,648,682
YDR005C,72,65,79,669,334,509
YDR006C,87,78,134,1593,1120,1240
YDR007W,158,122,253,1337,1026,1205
YDR009W,46,41,57,340,344,361
YDR011W,666,741,1031,9546,6249,6747
YDR012W,12350,10527,14326,75511,49850,60350
YDR013W,114,117,142,996,653,846
YDR014W,35,31,52,404,209,326
YDR014W-A,0,0,1,9,13,7
YDR016C,51,28,38,607,470,483
YDR017C,145,139,183,1754,1330,1473
YDR018C,10,4,16,424,253,304
YDR019C,1547,1121,1676,8882,6209,7069
YDR020C,75,76,125,552,408,359
YDR021W,60,50,70,452,306,306
YDR022C,28,15,32,2290,1651,1976
YDR023W,1998,1500,2102,9829,6029,8944
YDR025W,4065,3122,4346,30322,22165,25122
YDR026C,49,65,72,1250,821,978
YDR027C,115,88,151,1823,1230,1274
YDR028C,360,360,471,6507,4901,5026
YDR030C,30,26,48,369,283,330
YDR031W,96,34,96,438,421,560
YDR032C,745,808,1359,4009,2937,2343
YDR033W,3042,1528,2167,8188,5743,10346
YDR034C,62,59,68,2562,1928,2116
YDR034C-A,2,2,5,1370,990,2520
YDR034W-B,2,7,8,72,54,80
YDR035W,525,654,921,5853,3854,2709
YDR036C,97,114,169,498,341,420
YDR037W,908,1142,1345,7014,4416,4596
YDR038C,41,66,71,962,574,437
YDR039C,46,72,79,989,611,459
YDR040C,54,78,83,1104,705,503
YDR041W,336,210,369,2238,1637,1927
YDR042C,3,2,3,46,26,36
YDR043C,91,57,109,555,457,573
YDR044W,253,210,301,1344,1033,1053
YDR045C,23,37,29,379,291,309
YDR046C,33,58,22,466,150,293
YDR047W,289,251,356,1799,1246,1201
YDR049W,94,100,138,1238,829,960
YDR050C,15927,14398,16541,75546,47018,54007
YDR051C,183,145,232,1229,975,933
YDR052C,78,68,91,1247,829,1057
YDR054C,347,413,465,2467,1632,1913
YDR055W,498,446,585,3190,1881,2333
YDR056C,129,122,202,1024,795,704
YDR057W,103,112,163,1105,696,685
YDR058C,59,39,55,351,266,266
YDR059C,52,74,114,769,535,451
YDR060W,544,503,660,6231,3985,4969
YDR061W,287,354,431,2611,1800,2065
YDR062W,750,662,834,7226,4791,5315
YDR063W,63,69,81,1040,742,763
YDR064W,5520,6081,8134,48456,32150,39916
YDR065W,31,25,29,347,265,287
YDR066C,7,16,20,140,76,90
YDR067C,44,21,52,411,313,342
YDR068W,100,91,130,999,722,812
YDR069C,36,58,74,728,562,614
YDR070C,3,4,6,36,54,52
YDR071C,397,331,468,1739,1011,1142
YDR072C,247,270,379,2263,1377,1493
YDR073W,34,28,49,565,371,375
YDR074W,482,493,743,4107,3241,3077
YDR075W,132,133,193,1132,877,882
YDR076W,12,16,24,403,253,245
YDR077W,1979,1118,1618,4447,2944,4821
YDR078C,27,31,34,346,250,310
YDR079C-A,24,11,24,290,225,269
YDR079W,122,81,127,443,278,444
YDR080W,119,165,196,1385,891,917
YDR081C,151,156,225,1560,1099,891
YDR082W,8,1,15,511,428,384
YDR083W,148,133,183,1193,848,1138
YDR084C,156,178,218,1442,973,949
YDR085C,27,11,22,403,316,464
YDR086C,289,270,384,3788,2717,3055
YDR087C,263,199,308,1638,1081,1310
YDR088C,70,79,69,631,491,556
YDR089W,147,196,240,1797,1199,1336
YDR090C,114,135,210,968,610,675
YDR091C,1339,1046,1549,7202,4559,5005
YDR092W,214,198,334,1210,718,805
YDR093W,330,294,350,5102,3369,4344
YDR096W,171,166,208,2019,1455,1621
YDR097C,343,372,402,3067,1978,2579
YDR098C,395,316,397,2681,1664,2241
YDR099W,1769,1651,2399,10926,6745,7463
YDR100W,126,207,223,959,700,591
YDR101C,889,798,925,5031,3271,4113
YDR103W,82,78,103,1017,768,791
YDR104C,62,53,82,1034,667,676
YDR105C,219,218,334,1752,1086,1077
YDR106W,12,5,7,41,16,38
YDR107C,86,98,161,1279,851,839
YDR108W,105,127,121,797,564,484
YDR109C,49,56,97,1191,771,831
YDR110W,90,101,130,1137,850,813
YDR111C,43,85,90,836,528,541
YDR113C,172,149,194,597,391,606
YDR114C,0,0,0,1,9,4
YDR115W,110,85,94,952,702,799
YDR116C,104,85,134,625,495,528
YDR117C,137,116,154,1217,768,938
YDR118W,50,45,64,653,487,544
YDR119W,336,479,547,4122,2978,2582
YDR119W-A,58,65,109,534,499,272
YDR120C,348,339,416,2818,1869,2066
YDR121W,68,60,85,610,387,538
YDR122W,162,144,206,1986,1485,1721
YDR123C,37,35,51,723,377,613
YDR124W,4,1,5,68,48,44
YDR125C,6,7,16,156,121,102
YDR126W,40,25,34,769,404,544
YDR127W,2518,2296,2951,22155,14234,16631
YDR128W,101,116,140,2611,1714,1899
YDR129C,1243,1631,2089,10135,6718,5327
YDR130C,33,40,63,488,393,380
YDR131C,30,17,23,303,256,294
YDR132C,46,64,97,520,341,297
YDR135C,876,1177,1550,15073,10233,8154
YDR137W,67,72,87,970,685,720
YDR138W,120,122,180,1189,779,670
YDR139C,147,145,168,1014,693,829
YDR140W,78,79,88,895,673,700
YDR141C,323,297,414,4124,3072,3208
YDR142C,69,73,97,1001,682,725
YDR143C,122,122,146,1217,910,912
YDR144C,159,160,163,1464,918,1123
YDR145W,157,135,217,1378,1016,1313
YDR146C,127,135,229,1826,1440,1410
YDR147W,127,137,172,1173,719,790
YDR148C,1125,1242,1974,10110,7537,6690
YDR150W,2211,1686,2518,34165,24547,27520
YDR151C,67,37,102,605,506,471
YDR152W,171,137,208,1488,1136,1445
YDR153C,215,153,254,1074,761,888
YDR155C,8311,6643,9647,28298,18638,21820
YDR156W,1183,1198,1051,1136,828,821
YDR158W,2458,2611,3377,20439,12816,12502
YDR159W,85,91,139,1908,1386,1384
YDR160W,13,18,20,652,359,384
YDR161W,162,129,176,1522,913,1119
YDR162C,29,44,53,268,225,192
YDR163W,17,14,38,276,188,268
YDR164C,230,239,284,1745,1197,1266
YDR165W,336,261,382,2317,1459,1786
YDR166C,117,91,153,1141,869,908
YDR167W,187,191,279,1672,1299,1111
YDR168W,440,418,733,2891,1979,2069
YDR169C,86,74,98,1049,691,880
YDR169C-A,0,0,0,33,7,26
YDR170C,860,598,903,12817,8960,10997
YDR171W,201,170,248,985,673,847
YDR172W,1256,1348,1905,11288,7202,7849
YDR173C,28,28,40,387,304,309
YDR174W,592,630,896,6165,4039,4359
YDR175C,336,277,428,2238,1573,1730
YDR176W,95,81,110,1363,912,1025
YDR177W,381,355,560,2310,1840,1627
YDR178W,719,531,882,4249,3776,3888
YDR179C,20,8,17,146,98,118
YDR179W-A,13,14,20,266,152,189
YDR180W,108,88,151,1541,1024,1188
YDR181C,40,44,74,599,441,497
YDR182W,219,233,294,2270,1576,1778
YDR182W-A,11,19,23,376,241,212
YDR183W,29,37,58,530,404,405
YDR184C,82,93,106,767,554,625
YDR185C,4,12,6,96,71,63
YDR186C,93,112,187,2288,1715,1677
YDR188W,1870,2001,2750,18613,12417,11730
YDR189W,263,258,284,1798,1138,1663
YDR190C,559,497,810,2973,1976,2358
YDR191W,38,33,51,307,187,268
YDR192C,59,50,81,572,378,399
YDR194C,1354,1129,1430,9811,7162,8090
YDR194W-A,0,0,0,124,85,85
YDR195W,107,98,129,869,620,760
YDR196C,59,71,93,850,649,913
YDR197W,44,55,93,728,537,578
YDR198C,86,52,92,718,462,492
YDR200C,72,58,64,1061,728,946
YDR201W,85,63,78,810,493,587
YDR202C,54,33,58,399,332,332
YDR204W,78,74,135,686,554,639
YDR205W,119,101,120,1070,882,632
YDR206W,76,78,139,2043,1497,1671
YDR207C,75,67,105,1069,726,892
YDR208W,234,205,266,2729,1715,1905
YDR210W,36,27,46,2955,1898,2204
YDR211W,527,675,915,7232,4977,4244
YDR212W,1709,1989,2611,11395,7256,7241
YDR213W,56,40,42,788,497,745
YDR214W,594,592,947,5894,4457,4784
YDR216W,273,297,380,4314,3061,2812
YDR217C,105,140,158,2022,1324,1424
YDR218C,4,0,1,16,12,22
YDR219C,94,70,108,1048,656,771
YDR221W,205,168,204,2278,1487,1957
YDR222W,16,7,7,337,193,256
YDR223W,3,1,3,47,28,41
YDR224C,1494,1811,2288,11365,7236,7417
YDR225W,463,443,741,5897,4109,3433
YDR226W,4753,3568,4624,16377,11031,13360
YDR227W,73,60,116,1474,1012,1169
YDR228C,68,60,90,814,620,608
YDR229W,131,120,129,958,613,702
YDR231C,168,172,271,1653,1120,1129
YDR232W,1039,833,1103,7958,5308,6635
YDR233C,1683,1459,1944,8189,5199,6086
YDR234W,2186,2109,2691,16119,10159,10741
YDR235W,48,48,47,535,352,430
YDR236C,49,38,49,377,328,371
YDR237W,326,252,395,2144,1548,1766
YDR238C,1215,1007,1487,9021,5905,7027
YDR239C,60,74,112,1378,732,896
YDR240C,46,25,57,447,267,359
YDR242W,11,9,11,325,231,301
YDR243C,39,58,61,679,453,499
YDR244W,184,142,239,1478,1090,1207
YDR245W,325,302,539,3199,2257,2118
YDR246W,90,91,141,711,532,537
YDR246W-A,5,12,16,148,104,55
YDR247W,62,54,63,615,511,538
YDR248C,119,73,96,721,555,1043
YDR249C,7,21,24,406,227,299
YDR251W,174,128,203,1830,1349,1740
YDR252W,37,65,61,243,198,168
YDR253C,15,20,53,575,369,567
YDR254W,34,36,51,635,464,424
YDR255C,24,22,35,438,295,412
YDR256C,3,8,15,136,134,106
YDR257C,99,111,160,1237,831,886
YDR258C,563,743,1086,5539,3845,2745
YDR259C,18,9,19,156,139,202
YDR260C,46,67,69,1131,817,782
YDR261C,116,101,147,1972,1318,1581
YDR262W,195,170,196,3632,2255,2082
YDR263C,7,1,2,199,167,125
YDR264C,341,395,534,4811,3561,3381
YDR265W,41,44,51,532,375,397
YDR266C,140,122,127,1712,1016,1312
YDR267C,169,172,231,1420,1078,1112
YDR268W,239,179,216,981,654,933
YDR270W,140,170,221,1418,1104,895
YDR272W,342,331,465,1807,1308,1338
YDR273W,6,4,6,131,105,97
YDR275W,9,17,13,444,230,292
YDR276C,914,589,873,4434,3015,2991
YDR277C,158,126,245,2045,1695,1755
YDR279W,67,41,59,584,397,558
YDR280W,146,129,179,1516,953,1220
YDR281C,16,3,8,156,116,404
YDR282C,67,70,92,826,582,658
YDR283C,162,155,223,3436,2111,2344
YDR284C,360,442,581,2177,1528,1286
YDR285W,11,6,18,235,104,146
YDR286C,20,27,30,236,161,173
YDR287W,51,43,57,381,365,318
YDR288W,47,59,65,530,386,467
YDR289C,86,59,82,436,402,431
YDR291W,74,74,104,1529,1184,1215
YDR292C,335,322,380,2970,2037,2420
YDR293C,539,572,721,8697,5949,6431
YDR294C,473,467,716,4121,2792,2620
YDR295C,170,161,197,1420,864,1176
YDR296W,502,440,593,2908,2034,2261
YDR297W,293,242,329,1824,1368,1839
YDR298C,2202,1991,2850,14448,10682,11721
YDR299W,202,189,257,1734,1149,1347
YDR300C,295,294,420,1964,1488,1532
YDR301W,172,170,231,2383,1816,1702
YDR302W,96,82,132,902,722,587
YDR303C,183,170,239,2396,1523,1882
YDR304C,851,736,1004,4992,3409,4048
YDR305C,180,141,211,979,568,706
YDR306C,34,47,66,630,414,401
YDR307W,222,235,287,1187,888,857
YDR308C,98,88,151,787,503,566
YDR309C,135,107,187,1828,1060,1467
YDR310C,201,181,195,3367,2224,2678
YDR311W,81,73,109,698,426,519
YDR312W,203,123,209,2081,1485,1884
YDR313C,54,58,88,897,707,732
YDR314C,9,15,20,851,592,561
YDR315C,16,13,20,452,223,309
YDR316W,231,166,256,2365,1427,1617
YDR317W,11,6,17,74,41,82
YDR318W,28,32,39,363,224,243
YDR319C,20,20,25,378,270,301
YDR320C,120,98,159,1038,646,658
YDR320C-A,14,24,36,500,311,353
YDR321W,472,408,580,3330,2264,2282
YDR322C-A,260,277,446,4704,4062,3764
YDR322W,295,321,458,2515,1873,1888
YDR323C,76,55,90,1820,1405,1293
YDR324C,438,434,506,3607,2389,2645
YDR325W,181,166,236,2607,1766,1682
YDR326C,172,192,247,2985,1987,2443
YDR328C,566,540,646,2430,1887,2436
YDR329C,160,170,243,1603,1200,1185
YDR330W,185,191,331,1236,972,972
YDR331W,227,252,350,2020,1457,1364
YDR332W,22,18,33,459,323,401
YDR333C,156,173,271,2599,1731,1937
YDR334W,87,116,192,3898,2880,2709
YDR335W,515,621,777,7009,4613,4791
YDR336W,19,14,18,606,368,476
YDR337W,251,223,327,2218,1507,1722
YDR338C,125,101,129,889,658,723
YDR339C,218,188,297,1224,808,1024
YDR341C,1033,942,1298,7493,4795,5310
YDR342C,21964,20512,36178,140609,117124,96568
YDR343C,21587,20161,35449,138354,114842,95058
YDR345C,5561,5845,8629,31894,23373,21061
YDR346C,697,623,825,5678,3977,4350
YDR347W,354,309,417,4041,2909,3804
YDR348C,115,102,153,1321,1066,1262
YDR349C,158,119,160,2093,1397,1850
YDR350C,51,34,39,680,506,568
YDR351W,103,93,154,1473,992,1140
YDR352W,128,161,197,849,717,675
YDR353W,1214,1019,1486,6232,4193,4860
YDR354W,440,535,722,3433,2406,1977
YDR356W,177,131,180,1940,1228,1468
YDR357C,11,12,44,694,507,708
YDR358W,124,88,125,638,451,647
YDR359C,96,84,104,2096,1568,1919
YDR361C,253,215,256,1702,1222,967
YDR362C,82,88,117,1019,680,716
YDR363W,11,25,30,671,377,453
YDR363W-A,270,229,387,3025,2146,2562
YDR364C,46,46,56,949,665,688
YDR365C,226,350,473,2913,1913,2312
YDR366C,0,3,2,641,588,601
YDR367W,98,85,138,822,556,657
YDR368W,301,433,719,2214,1589,1094
YDR369C,73,40,52,683,515,526
YDR370C,41,17,50,566,393,537
YDR371W,58,50,73,840,579,678
YDR372C,275,290,392,3721,2609,2554
YDR373W,122,112,170,1504,1029,1124
YDR374C,7,1,1,12,15,13
YDR374W-A,37,41,46,338,222,299
YDR375C,275,178,326,1760,1444,1593
YDR376W,166,137,161,1698,1283,1247
YDR377W,218,260,430,4250,3623,3273
YDR378C,39,20,27,1119,783,850
YDR379C-A,6,6,13,46,49,64
YDR379W,77,80,98,1189,765,918
YDR380W,10,3,8,24,7,20
YDR381C-A,16,11,31,273,204,211
YDR381W,549,502,632,3931,2911,3002
YDR382W,7195,4531,6555,37562,25609,31353
YDR383C,17,10,10,128,115,140
YDR384C,170,109,144,861,587,806
YDR385W,42766,34202,43664,272881,179688,213597
YDR386W,35,20,40,875,619,714
YDR387C,27,12,25,515,397,465
YDR388W,585,548,797,5085,3407,4126
YDR389W,142,129,147,1797,1288,1530
YDR390C,187,228,301,2154,1479,1287
YDR391C,12,19,32,211,184,201
YDR392W,84,80,138,784,598,763
YDR393W,149,114,183,1666,1200,1535
YDR394W,1751,2133,2613,11511,7685,6408
YDR395W,475,429,635,4339,2807,2825
YDR397C,214,174,229,1266,956,1395
YDR398W,425,394,533,3120,2066,2355
YDR399W,1412,1224,1602,8860,5836,7296
YDR400W,131,131,181,1260,773,987
YDR402C,0,0,1,3,15,11
YDR403W,4,11,5,162,87,120
YDR404C,96,72,114,1569,1139,1443
YDR405W,434,443,620,2519,1895,2029
YDR406W,175,151,313,2546,2276,1999
YDR407C,139,155,209,3222,2244,2710
YDR408C,715,538,650,3876,2623,3597
YDR409W,67,52,86,1197,762,1038
YDR410C,50,40,66,448,334,367
YDR411C,214,199,282,1391,940,902
YDR412W,144,149,162,1213,872,1210
YDR414C,59,47,83,784,678,607
YDR415C,174,221,264,1109,715,802
YDR416W,90,96,134,1008,765,765
YDR418W,5452,4310,7096,34615,25401,26559
YDR419W,66,51,54,795,609,694
YDR420W,97,54,90,3274,2249,2519
YDR421W,47,55,90,1033,635,788
YDR422C,115,136,153,1575,1166,1241
YDR423C,113,104,157,1286,1035,947
YDR424C,75,69,85,876,578,735
YDR425W,32,37,60,430,335,394
YDR427W,572,536,780,3794,2675,2997
YDR428C,58,46,87,766,511,607
YDR429C,1037,795,1011,5697,3776,5269
YDR430C,749,653,970,6602,4131,4919
YDR432W,1091,1072,1340,8254,5165,5865
YDR434W,222,201,277,1259,881,1045
YDR435C,92,88,120,1077,797,822
YDR436W,92,112,121,1378,950,933
YDR437W,15,12,17,70,46,41
YDR438W,4,0,5,294,217,244
YDR439W,22,23,16,355,173,316
YDR440W,49,39,64,810,439,590
YDR441C,104,86,171,1136,1065,1178
YDR443C,128,123,157,2526,1832,1952
YDR444W,44,37,72,986,682,828
YDR446W,23,27,12,1,2,0
YDR447C,3494,2761,3830,28423,19084,22045
YDR448W,67,75,120,737,502,617
YDR449C,119,174,250,1242,843,822
YDR450W,5701,4573,6664,36858,25305,29249
YDR451C,123,114,152,544,368,450
YDR452W,455,367,473,3807,2579,2940
YDR453C,10,1,12,215,143,130
YDR454C,301,318,429,4197,3121,3524
YDR456W,292,203,334,3311,2456,2136
YDR457W,889,764,1019,15584,10772,11924
YDR458C,67,87,97,1015,682,746
YDR459C,14,16,21,562,426,443
YDR460W,73,44,105,665,514,550
YDR461C-A,22,29,40,284,181,200
YDR461W,28,9,28,296,244,242
YDR462W,128,140,203,1600,1009,1330
YDR463W,326,388,482,2886,1992,1979
YDR464W,112,126,151,1862,1368,1385
YDR465C,263,225,372,2114,1444,1529
YDR466W,59,55,90,1129,681,753
YDR468C,77,62,128,697,559,626
YDR469W,95,76,76,572,387,502
YDR470C,122,128,192,1068,732,757
YDR471W,1390,1253,1681,12542,8653,10354
YDR472W,99,117,146,764,681,507
YDR473C,44,31,80,504,378,386
YDR475C,76,79,144,1413,988,1133
YDR476C,184,181,256,1871,1319,1171
YDR477W,477,492,684,3640,2401,2503
YDR478W,20,24,47,419,294,305
YDR479C,76,45,84,876,678,714
YDR480W,43,45,47,604,303,397
YDR481C,395,328,450,3358,2347,2766
YDR482C,26,18,35,678,485,616
YDR483W,710,476,633,4762,3070,3990
YDR484W,61,66,88,820,541,684
YDR485C,99,116,152,1313,903,975
YDR486C,137,121,160,984,738,761
YDR487C,392,489,671,4333,2903,2756
YDR488C,62,47,59,1227,878,1054
YDR489W,49,51,82,731,402,422
YDR490C,129,143,178,1826,1207,1251
YDR492W,116,118,125,670,429,486
YDR493W,148,124,216,808,624,555
YDR494W,179,136,226,1797,1267,1635
YDR495C,68,53,60,807,527,514
YDR496C,301,343,413,3246,2146,2263
YDR497C,5144,4194,5293,56076,35693,44318
YDR498C,78,57,110,884,616,726
YDR499W,28,27,34,677,470,448
YDR500C,3448,3304,3682,13992,8462,10518
YDR501W,38,17,42,239,152,178
YDR502C,10985,8608,11098,52458,33272,41530
YDR503C,47,47,45,575,371,465
YDR504C,34,36,48,578,317,374
YDR505C,181,183,267,2820,1875,2049
YDR506C,84,95,130,1144,904,902
YDR507C,657,587,683,5722,3557,4295
YDR508C,221,461,389,3207,1342,1406
YDR510W,815,688,908,5185,3516,4306
YDR511W,143,122,180,946,703,895
YDR512C,24,28,49,504,443,319
YDR513W,154,126,215,1057,882,946
YDR514C,119,135,204,1426,846,1151
YDR515W,102,123,156,967,646,662
YDR516C,516,470,766,2603,2102,1858
YDR517W,410,435,587,2730,2210,2031
YDR518W,92,72,101,588,451,545
YDR519W,246,171,257,1601,1140,1493
YDR520C,42,41,84,877,654,804
YDR522C,0,0,1,1,0,2
YDR523C,2,1,1,19,15,7
YDR524C,37,17,45,563,390,374
YDR524C-B,775,618,1045,19691,15665,18208
YDR524W-C,0,0,0,5,5,4
YDR525W-A,351,366,588,1504,1159,960
YDR527W,137,194,208,1730,1161,1206
YDR528W,22,29,38,624,338,472
YDR529C,574,509,888,6380,4862,5105
YDR530C,51,37,61,626,471,570
YDR531W,430,449,558,4118,2786,2572
YDR532C,15,27,19,208,180,222
YDR533C,196,173,294,1781,1519,1302
YDR534C,0,0,0,261,168,115
YDR536W,2,5,12,43,21,11
