Genes	WT_1	WT_2	WT_3	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3
YCL028W	212	276	79	424	138	48	393	244	187
YCL029C	35	44	12	43	15	9	56	27	32
YCL030C	1596	2160	705	3356	1718	614	3370	2232	1539
YCL031C	54	87	27	85	38	12	116	59	66
YCL032W	33	46	12	45	32	15	46	40	23
YCL033C	31	56	8	35	19	9	63	33	29
YCL034W	145	164	59	306	133	71	352	200	179
YCL035C	112	140	45	153	83	35	195	110	90
YCL036W	31	26	6	40	26	18	55	27	25
YCL037C	240	307	86	426	172	65	394	203	190
YCL038C	27	43	10	58	24	8	61	53	44
YCL039W	44	67	30	62	29	12	69	51	32
YCL040W	350	493	131	477	258	105	567	486	371
YCL042W	32	82	11	70	31	16	72	53	31
YCL043C	1974	2515	848	3368	1731	644	3648	1985	1689
YCL044C	54	82	31	118	44	20	127	84	39
YCL045C	295	400	92	527	233	78	486	325	261
YCL047C	37	39	15	58	16	2	43	28	30
YCL048W	0	2	0	0	1	0	0	0	0
YCL048W-A	0	0	0	0	0	0	0	0	0
YCL049C	28	50	14	45	37	11	64	43	42
YCL050C	278	446	135	541	228	77	593	286	224
YCL051W	12	23	9	21	14	7	32	17	11
YCL052C	69	90	17	108	58	25	89	66	74
YCL054W	236	244	104	335	198	65	333	215	191
YCL054W-A	0	0	0	3	1	0	0	0	1
YCL055W	60	72	19	110	66	19	140	56	64
YCL056C	4	8	6	4	5	1	14	3	12
YCL057C-A	173	230	72	185	106	46	242	174	128
YCL057W	423	514	170	846	391	172	1042	574	582
YCL058C	171	226	72	178	99	46	220	174	118
YCL058W-A	5	15	1	20	7	4	9	4	8
YCL059C	55	69	12	47	29	6	55	44	28
YCL061C	27	38	13	43	18	19	73	29	16
YCL063W	94	83	21	90	60	22	92	70	46
YCL064C	1	3	0	4	3	0	8	0	1
YCL068C	4	3	0	10	0	0	2	4	3
YCL069W	0	0	0	2	0	0	0	0	1
YCL073C	7	4	0	3	2	0	1	2	0
YCR002C	168	236	71	231	126	58	252	161	159
YCR003W	126	172	54	238	91	40	237	116	83
YCR004C	326	445	122	587	243	94	626	424	292
YCR005C	511	757	202	427	218	85	501	307	243
YCR007C	0	1	2	1	0	0	1	0	0
YCR008W	30	50	9	40	15	13	69	55	23
YCR009C	84	123	34	109	59	26	150	65	96
YCR010C	0	0	0	0	0	0	4	0	0
YCR011C	121	141	54	152	83	36	171	127	109
YCR012W	6876	10005	2505	7301	3813	1559	8284	5154	3825
YCR014C	2	3	1	19	1	1	30	1	14
YCR015C	13	7	14	16	11	3	19	10	8
YCR016W	61	54	21	83	17	12	74	48	38
YCR017C	202	242	77	297	158	42	340	237	178
YCR018C	10	17	6	6	5	3	5	5	1
YCR019W	22	30	10	36	19	9	56	23	18
YCR020C	8	6	1	9	6	3	10	4	9
YCR020C-A	20	32	9	36	20	9	38	25	18
YCR020W-B	6	6	3	26	7	1	19	5	9
YCR021C	5	3	3	16	5	4	9	6	1
YCR023C	33	31	7	31	15	5	48	24	25
YCR024C	57	78	24	93	15	11	83	50	45
YCR024C-A	55	121	22	73	34	12	90	46	41
YCR024C-B	55	121	22	74	35	13	88	46	41
YCR026C	75	101	33	157	95	25	143	79	82
YCR027C	16	25	3	25	21	11	30	20	13
YCR028C	38	60	20	45	42	6	60	37	37
YCR028C-A	84	149	43	95	55	30	117	85	51
YCR030C	234	305	77	349	159	84	347	225	154
YCR031C	4430	6543	1941	5546	3674	1448	6081	4067	3154
YCR032W	28	59	19	62	26	4	58	28	22
YCR033W	59	80	17	95	55	6	99	73	51
YCR034W	469	523	144	297	427	85	396	408	185
YCR035C	278	300	120	256	132	76	257	245	143
YCR036W	63	76	29	148	75	24	150	111	80
YCR037C	60	58	21	85	57	15	94	69	53
YCR038C	13	12	1	25	8	4	14	11	5
YCR039C	3	7	0	5	3	0	4	6	1
YCR040W	0	0	0	0	0	0	0	0	0
YCR041W	0	0	0	0	0	0	0	0	0
YCR042C	61	144	42	136	67	23	161	80	71
YCR043C	31	40	5	30	20	13	64	25	22
YCR044C	56	76	22	74	59	23	95	51	31
YCR045C	0	0	0	0	0	0	0	0	0
YCR046C	78	85	31	107	67	23	168	81	86
YCR047C	103	136	19	187	61	42	155	103	71
YCR048W	31	52	10	58	24	10	61	42	27
YCR050C	0	0	0	0	0	0	0	0	0
YCR051W	180	182	58	168	103	22	201	154	122
YCR052W	96	148	27	104	67	27	142	113	75
YCR053W	599	901	222	1064	563	203	1065	690	481
YCR054C	28	27	16	53	31	5	58	28	31
YCR057C	108	142	52	208	132	45	182	140	126
YCR059C	30	69	18	62	30	11	67	54	34
YCR060W	24	25	8	69	13	10	55	35	31
YCR061W	119	150	44	232	110	64	248	149	125
YCR063W	14	20	3	22	10	0	17	13	15
YCR065W	32	51	7	47	14	6	61	31	24
YCR066W	4	10	1	10	4	1	22	12	10
YCR067C	118	160	48	230	123	24	248	145	93
YCR068W	35	51	15	58	24	3	54	39	42
YCR069W	115	100	36	160	93	35	141	115	72
YCR071C	51	67	17	57	35	12	88	43	41
YCR072C	52	86	13	103	51	20	83	73	78
YCR073C	6	14	7	9	5	2	13	12	5
YCR073W-A	88	121	46	153	79	22	208	120	85
YCR075C	21	27	9	33	19	5	22	27	27
YCR075W-A	6	14	6	30	5	2	17	20	21
YCR076C	33	42	18	30	11	3	44	45	31
YCR077C	162	228	58	241	120	49	210	136	95
YCR079W	9	27	17	34	16	4	24	12	7
YCR081W	32	25	22	56	20	6	58	35	26
YCR082W	105	163	47	219	85	24	297	139	131
YCR083W	59	63	18	72	50	22	110	60	51
YCR084C	281	380	112	425	214	70	485	261	209
YCR086W	32	45	10	41	33	6	59	32	37
YCR087C-A	33	74	15	77	29	12	93	34	44
YCR088W	454	625	201	861	389	152	883	542	361
YCR089W	4	0	1	9	2	0	3	3	2
YCR090C	40	53	12	79	26	13	71	40	34
YCR091W	9	10	3	21	4	4	25	15	13
YCR092C	24	25	3	47	21	2	39	12	19
YCR093W	353	444	89	524	280	78	518	316	250
YCR094W	27	34	10	42	19	9	79	33	39
YCR095C	10	17	8	8	10	5	15	12	8
YCR095W-A	0	0	0	0	0	0	0	1	0
YCR098C	28	70	18	22	5	6	20	16	5
YCR099C	4	4	0	2	4	0	3	2	3
YCR100C	14	11	4	9	8	5	19	11	12
YCR101C	7	6	4	4	1	4	8	3	3
YCR102C	9	3	2	13	9	3	17	5	10
YCR104W	0	1	0	3	0	0	0	2	0
YCR105W	0	0	0	0	0	0	0	0	0
YCR106W	0	0	0	1	0	0	0	0	0
YCR107W	0	5	0	11	8	0	15	9	3
YCR108C	0	0	0	0	0	0	1	0	0
YDL001W	29	37	9	28	23	10	41	22	26
YDL002C	35	65	16	86	14	11	86	37	43
YDL003W	118	177	42	209	96	34	217	115	106
YDL004W	218	336	72	279	177	65	396	188	216
YDL005C	35	50	9	53	33	5	74	33	19
YDL006W	34	62	17	80	35	14	82	48	39
YDL007C-A	0	0	0	0	0	0	0	0	0
YDL007W	598	671	194	1028	670	198	1274	755	700
YDL008W	44	62	27	72	33	16	91	53	28
YDL009C	0	0	0	0	0	0	0	0	0
YDL010W	33	59	11	53	21	12	35	39	33
YDL012C	52	122	25	151	55	17	219	53	86
YDL013W	23	33	8	44	22	17	31	32	22
YDL014W	594	858	234	939	524	153	1019	641	560
YDL015C	123	117	40	206	63	43	211	92	94
YDL017W	22	35	9	52	20	15	34	41	28
YDL018C	68	61	27	76	34	11	99	57	40
YDL019C	144	178	54	199	85	39	208	136	112
YDL020C	39	89	14	81	38	14	109	66	57
YDL021W	12	12	1	14	10	3	21	17	13
YDL022C-A	0	0	0	1	0	0	1	0	0
YDL022W	276	376	101	438	239	107	607	439	316
YDL024C	0	6	1	4	0	0	2	0	0
YDL025C	36	38	17	62	25	7	51	47	19
YDL027C	32	41	11	44	29	5	38	29	22
YDL028C	19	32	7	42	14	9	48	38	14
YDL029W	259	309	81	341	194	76	422	280	253
YDL030W	23	34	13	58	25	13	58	25	25
YDL031W	142	191	54	210	116	40	218	149	111
YDL033C	12	21	5	10	9	1	24	15	17
YDL035C	31	46	15	37	18	7	56	26	29
YDL036C	19	22	6	40	19	7	45	24	29
YDL037C	0	0	0	0	0	0	0	0	0
YDL039C	0	0	0	0	1	0	0	0	0
YDL040C	194	263	84	267	141	59	285	183	153
YDL042C	56	48	21	58	29	20	52	34	29
YDL043C	22	41	6	42	16	8	58	27	28
YDL044C	51	59	17	64	42	12	64	31	24
YDL045C	21	47	15	57	18	7	78	45	51
YDL045W-A	38	71	28	50	31	15	79	34	39
YDL046W	168	233	71	241	188	52	367	205	171
YDL047W	138	228	58	272	109	55	259	148	144
YDL048C	54	44	10	21	13	6	55	32	28
YDL049C	22	33	8	14	17	1	25	16	21
YDL051W	94	179	53	172	79	32	183	90	96
YDL052C	104	180	32	133	71	23	166	79	68
YDL053C	21	24	5	36	7	4	33	22	27
YDL054C	70	92	37	196	99	39	169	110	89
YDL055C	1390	1901	499	1782	1010	333	2097	1220	1062
YDL056W	26	38	8	52	22	9	47	23	31
YDL057W	16	25	5	16	11	2	39	27	19
YDL058W	98	134	37	239	76	42	228	141	106
YDL059C	27	71	20	42	24	1	66	42	39
YDL060W	135	166	54	256	131	44	216	150	123
YDL061C	454	587	142	442	185	91	466	385	358
YDL063C	58	73	21	109	42	19	93	84	47
YDL064W	36	53	7	46	27	4	65	32	26
YDL065C	59	88	24	117	44	21	101	44	53
YDL066W	1158	1568	449	1973	947	366	2156	1271	1184
YDL067C	216	355	65	348	121	37	303	182	152
YDL069C	1	7	3	9	3	0	23	4	6
YDL070W	57	74	18	104	47	25	112	60	63
YDL072C	115	154	47	193	86	35	213	148	118
YDL073W	19	36	6	42	12	3	54	32	13
YDL074C	88	131	25	96	60	22	121	57	52
YDL075W	885	1628	433	1204	609	276	1581	865	1116
YDL076C	18	18	6	21	6	2	23	15	7
YDL077C	37	40	12	54	26	7	59	33	37
YDL078C	250	368	123	575	190	74	645	264	343
YDL079C	7	3	1	7	4	2	14	20	6
YDL080C	22	45	9	34	21	7	34	32	18
YDL081C	1112	1747	470	970	821	273	1481	920	841
YDL082W	2195	3782	986	3607	1562	572	3949	1684	1850
YDL083C	1124	1920	447	1391	792	317	1724	838	730
YDL084W	628	862	193	868	469	169	1020	738	517
YDL085C-A	4	37	6	12	7	4	27	11	16
YDL085W	1	6	0	4	1	1	10	4	3
YDL086W	181	246	50	328	141	57	391	176	180
YDL087C	21	9	2	9	6	3	18	10	6
YDL088C	53	51	14	102	32	25	90	54	39
YDL089W	16	12	8	24	13	1	42	16	11
YDL090C	26	46	16	37	19	3	58	23	28
YDL091C	45	52	11	60	28	16	61	39	44
YDL092W	44	53	25	67	35	13	84	45	56
YDL093W	36	53	10	51	24	7	49	36	33
YDL095W	374	638	175	628	325	122	634	404	312
YDL097C	397	538	183	732	401	137	884	579	530
YDL098C	11	14	5	19	6	1	15	4	15
YDL099W	74	113	29	107	48	22	91	54	70
YDL100C	786	867	263	932	630	190	1138	1001	615
YDL101C	50	68	14	94	44	16	87	48	42
YDL102W	62	84	19	129	70	12	125	71	80
YDL103C	114	160	42	150	66	26	151	91	78
YDL104C	19	19	5	32	12	6	38	23	20
YDL105W	2	15	2	5	1	0	11	3	3
YDL106C	45	59	23	59	39	17	69	41	35
YDL107W	29	47	8	45	18	7	69	32	25
YDL108W	38	46	19	29	15	5	51	29	20
YDL109C	1	3	1	2	1	1	0	1	0
YDL110C	119	222	57	206	124	29	262	197	122
YDL111C	67	81	28	120	60	11	125	80	49
YDL112W	220	273	81	290	159	54	325	148	174
YDL113C	9	29	6	43	18	2	31	28	14
YDL114W	0	0	0	0	0	0	0	0	0
YDL115C	31	40	13	44	32	5	58	36	53
YDL116W	118	140	44	205	95	24	207	96	80
YDL117W	55	92	21	78	43	16	96	67	44
YDL119C	3	10	1	18	9	4	11	15	7
YDL120W	97	107	44	137	77	19	143	79	108
YDL121C	115	148	50	179	74	24	149	99	79
YDL122W	139	175	51	134	89	23	199	132	96
YDL123W	35	42	17	43	40	8	65	42	57
YDL124W	269	340	85	265	162	63	312	226	101
YDL125C	256	416	85	546	217	76	648	364	437
YDL126C	2078	2787	766	3365	1913	618	3494	2342	1798
YDL127W	12	15	3	21	7	1	26	14	10
YDL128W	220	286	85	287	189	73	305	231	161
YDL129W	11	16	8	12	5	3	12	7	4
YDL130W	2330	2829	985	2777	1450	652	2910	2142	1693
YDL130W-A	59	92	8	59	24	7	72	48	43
YDL131W	1875	2502	675	3160	1803	631	3241	2114	1501
YDL132W	126	157	51	172	96	44	206	155	129
YDL133C-A	893	1541	346	3002	537	188	3399	630	1496
YDL133W	9	18	2	18	13	6	17	8	10
YDL134C	94	173	38	165	109	38	234	139	119
YDL135C	62	119	41	137	77	32	147	79	61
YDL136W	1637	2960	740	3040	1278	493	3448	1708	1660
YDL137W	377	568	193	671	345	125	809	445	420
YDL138W	11	14	0	17	13	3	19	13	9
YDL139C	1	8	2	23	14	2	10	5	13
YDL140C	576	742	223	925	423	159	924	620	513
YDL141W	87	142	35	140	56	35	124	105	67
YDL142C	28	19	9	29	26	9	31	15	20
YDL143W	403	532	174	715	363	160	822	437	328
YDL144C	84	115	22	122	77	30	176	94	85
YDL145C	578	748	238	898	544	221	940	643	402
YDL146W	11	18	2	13	8	1	26	16	7
YDL147W	233	322	96	277	108	36	313	169	139
YDL148C	84	105	32	180	110	34	161	97	84
YDL149W	20	32	5	38	27	10	47	17	25
YDL150W	68	74	19	98	54	20	101	83	49
YDL153C	97	127	42	156	59	22	135	80	86
YDL154W	1	3	0	0	1	0	0	0	1
YDL155W	51	58	18	74	32	10	65	46	35
YDL156W	16	20	10	33	21	7	32	37	17
YDL157C	43	62	10	47	20	7	62	35	41
YDL159W	30	31	9	44	15	10	52	21	28
YDL159W-A	0	1	0	0	0	0	2	1	0
YDL160C	148	150	54	254	137	50	352	197	184
YDL160C-A	29	39	7	37	21	10	33	20	29
YDL161W	63	99	29	80	62	29	106	66	47
YDL164C	79	91	22	110	35	27	95	65	53
YDL165W	32	54	8	69	39	9	66	24	47
YDL166C	64	94	25	110	63	14	116	63	67
YDL167C	53	74	21	98	38	13	93	50	45
YDL168W	178	296	82	363	227	68	430	298	144
YDL169C	11	9	4	18	14	0	25	11	16
YDL170W	32	36	19	68	38	12	72	35	28
YDL171C	1979	2732	870	2589	1653	612	2779	2012	1380
YDL173W	60	77	9	87	28	14	84	50	43
YDL174C	827	1192	335	1032	552	213	1121	727	604
YDL175C	15	26	5	24	12	5	44	28	19
YDL176W	13	18	8	8	11	4	20	13	8
YDL177C	8	2	1	5	1	3	4	3	8
YDL178W	160	233	65	185	96	35	255	149	148
YDL179W	41	69	18	80	41	12	90	42	31
YDL180W	38	46	20	71	32	6	70	52	44
YDL181W	161	274	55	260	124	42	300	202	176
YDL182W	2221	3017	849	3762	2111	734	3697	2481	1615
YDL183C	18	24	8	26	10	5	21	14	9
YDL184C	763	1232	288	1786	394	157	1985	526	1294
YDL185W	1894	2446	694	2981	1600	573	3407	2017	1520
YDL186W	0	0	0	1	0	0	0	0	0
YDL188C	128	217	63	235	123	44	280	159	151
YDL189W	21	51	17	57	29	21	67	53	38
YDL190C	108	139	56	209	101	27	207	155	117
YDL191W	1719	2992	760	3169	1387	528	3981	1758	1750
YDL192W	843	1238	329	1183	723	260	1361	894	729
YDL193W	66	75	16	50	33	6	70	33	33
YDL194W	10	15	8	16	9	13	18	11	3
YDL195W	427	528	147	784	461	154	827	568	400
YDL197C	9	11	3	20	17	0	10	9	4
YDL198C	248	391	120	492	228	97	527	253	249
YDL199C	5	19	11	22	11	0	18	11	8
YDL200C	10	25	9	14	7	0	14	11	6
YDL201W	46	67	11	44	18	6	46	31	30
YDL202W	102	150	35	118	69	27	204	127	109
YDL203C	22	32	12	27	13	5	23	20	18
YDL204W	7	9	10	8	7	0	3	5	3
YDL205C	146	205	60	208	109	42	198	196	97
YDL206W	13	15	1	14	4	2	8	8	2
YDL207W	30	51	8	34	35	5	38	18	24
YDL208W	52	89	20	117	47	17	135	72	61
YDL209C	16	24	2	11	19	1	24	14	19
YDL210W	3	4	0	1	2	2	8	1	1
YDL211C	6	5	1	7	1	1	4	4	1
YDL212W	244	365	117	307	197	83	349	323	171
YDL213C	52	98	36	72	20	21	76	40	29
YDL214C	2	3	3	7	2	1	9	7	3
YDL215C	50	91	26	95	44	21	100	60	52
YDL216C	7	12	4	20	17	0	19	11	17
YDL217C	31	53	13	53	23	5	76	41	30
YDL218W	0	0	0	0	0	0	1	0	0
YDL219W	22	6	6	13	13	7	25	8	17
YDL220C	20	24	5	29	12	6	32	23	17
YDL222C	0	2	0	3	1	0	1	3	0
YDL223C	10	3	2	12	7	0	6	4	4
YDL224C	35	69	22	74	33	22	66	52	41
YDL225W	113	170	54	151	86	38	138	115	87
YDL226C	145	213	65	228	141	54	293	151	151
YDL227C	390	490	127	461	237	79	466	327	200
YDL229W	11104	15340	4243	12403	7664	2840	12934	10489	6362
YDL230W	28	27	13	36	16	4	37	34	20
YDL231C	5	9	0	4	8	0	2	7	3
YDL232W	16	6	2	8	5	3	18	12	4
YDL233W	32	27	8	39	15	9	36	28	23
YDL234C	52	60	18	64	32	9	79	73	28
YDL235C	48	73	15	64	28	7	62	48	48
YDL236W	174	258	72	305	162	78	355	216	179
YDL237W	97	139	75	156	74	25	156	98	102
YDL238C	13	15	6	21	4	1	16	13	10
YDL239C	3	4	1	4	1	0	0	1	0
YDL240W	23	37	12	41	32	4	62	29	20
YDL241W	3	14	2	7	7	3	7	8	9
YDL243C	0	8	0	11	14	2	20	14	9
YDL244W	9	0	3	17	9	1	5	3	4
YDL245C	0	1	0	0	1	1	2	1	0
YDL246C	4	2	0	1	1	5	1	2	1
YDL247W	2	3	1	7	2	2	7	4	1
YDL248W	119	113	34	129	61	26	145	96	58
YDR001C	116	163	56	199	129	45	194	166	152
YDR002W	644	909	253	974	392	133	972	605	505
YDR003W	18	39	9	50	26	8	59	45	32
YDR003W-A	16	26	6	41	24	4	36	30	22
YDR004W	13	12	7	16	9	3	25	10	8
YDR005C	18	43	11	41	22	2	37	23	19
YDR006C	23	56	8	42	25	11	64	30	40
YDR007W	48	93	17	69	35	18	119	75	59
YDR009W	18	16	12	22	15	4	20	27	10
YDR011W	238	337	91	418	244	79	477	320	234
YDR012W	4555	6106	1689	6201	3189	1137	6637	4194	3495
YDR013W	45	53	16	60	46	11	63	32	47
YDR014W	15	12	8	23	8	0	25	15	12
YDR014W-A	0	0	0	0	0	0	0	1	0
YDR016C	10	36	5	16	9	3	15	17	6
YDR017C	49	76	20	77	43	19	83	56	44
YDR018C	2	8	0	4	0	0	5	6	5
YDR019C	508	833	206	660	331	130	818	440	418
YDR020C	26	35	14	47	21	8	57	32	36
YDR021W	21	29	10	28	17	5	37	16	17
YDR022C	6	14	8	9	4	2	13	15	4
YDR023W	714	989	295	874	471	155	971	665	466
YDR025W	1319	2231	515	1806	995	321	2238	1197	911
YDR026C	19	18	12	35	22	8	34	20	18
YDR027C	46	47	22	54	19	15	75	45	31
YDR028C	123	185	52	224	104	32	212	147	112
YDR030C	15	10	5	13	9	4	27	14	7
YDR031W	28	54	14	23	9	2	65	15	16
YDR032C	301	362	82	491	232	85	621	368	370
YDR033W	1124	1519	399	811	540	177	953	692	522
YDR034C	19	28	15	33	19	7	34	16	18
YDR034C-A	1	1	0	2	0	0	3	0	2
YDR034W-B	2	0	0	7	0	0	6	1	1
YDR035W	185	268	72	371	221	62	430	274	217
YDR036C	36	39	22	73	28	13	89	38	42
YDR037W	294	476	138	725	310	107	688	322	335
YDR038C	14	17	10	37	20	9	24	27	20
YDR039C	15	20	11	40	23	9	26	28	25
YDR040C	19	24	11	42	28	8	24	31	28
YDR041W	119	170	47	122	51	37	172	109	88
YDR042C	0	1	2	2	0	0	1	0	2
YDR043C	24	55	12	35	15	7	57	32	20
YDR044W	99	120	34	110	74	26	141	75	85
YDR045C	13	6	4	22	11	4	13	7	9
YDR046C	12	14	7	44	11	3	14	6	2
YDR047W	109	132	48	130	83	38	147	113	96
YDR049W	30	52	12	61	25	14	60	32	46
YDR050C	5781	7819	2327	8373	4324	1701	7584	5156	3801
YDR051C	64	92	27	80	45	20	108	50	74
YDR052C	29	37	12	40	19	9	44	28	19
YDR054C	114	193	40	267	100	46	230	136	99
YDR055W	182	251	65	240	137	69	297	165	123
YDR056C	57	65	7	65	46	11	101	58	43
YDR057W	38	49	16	71	28	13	71	49	43
YDR058C	15	40	4	19	17	3	17	23	15
YDR059C	15	29	8	51	15	8	59	26	29
YDR060W	185	285	74	328	128	47	302	200	158
YDR061W	103	142	42	224	100	30	227	109	95
YDR062W	256	392	102	370	220	72	406	246	182
YDR063W	19	38	6	47	18	4	51	22	8
YDR064W	1878	2902	740	4390	1229	462	4257	1665	2212
YDR065W	11	17	3	14	8	3	13	7	9
YDR066C	0	6	1	7	7	2	9	5	6
YDR067C	21	18	5	12	8	1	25	15	12
YDR068W	30	54	16	47	35	9	55	47	28
YDR069C	13	17	6	40	13	5	38	23	13
YDR070C	1	0	2	1	3	0	0	4	2
YDR071C	137	205	55	174	117	40	234	126	108
YDR072C	81	137	29	152	94	24	199	118	62
YDR073W	10	22	2	24	1	3	22	13	14
YDR074W	171	235	76	290	149	54	346	214	183
YDR075W	58	61	13	79	30	24	96	51	46
YDR076W	6	5	1	13	3	0	16	4	4
YDR077W	732	957	290	572	384	162	759	532	327
YDR078C	12	11	4	22	7	2	23	6	5
YDR079C-A	4	19	1	5	4	2	5	8	11
YDR079W	44	57	21	46	25	10	62	34	31
YDR080W	40	66	13	102	47	16	84	65	47
YDR081C	53	77	21	107	36	13	101	74	50
YDR082W	2	5	1	1	0	0	4	5	6
YDR083W	57	68	23	79	39	15	76	65	42
YDR084C	73	55	28	98	52	28	98	65	55
YDR085C	9	14	4	7	2	2	8	7	7
YDR086C	98	144	47	182	68	20	187	108	89
YDR087C	103	120	40	106	67	26	132	97	79
YDR088C	33	33	4	46	22	11	29	15	25
YDR089W	42	85	20	130	48	18	120	60	60
YDR090C	49	47	18	81	39	15	113	42	55
YDR091C	564	590	185	585	337	124	706	491	352
YDR092W	80	107	27	105	66	27	143	109	82
YDR093W	113	155	62	178	88	28	172	103	75
YDR096W	56	88	27	94	48	24	109	63	36
YDR097C	125	165	53	231	115	26	171	137	94
YDR098C	129	213	53	157	114	45	179	125	93
YDR099W	600	911	258	934	512	205	1151	682	566
YDR100W	48	64	14	127	54	26	93	84	46
YDR101C	318	438	133	489	234	75	444	261	220
YDR103W	20	42	20	51	17	10	46	37	20
YDR104C	21	32	9	33	20	0	44	18	20
YDR105C	76	117	26	130	67	21	146	99	89
YDR106W	5	7	0	4	0	1	5	2	0
YDR107C	32	45	9	60	25	13	85	39	37
YDR108W	42	43	20	73	43	11	60	33	28
YDR109C	17	22	10	34	18	4	50	26	21
YDR110W	33	46	11	61	31	9	60	39	31
YDR111C	11	25	7	66	11	8	38	21	31
YDR113C	64	78	30	80	43	26	103	50	41
YDR114C	0	0	0	0	0	0	0	0	0
YDR115W	36	55	19	49	30	6	53	31	10
YDR116C	37	54	13	57	24	4	46	53	35
YDR117C	43	78	16	71	30	15	75	46	33
YDR118W	10	26	14	25	16	4	34	15	15
YDR119W	130	159	47	312	119	48	271	159	117
YDR119W-A	22	29	7	35	25	5	51	25	33
YDR120C	156	151	41	205	105	29	194	110	112
YDR121W	19	41	8	39	17	4	32	32	21
YDR122W	65	84	13	89	45	10	105	43	58
YDR123C	16	14	7	20	14	1	23	9	19
YDR124W	2	2	0	1	0	0	1	2	2
YDR125C	2	4	0	5	2	0	8	1	7
YDR126W	8	27	5	16	7	2	15	11	8
YDR127W	918	1219	381	1324	735	237	1321	968	662
YDR128W	24	66	11	70	40	6	67	40	33
YDR129C	442	629	172	956	497	178	942	665	482
YDR130C	8	19	6	26	10	4	35	21	7
YDR131C	16	10	4	10	5	2	10	5	8
YDR132C	27	13	6	37	18	9	43	27	27
YDR135C	334	433	109	685	370	122	708	486	356
YDR137W	20	35	12	36	30	6	32	32	23
YDR138W	39	66	15	67	42	13	90	51	39
YDR139C	56	63	28	97	37	11	110	27	31
YDR140W	35	27	16	49	25	5	32	33	23
YDR141C	125	153	45	159	117	21	217	91	106
YDR142C	16	42	11	45	24	4	38	38	21
YDR143C	38	68	16	67	45	10	75	30	41
YDR144C	42	103	14	94	53	13	76	48	39
YDR145W	55	86	16	87	37	11	93	75	49
YDR146C	41	66	20	81	35	19	118	57	54
YDR147W	51	62	14	83	42	12	71	66	35
YDR148C	400	572	153	715	385	142	945	572	457
YDR150W	763	1037	411	1114	395	177	1224	679	615
YDR151C	18	33	16	21	10	6	47	35	20
YDR152W	60	83	28	83	42	12	93	65	50
YDR153C	80	107	28	100	41	12	125	77	52
YDR155C	3253	3930	1128	3567	2241	835	4137	3310	2200
YDR156W	392	595	196	635	404	159	440	461	150
YDR158W	889	1216	353	1440	816	355	1491	1066	820
YDR159W	28	48	9	51	28	12	67	34	38
YDR160W	5	7	1	11	5	2	6	9	5
YDR161W	56	91	15	74	42	13	91	40	45
YDR162C	12	15	2	27	13	4	24	15	14
YDR163W	11	5	1	10	3	1	17	11	10
YDR164C	104	97	29	135	82	22	126	91	67
YDR165W	107	166	63	151	77	33	176	125	81
YDR166C	31	64	22	49	35	7	77	48	28
YDR167W	66	91	30	104	69	18	134	88	57
YDR168W	142	241	57	264	99	55	327	208	198
YDR169C	21	52	13	46	21	7	44	25	29
YDR169C-A	0	0	0	0	0	0	0	0	0
YDR170C	337	421	102	334	199	65	422	260	221
YDR171W	57	130	14	90	64	16	102	89	57
YDR172W	432	650	174	798	400	150	933	509	463
YDR173C	11	12	5	19	9	0	18	12	10
YDR174W	208	315	69	370	190	70	419	266	211
YDR175C	120	172	44	183	75	19	192	114	122
YDR176W	38	50	7	39	30	12	57	33	20
YDR177W	168	171	42	172	150	33	247	160	153
YDR178W	268	354	97	310	169	52	414	236	232
YDR179C	13	4	3	7	0	1	6	5	6
YDR179W-A	8	4	1	8	4	2	3	8	9
YDR180W	44	49	15	58	23	7	75	45	31
YDR181C	8	28	4	24	15	5	40	21	13
YDR182W	89	110	20	145	65	23	147	64	83
YDR182W-A	5	6	0	13	2	4	13	4	6
YDR183W	8	18	3	21	12	4	27	9	22
YDR184C	41	30	11	53	30	10	39	43	24
YDR185C	1	1	2	3	6	3	3	0	3
YDR186C	27	57	9	64	39	9	111	41	35
YDR188W	726	856	288	1070	666	265	1198	874	678
YDR189W	104	114	45	154	75	29	133	91	60
YDR190C	226	262	71	301	148	48	381	258	171
YDR191W	11	25	2	20	12	1	22	20	9
YDR192C	19	34	6	22	22	6	39	25	17
YDR194C	529	580	245	619	368	142	587	508	335
YDR194W-A	0	0	0	0	0	0	0	0	0
YDR195W	27	58	22	66	26	6	63	40	26
YDR196C	30	21	8	40	21	10	34	33	26
YDR197W	15	20	9	32	21	2	38	32	23
YDR198C	30	45	11	32	15	5	37	38	17
YDR200C	19	46	7	38	15	5	28	16	20
YDR201W	22	50	13	39	17	7	44	18	16
YDR202C	18	29	7	19	10	4	27	10	21
YDR204W	28	31	19	47	17	10	59	46	30
YDR205W	37	59	23	63	27	11	57	33	30
YDR206W	20	49	7	51	21	6	72	33	34
YDR207C	32	28	15	39	20	8	51	30	24
YDR208W	87	109	38	127	56	22	120	88	58
YDR210W	18	16	2	14	12	1	15	14	17
YDR211W	177	283	67	396	224	55	440	274	201
YDR212W	569	935	205	1234	574	181	1286	689	636
YDR213W	18	24	14	30	5	5	20	5	17
YDR214W	230	280	84	340	160	92	437	278	232
YDR216W	102	135	36	198	73	26	161	117	102
YDR217C	23	66	16	83	42	15	68	55	35
