ORF,RNA_Prints,Ribo_Prints,,,,,,,,,,,,,,,,,,,,,,,,,
YKR071C,57962,43679,,,,,,,,,,,,,,,,,,,,,,,,,
YKR072C,79444,44619,,,,,,,,,,,,,,,,,,,,,,,,,
YKR074W,46259,20729,,,,,,,,,,,,,,,,,,,,,,,,,
YKR075C,207807,7630,,,,,,,,,,,,,,,,,,,,,,,,,
YKR076W,13295,3150,,,,,,,,,,,,,,,,,,,,,,,,,
YKR077W,20632,17064,,,,,,,,,,,,,,,,,,,,,,,,,
YKR078W,18816,4033,,,,,,,,,,,,,,,,,,,,,,,,,
YKR079C,33247,13158,,,,,,,,,,,,,,,,,,,,,,,,,
YKR080W,83105,42855,,,,,,,,,,,,,,,,,,,,,,,,,
YKR081C,40311,44386,,,,,,,,,,,,,,,,,,,,,,,,,
YKR082W,54326,39802,,,,,,,,,,,,,,,,,,,,,,,,,
YKR083C,12151,4182,,,,,,,,,,,,,,,,,,,,,,,,,
YKR084C,64449,48618,,,,,,,,,,,,,,,,,,,,,,,,,
YKR085C,29606,15046,,,,,,,,,,,,,,,,,,,,,,,,,
YKR087C,42021,10977,,,,,,,,,,,,,,,,,,,,,,,,,
YKR088C,53289,23056,,,,,,,,,,,,,,,,,,,,,,,,,
YKR090W,38252,24154,,,,,,,,,,,,,,,,,,,,,,,,,
YKR091W,15176,2995,,,,,,,,,,,,,,,,,,,,,,,,,
YKR092C,129229,202225,,,,,,,,,,,,,,,,,,,,,,,,,
YKR093W,52285,186705,,,,,,,,,,,,,,,,,,,,,,,,,
YKR097W,3567,405,,,,,,,,,,,,,,,,,,,,,,,,,
YKR098C,23560,2241,,,,,,,,,,,,,,,,,,,,,,,,,
YKR099W,28037,9387,,,,,,,,,,,,,,,,,,,,,,,,,
YKR100C,34783,10059,,,,,,,,,,,,,,,,,,,,,,,,,
YKR101W,19665,5456,,,,,,,,,,,,,,,,,,,,,,,,,
YLL001W,31652,26079,,,,,,,,,,,,,,,,,,,,,,,,,
YLL002W,22997,5731,,,,,,,,,,,,,,,,,,,,,,,,,
YLL003W,24590,3227,,,,,,,,,,,,,,,,,,,,,,,,,
YLL004W,25881,8014,,,,,,,,,,,,,,,,,,,,,,,,,
YLL005C,73,0,,,,,,,,,,,,,,,,,,,,,,,,,
YLL006W,14372,8416,,,,,,,,,,,,,,,,,,,,,,,,,
YLL007C,13743,5604,,,,,,,,,,,,,,,,,,,,,,,,,
YLL008W,73759,75283,,,,,,,,,,,,,,,,,,,,,,,,,
YLL010C,30416,26059,,,,,,,,,,,,,,,,,,,,,,,,,
YLL011W,34319,18810,,,,,,,,,,,,,,,,,,,,,,,,,
YLL012W,20216,16184,,,,,,,,,,,,,,,,,,,,,,,,,
YLL013C,14683,46384,,,,,,,,,,,,,,,,,,,,,,,,,
YLL014W,28972,19097,,,,,,,,,,,,,,,,,,,,,,,,,
YLL018C,219483,368515,,,,,,,,,,,,,,,,,,,,,,,,,
YLL019C,16594,9490,,,,,,,,,,,,,,,,,,,,,,,,,
YLL021W,63662,74378,,,,,,,,,,,,,,,,,,,,,,,,,
YLL023C,33422,25818,,,,,,,,,,,,,,,,,,,,,,,,,
YLL026W,226644,300058,,,,,,,,,,,,,,,,,,,,,,,,,
YLL027W,44630,24378,,,,,,,,,,,,,,,,,,,,,,,,,
YLL028W,42394,48184,,,,,,,,,,,,,,,,,,,,,,,,,
YLL029W,102053,44377,,,,,,,,,,,,,,,,,,,,,,,,,
YLL031C,47076,31247,,,,,,,,,,,,,,,,,,,,,,,,,
YLL032C,24512,10770,,,,,,,,,,,,,,,,,,,,,,,,,
YLL033W,9689,1630,,,,,,,,,,,,,,,,,,,,,,,,,
YLL035W,18827,8503,,,,,,,,,,,,,,,,,,,,,,,,,
YLL036C,44906,18948,,,,,,,,,,,,,,,,,,,,,,,,,
YLL038C,4587,7015,,,,,,,,,,,,,,,,,,,,,,,,,
YLL039C,60836,48668,,,,,,,,,,,,,,,,,,,,,,,,,
YLL041C,24263,16508,,,,,,,,,,,,,,,,,,,,,,,,,
YLL042C,2422,985,,,,,,,,,,,,,,,,,,,,,,,,,
YLL043W,73420,31903,,,,,,,,,,,,,,,,,,,,,,,,,
YLL046C,1074,97,,,,,,,,,,,,,,,,,,,,,,,,,
YLL049W,25177,3935,,,,,,,,,,,,,,,,,,,,,,,,,
YLL051C,32846,9606,,,,,,,,,,,,,,,,,,,,,,,,,
YLL054C,11682,4600,,,,,,,,,,,,,,,,,,,,,,,,,
YLL055W,13632,670,,,,,,,,,,,,,,,,,,,,,,,,,
YLR001C,25072,12273,,,,,,,,,,,,,,,,,,,,,,,,,
YLR002C,56587,36588,,,,,,,,,,,,,,,,,,,,,,,,,
YLR003C,40048,14549,,,,,,,,,,,,,,,,,,,,,,,,,
YLR004C,1126,413,,,,,,,,,,,,,,,,,,,,,,,,,
YLR005W,29439,11378,,,,,,,,,,,,,,,,,,,,,,,,,
YLR006C,26156,12503,,,,,,,,,,,,,,,,,,,,,,,,,
YLR007W,24885,5052,,,,,,,,,,,,,,,,,,,,,,,,,
YLR008C,28874,15685,,,,,,,,,,,,,,,,,,,,,,,,,
YLR009W,43327,28824,,,,,,,,,,,,,,,,,,,,,,,,,
YLR010C,9810,1037,,,,,,,,,,,,,,,,,,,,,,,,,
YLR011W,15183,5525,,,,,,,,,,,,,,,,,,,,,,,,,
YLR012C,76,72,,,,,,,,,,,,,,,,,,,,,,,,,
YLR013W,29,0,,,,,,,,,,,,,,,,,,,,,,,,,
YLR014C,14669,3561,,,,,,,,,,,,,,,,,,,,,,,,,
YLR015W,24753,10278,,,,,,,,,,,,,,,,,,,,,,,,,
YLR016C,21361,6479,,,,,,,,,,,,,,,,,,,,,,,,,
YLR017W,85362,68318,,,,,,,,,,,,,,,,,,,,,,,,,
YLR018C,49483,21533,,,,,,,,,,,,,,,,,,,,,,,,,
YLR019W,38620,25132,,,,,,,,,,,,,,,,,,,,,,,,,
YLR020C,37338,11623,,,,,,,,,,,,,,,,,,,,,,,,,
YLR021W,26667,10054,,,,,,,,,,,,,,,,,,,,,,,,,
YLR022C,34902,26846,,,,,,,,,,,,,,,,,,,,,,,,,
YLR023C,22187,9569,,,,,,,,,,,,,,,,,,,,,,,,,
YLR024C,10986,7030,,,,,,,,,,,,,,,,,,,,,,,,,
YLR025W,48180,24948,,,,,,,,,,,,,,,,,,,,,,,,,
YLR026C,31732,21596,,,,,,,,,,,,,,,,,,,,,,,,,
YLR027C,282343,298541,,,,,,,,,,,,,,,,,,,,,,,,,
YLR032W,26084,15270,,,,,,,,,,,,,,,,,,,,,,,,,
YLR033W,48832,15392,,,,,,,,,,,,,,,,,,,,,,,,,
YLR034C,64131,37015,,,,,,,,,,,,,,,,,,,,,,,,,
YLR035C,17955,3800,,,,,,,,,,,,,,,,,,,,,,,,,
YLR040C,137961,239432,,,,,,,,,,,,,,,,,,,,,,,,,
YLR042C,11663,14580,,,,,,,,,,,,,,,,,,,,,,,,,
YLR043C,94484,59965,,,,,,,,,,,,,,,,,,,,,,,,,
YLR045C,44648,26648,,,,,,,,,,,,,,,,,,,,,,,,,
YLR046C,11294,201,,,,,,,,,,,,,,,,,,,,,,,,,
YLR047C,12270,3363,,,,,,,,,,,,,,,,,,,,,,,,,
YLR049C,50248,18668,,,,,,,,,,,,,,,,,,,,,,,,,
YLR050C,21354,19206,,,,,,,,,,,,,,,,,,,,,,,,,
YLR051C,33030,13731,,,,,,,,,,,,,,,,,,,,,,,,,
YLR052W,31404,10522,,,,,,,,,,,,,,,,,,,,,,,,,
YLR053C,334,55,,,,,,,,,,,,,,,,,,,,,,,,,
YLR055C,46402,39895,,,,,,,,,,,,,,,,,,,,,,,,,
YLR056W,286800,233687,,,,,,,,,,,,,,,,,,,,,,,,,
YLR057W,39735,8533,,,,,,,,,,,,,,,,,,,,,,,,,
YLR058C,208114,563383,,,,,,,,,,,,,,,,,,,,,,,,,
YLR059C,27855,23841,,,,,,,,,,,,,,,,,,,,,,,,,
YLR060W,201354,235841,,,,,,,,,,,,,,,,,,,,,,,,,
YLR063W,17292,8765,,,,,,,,,,,,,,,,,,,,,,,,,
YLR064W,32675,18111,,,,,,,,,,,,,,,,,,,,,,,,,
YLR065C,46123,16982,,,,,,,,,,,,,,,,,,,,,,,,,
YLR066W,54528,24430,,,,,,,,,,,,,,,,,,,,,,,,,
YLR067C,13257,2781,,,,,,,,,,,,,,,,,,,,,,,,,
YLR068W,13677,6839,,,,,,,,,,,,,,,,,,,,,,,,,
YLR069C,33026,21681,,,,,,,,,,,,,,,,,,,,,,,,,
YLR071C,35885,16469,,,,,,,,,,,,,,,,,,,,,,,,,
YLR072W,34124,16600,,,,,,,,,,,,,,,,,,,,,,,,,
YLR073C,23554,7721,,,,,,,,,,,,,,,,,,,,,,,,,
YLR074C,44463,33933,,,,,,,,,,,,,,,,,,,,,,,,,
YLR075W,716061,555016,,,,,,,,,,,,,,,,,,,,,,,,,
YLR077W,48172,11285,,,,,,,,,,,,,,,,,,,,,,,,,
YLR079W,77199,23112,,,,,,,,,,,,,,,,,,,,,,,,,
YLR080W,9275,3257,,,,,,,,,,,,,,,,,,,,,,,,,
YLR082C,19376,4723,,,,,,,,,,,,,,,,,,,,,,,,,
YLR084C,32457,31586,,,,,,,,,,,,,,,,,,,,,,,,,
YLR085C,19118,8815,,,,,,,,,,,,,,,,,,,,,,,,,
YLR086W,28391,17443,,,,,,,,,,,,,,,,,,,,,,,,,
YLR087C,15291,5810,,,,,,,,,,,,,,,,,,,,,,,,,
YLR088W,47410,30877,,,,,,,,,,,,,,,,,,,,,,,,,
YLR090W,33545,18105,,,,,,,,,,,,,,,,,,,,,,,,,
YLR091W,12775,4224,,,,,,,,,,,,,,,,,,,,,,,,,
YLR094C,31382,21032,,,,,,,,,,,,,,,,,,,,,,,,,
YLR095C,64103,35908,,,,,,,,,,,,,,,,,,,,,,,,,
YLR097C,28095,5539,,,,,,,,,,,,,,,,,,,,,,,,,
YLR098C,20750,5715,,,,,,,,,,,,,,,,,,,,,,,,,
YLR099C,105268,18128,,,,,,,,,,,,,,,,,,,,,,,,,
YLR099W-A,24648,12171,,,,,,,,,,,,,,,,,,,,,,,,,
YLR100W,131090,82375,,,,,,,,,,,,,,,,,,,,,,,,,
YLR102C,20925,7829,,,,,,,,,,,,,,,,,,,,,,,,,
YLR103C,22964,7760,,,,,,,,,,,,,,,,,,,,,,,,,
YLR104W,25120,12106,,,,,,,,,,,,,,,,,,,,,,,,,
YLR105C,27429,6316,,,,,,,,,,,,,,,,,,,,,,,,,
YLR106C,90397,110759,,,,,,,,,,,,,,,,,,,,,,,,,
YLR107W,21450,5214,,,,,,,,,,,,,,,,,,,,,,,,,
YLR108C,37956,8578,,,,,,,,,,,,,,,,,,,,,,,,,
YLR109W,1361879,1825368,,,,,,,,,,,,,,,,,,,,,,,,,
YLR113W,136376,58264,,,,,,,,,,,,,,,,,,,,,,,,,
YLR114C,50517,19547,,,,,,,,,,,,,,,,,,,,,,,,,
YLR115W,28317,9290,,,,,,,,,,,,,,,,,,,,,,,,,
YLR116W,25061,15489,,,,,,,,,,,,,,,,,,,,,,,,,
YLR117C,32417,10376,,,,,,,,,,,,,,,,,,,,,,,,,
YLR118C,46707,33028,,,,,,,,,,,,,,,,,,,,,,,,,
YLR120C,30110,55655,,,,,,,,,,,,,,,,,,,,,,,,,
YLR121C,10682,17565,,,,,,,,,,,,,,,,,,,,,,,,,
YLR126C,33549,8558,,,,,,,,,,,,,,,,,,,,,,,,,
YLR127C,21725,4766,,,,,,,,,,,,,,,,,,,,,,,,,
YLR129W,64643,48167,,,,,,,,,,,,,,,,,,,,,,,,,
YLR130C,74640,16133,,,,,,,,,,,,,,,,,,,,,,,,,
YLR131C,37740,18509,,,,,,,,,,,,,,,,,,,,,,,,,
YLR132C,15746,3403,,,,,,,,,,,,,,,,,,,,,,,,,
YLR133W,35013,23425,,,,,,,,,,,,,,,,,,,,,,,,,
YLR135W,13062,4433,,,,,,,,,,,,,,,,,,,,,,,,,
YLR137W,26412,7123,,,,,,,,,,,,,,,,,,,,,,,,,
YLR138W,59681,17718,,,,,,,,,,,,,,,,,,,,,,,,,
YLR139C,13216,10792,,,,,,,,,,,,,,,,,,,,,,,,,
YLR141W,10587,3022,,,,,,,,,,,,,,,,,,,,,,,,,
YLR142W,6013,3235,,,,,,,,,,,,,,,,,,,,,,,,,
YLR143W,31820,16268,,,,,,,,,,,,,,,,,,,,,,,,,
YLR144C,26231,19471,,,,,,,,,,,,,,,,,,,,,,,,,
YLR145W,18615,5060,,,,,,,,,,,,,,,,,,,,,,,,,
YLR146C,25625,9740,,,,,,,,,,,,,,,,,,,,,,,,,
YLR147C,9378,6664,,,,,,,,,,,,,,,,,,,,,,,,,
YLR148W,33906,14658,,,,,,,,,,,,,,,,,,,,,,,,,
YLR149C,15300,2615,,,,,,,,,,,,,,,,,,,,,,,,,
YLR150W,714282,950378,,,,,,,,,,,,,,,,,,,,,,,,,
YLR151C,12874,3429,,,,,,,,,,,,,,,,,,,,,,,,,
YLR152C,27460,2312,,,,,,,,,,,,,,,,,,,,,,,,,
YLR154C,27337,16789,,,,,,,,,,,,,,,,,,,,,,,,,
YLR163C,54092,29444,,,,,,,,,,,,,,,,,,,,,,,,,
YLR164W,4105,222,,,,,,,,,,,,,,,,,,,,,,,,,
YLR165C,15395,3245,,,,,,,,,,,,,,,,,,,,,,,,,
YLR166C,39445,13873,,,,,,,,,,,,,,,,,,,,,,,,,
YLR168C,24743,4844,,,,,,,,,,,,,,,,,,,,,,,,,
YLR170C,25821,10757,,,,,,,,,,,,,,,,,,,,,,,,,
YLR172C,138395,104506,,,,,,,,,,,,,,,,,,,,,,,,,
YLR173W,16316,6096,,,,,,,,,,,,,,,,,,,,,,,,,
YLR174W,6051,225,,,,,,,,,,,,,,,,,,,,,,,,,
YLR175W,158611,121468,,,,,,,,,,,,,,,,,,,,,,,,,
YLR176C,18394,11323,,,,,,,,,,,,,,,,,,,,,,,,,
YLR177W,60739,6595,,,,,,,,,,,,,,,,,,,,,,,,,
YLR178C,31872,12485,,,,,,,,,,,,,,,,,,,,,,,,,
YLR179C,166984,184878,,,,,,,,,,,,,,,,,,,,,,,,,
YLR181C,51202,21506,,,,,,,,,,,,,,,,,,,,,,,,,
YLR182W,42250,19954,,,,,,,,,,,,,,,,,,,,,,,,,
YLR183C,43532,22931,,,,,,,,,,,,,,,,,,,,,,,,,
YLR186W,43928,41687,,,,,,,,,,,,,,,,,,,,,,,,,
YLR187W,11835,29697,,,,,,,,,,,,,,,,,,,,,,,,,
YLR188W,46832,16132,,,,,,,,,,,,,,,,,,,,,,,,,
YLR189C,28840,11886,,,,,,,,,,,,,,,,,,,,,,,,,
YLR190W,46228,22886,,,,,,,,,,,,,,,,,,,,,,,,,
YLR191W,27760,14062,,,,,,,,,,,,,,,,,,,,,,,,,
YLR192C,198733,181870,,,,,,,,,,,,,,,,,,,,,,,,,
YLR193C,22486,15883,,,,,,,,,,,,,,,,,,,,,,,,,
YLR194C,39069,35929,,,,,,,,,,,,,,,,,,,,,,,,,
YLR195C,55194,40070,,,,,,,,,,,,,,,,,,,,,,,,,
YLR196W,86156,91280,,,,,,,,,,,,,,,,,,,,,,,,,
YLR197W,178826,138902,,,,,,,,,,,,,,,,,,,,,,,,,
YLR200W,36064,16835,,,,,,,,,,,,,,,,,,,,,,,,,
YLR201C,30082,17308,,,,,,,,,,,,,,,,,,,,,,,,,
YLR203C,54725,33408,,,,,,,,,,,,,,,,,,,,,,,,,
YLR204W,21672,15144,,,,,,,,,,,,,,,,,,,,,,,,,
YLR205C,14205,4319,,,,,,,,,,,,,,,,,,,,,,,,,
YLR207W,39356,19874,,,,,,,,,,,,,,,,,,,,,,,,,
YLR208W,111715,131931,,,,,,,,,,,,,,,,,,,,,,,,,
YLR209C,39468,25958,,,,,,,,,,,,,,,,,,,,,,,,,
YLR210W,23201,8830,,,,,,,,,,,,,,,,,,,,,,,,,
YLR212C,34803,14943,,,,,,,,,,,,,,,,,,,,,,,,,
YLR213C,6506,3395,,,,,,,,,,,,,,,,,,,,,,,,,
YLR214W,110010,98687,,,,,,,,,,,,,,,,,,,,,,,,,
YLR215C,18902,12159,,,,,,,,,,,,,,,,,,,,,,,,,
YLR216C,200208,145700,,,,,,,,,,,,,,,,,,,,,,,,,
YLR219W,38544,25013,,,,,,,,,,,,,,,,,,,,,,,,,
YLR220W,49788,26924,,,,,,,,,,,,,,,,,,,,,,,,,
YLR221C,52603,21779,,,,,,,,,,,,,,,,,,,,,,,,,
YLR222C,58563,40493,,,,,,,,,,,,,,,,,,,,,,,,,
YLR223C,45944,17885,,,,,,,,,,,,,,,,,,,,,,,,,
YLR224W,40491,3077,,,,,,,,,,,,,,,,,,,,,,,,,
YLR225C,32807,13554,,,,,,,,,,,,,,,,,,,,,,,,,
YLR226W,21746,6224,,,,,,,,,,,,,,,,,,,,,,,,,
YLR227C,10501,673,,,,,,,,,,,,,,,,,,,,,,,,,
YLR228C,27306,11225,,,,,,,,,,,,,,,,,,,,,,,,,
YLR229C,34191,32484,,,,,,,,,,,,,,,,,,,,,,,,,
YLR231C,51919,34684,,,,,,,,,,,,,,,,,,,,,,,,,
YLR233C,11851,851,,,,,,,,,,,,,,,,,,,,,,,,,
YLR234W,6320,4120,,,,,,,,,,,,,,,,,,,,,,,,,
YLR238W,19482,5520,,,,,,,,,,,,,,,,,,,,,,,,,
YLR239C,21164,7436,,,,,,,,,,,,,,,,,,,,,,,,,
YLR240W,18976,8072,,,,,,,,,,,,,,,,,,,,,,,,,
YLR241W,47062,19804,,,,,,,,,,,,,,,,,,,,,,,,,
YLR242C,13309,2980,,,,,,,,,,,,,,,,,,,,,,,,,
YLR243W,22944,15384,,,,,,,,,,,,,,,,,,,,,,,,,
YLR244C,158050,230941,,,,,,,,,,,,,,,,,,,,,,,,,
YLR245C,6732,10153,,,,,,,,,,,,,,,,,,,,,,,,,
YLR246W,10685,1078,,,,,,,,,,,,,,,,,,,,,,,,,
YLR247C,38277,11619,,,,,,,,,,,,,,,,,,,,,,,,,
YLR248W,59725,39544,,,,,,,,,,,,,,,,,,,,,,,,,
YLR250W,63646,38374,,,,,,,,,,,,,,,,,,,,,,,,,
YLR251W,16834,1732,,,,,,,,,,,,,,,,,,,,,,,,,
YLR253W,42885,10014,,,,,,,,,,,,,,,,,,,,,,,,,
YLR254C,20798,3742,,,,,,,,,,,,,,,,,,,,,,,,,
YLR257W,171041,102477,,,,,,,,,,,,,,,,,,,,,,,,,
YLR259C,378191,931927,,,,,,,,,,,,,,,,,,,,,,,,,
YLR262C,37815,17828,,,,,,,,,,,,,,,,,,,,,,,,,
YLR263W,10104,64,,,,,,,,,,,,,,,,,,,,,,,,,
YLR265C,30015,6560,,,,,,,,,,,,,,,,,,,,,,,,,
YLR266C,46235,2043,,,,,,,,,,,,,,,,,,,,,,,,,
YLR267W,12745,1169,,,,,,,,,,,,,,,,,,,,,,,,,
YLR268W,33619,20033,,,,,,,,,,,,,,,,,,,,,,,,,
YLR270W,33966,30152,,,,,,,,,,,,,,,,,,,,,,,,,
YLR271W,9675,2030,,,,,,,,,,,,,,,,,,,,,,,,,
YLR272C,31825,12477,,,,,,,,,,,,,,,,,,,,,,,,,
YLR273C,10965,2155,,,,,,,,,,,,,,,,,,,,,,,,,
YLR274W,46913,20051,,,,,,,,,,,,,,,,,,,,,,,,,
YLR275W,10157,5094,,,,,,,,,,,,,,,,,,,,,,,,,
YLR276C,72845,33330,,,,,,,,,,,,,,,,,,,,,,,,,
YLR277C,36841,10821,,,,,,,,,,,,,,,,,,,,,,,,,
YLR278C,30629,14159,,,,,,,,,,,,,,,,,,,,,,,,,
YLR281C,4325,3213,,,,,,,,,,,,,,,,,,,,,,,,,
YLR283W,19934,4404,,,,,,,,,,,,,,,,,,,,,,,,,
YLR284C,12380,2523,,,,,,,,,,,,,,,,,,,,,,,,,
YLR285W,53194,37918,,,,,,,,,,,,,,,,,,,,,,,,,
YLR286C,553269,838947,,,,,,,,,,,,,,,,,,,,,,,,,
YLR287C,45328,17729,,,,,,,,,,,,,,,,,,,,,,,,,
YLR288C,19010,3830,,,,,,,,,,,,,,,,,,,,,,,,,
YLR289W,12589,3593,,,,,,,,,,,,,,,,,,,,,,,,,
YLR290C,21993,6707,,,,,,,,,,,,,,,,,,,,,,,,,
YLR291C,87049,48538,,,,,,,,,,,,,,,,,,,,,,,,,
YLR292C,48902,23959,,,,,,,,,,,,,,,,,,,,,,,,,
YLR293C,173753,239610,,,,,,,,,,,,,,,,,,,,,,,,,
YLR295C,40318,45387,,,,,,,,,,,,,,,,,,,,,,,,,
YLR297W,2909,2487,,,,,,,,,,,,,,,,,,,,,,,,,
YLR298C,19237,6529,,,,,,,,,,,,,,,,,,,,,,,,,
YLR299W,24576,18817,,,,,,,,,,,,,,,,,,,,,,,,,
YLR300W,143011,297789,,,,,,,,,,,,,,,,,,,,,,,,,
YLR301W,115006,87034,,,,,,,,,,,,,,,,,,,,,,,,,
YLR303W,56184,127336,,,,,,,,,,,,,,,,,,,,,,,,,
YLR305C,52094,44679,,,,,,,,,,,,,,,,,,,,,,,,,
YLR307W,1112,265,,,,,,,,,,,,,,,,,,,,,,,,,
YLR308W,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
YLR309C,69204,23187,,,,,,,,,,,,,,,,,,,,,,,,,
YLR310C,45063,19392,,,,,,,,,,,,,,,,,,,,,,,,,
YLR312C,3802,381,,,,,,,,,,,,,,,,,,,,,,,,,
YLR314C,100480,100898,,,,,,,,,,,,,,,,,,,,,,,,,
YLR315W,5903,6249,,,,,,,,,,,,,,,,,,,,,,,,,
YLR318W,14847,994,,,,,,,,,,,,,,,,,,,,,,,,,
YLR319C,33700,14082,,,,,,,,,,,,,,,,,,,,,,,,,
YLR320W,13388,2258,,,,,,,,,,,,,,,,,,,,,,,,,
YLR321C,38611,30261,,,,,,,,,,,,,,,,,,,,,,,,,
YLR323C,13607,5786,,,,,,,,,,,,,,,,,,,,,,,,,
YLR324W,32500,20131,,,,,,,,,,,,,,,,,,,,,,,,,
YLR326W,16035,7581,,,,,,,,,,,,,,,,,,,,,,,,,
YLR328W,40689,18063,,,,,,,,,,,,,,,,,,,,,,,,,
YLR330W,130844,49223,,,,,,,,,,,,,,,,,,,,,,,,,
YLR332W,41773,40716,,,,,,,,,,,,,,,,,,,,,,,,,
YLR333C,278497,258787,,,,,,,,,,,,,,,,,,,,,,,,,
YLR335W,123041,118269,,,,,,,,,,,,,,,,,,,,,,,,,
YLR336C,37772,22930,,,,,,,,,,,,,,,,,,,,,,,,,
YLR337C,39667,143096,,,,,,,,,,,,,,,,,,,,,,,,,
YLR340W,931325,1100514,,,,,,,,,,,,,,,,,,,,,,,,,
YLR341W,291,11,,,,,,,,,,,,,,,,,,,,,,,,,
YLR343W,1581,0,,,,,,,,,,,,,,,,,,,,,,,,,
YLR345W,35868,6318,,,,,,,,,,,,,,,,,,,,,,,,,
YLR346C,14630,2306,,,,,,,,,,,,,,,,,,,,,,,,,
YLR347C,49333,87658,,,,,,,,,,,,,,,,,,,,,,,,,
YLR348C,32091,16431,,,,,,,,,,,,,,,,,,,,,,,,,
YLR350W,41607,40282,,,,,,,,,,,,,,,,,,,,,,,,,
YLR351C,91078,47069,,,,,,,,,,,,,,,,,,,,,,,,,
YLR352W,18974,6833,,,,,,,,,,,,,,,,,,,,,,,,,
YLR353W,23322,4536,,,,,,,,,,,,,,,,,,,,,,,,,
YLR354C,243277,301266,,,,,,,,,,,,,,,,,,,,,,,,,
YLR355C,78155,219446,,,,,,,,,,,,,,,,,,,,,,,,,
YLR356W,14271,10256,,,,,,,,,,,,,,,,,,,,,,,,,
YLR357W,41311,28603,,,,,,,,,,,,,,,,,,,,,,,,,
YLR359W,352915,301643,,,,,,,,,,,,,,,,,,,,,,,,,
YLR360W,31343,4482,,,,,,,,,,,,,,,,,,,,,,,,,
YLR361C,25604,13015,,,,,,,,,,,,,,,,,,,,,,,,,
YLR362W,21162,8931,,,,,,,,,,,,,,,,,,,,,,,,,
YLR363C,25116,6980,,,,,,,,,,,,,,,,,,,,,,,,,
YLR363W-A,8982,11514,,,,,,,,,,,,,,,,,,,,,,,,,
YLR364W,7479,2523,,,,,,,,,,,,,,,,,,,,,,,,,
YLR368W,31293,3017,,,,,,,,,,,,,,,,,,,,,,,,,
YLR369W,35860,15582,,,,,,,,,,,,,,,,,,,,,,,,,
YLR370C,64127,40703,,,,,,,,,,,,,,,,,,,,,,,,,
YLR372W,141329,131249,,,,,,,,,,,,,,,,,,,,,,,,,
YLR373C,27580,18209,,,,,,,,,,,,,,,,,,,,,,,,,
YLR375W,29111,9203,,,,,,,,,,,,,,,,,,,,,,,,,
YLR376C,10067,1822,,,,,,,,,,,,,,,,,,,,,,,,,
YLR377C,448,48,,,,,,,,,,,,,,,,,,,,,,,,,
YLR378C,134070,199057,,,,,,,,,,,,,,,,,,,,,,,,,
YLR380W,40246,72509,,,,,,,,,,,,,,,,,,,,,,,,,
YLR381W,24230,3540,,,,,,,,,,,,,,,,,,,,,,,,,
YLR382C,18989,8125,,,,,,,,,,,,,,,,,,,,,,,,,
YLR383W,20691,5642,,,,,,,,,,,,,,,,,,,,,,,,,
YLR384C,83778,96105,,,,,,,,,,,,,,,,,,,,,,,,,
YLR385C,1093,2984,,,,,,,,,,,,,,,,,,,,,,,,,
YLR386W,36135,18554,,,,,,,,,,,,,,,,,,,,,,,,,
YLR387C,73693,42509,,,,,,,,,,,,,,,,,,,,,,,,,
YLR389C,53734,38117,,,,,,,,,,,,,,,,,,,,,,,,,
YLR390W-A,110533,519832,,,,,,,,,,,,,,,,,,,,,,,,,
YLR392C,19063,3594,,,,,,,,,,,,,,,,,,,,,,,,,
YLR393W,7170,5327,,,,,,,,,,,,,,,,,,,,,,,,,
YLR394W,17103,726,,,,,,,,,,,,,,,,,,,,,,,,,
YLR396C,34131,8940,,,,,,,,,,,,,,,,,,,,,,,,,
YLR397C,34722,36586,,,,,,,,,,,,,,,,,,,,,,,,,
YLR398C,47633,49270,,,,,,,,,,,,,,,,,,,,,,,,,
YLR399C,120403,69734,,,,,,,,,,,,,,,,,,,,,,,,,
YLR401C,49521,36283,,,,,,,,,,,,,,,,,,,,,,,,,
YLR403W,33014,19104,,,,,,,,,,,,,,,,,,,,,,,,,
YLR406C,276972,181839,,,,,,,,,,,,,,,,,,,,,,,,,
YLR407W,22429,13476,,,,,,,,,,,,,,,,,,,,,,,,,
YLR408C,8626,2802,,,,,,,,,,,,,,,,,,,,,,,,,
YLR409C,88322,49809,,,,,,,,,,,,,,,,,,,,,,,,,
YLR410W,76165,119655,,,,,,,,,,,,,,,,,,,,,,,,,
YLR412W,30431,4473,,,,,,,,,,,,,,,,,,,,,,,,,
YLR413W,156401,287372,,,,,,,,,,,,,,,,,,,,,,,,,
YLR414C,55338,32870,,,,,,,,,,,,,,,,,,,,,,,,,
YLR417W,23935,5834,,,,,,,,,,,,,,,,,,,,,,,,,
YLR418C,50162,34158,,,,,,,,,,,,,,,,,,,,,,,,,
YLR419W,24630,20616,,,,,,,,,,,,,,,,,,,,,,,,,
YLR420W,66295,37581,,,,,,,,,,,,,,,,,,,,,,,,,
YLR421C,68806,36264,,,,,,,,,,,,,,,,,,,,,,,,,
YLR422W,22041,9613,,,,,,,,,,,,,,,,,,,,,,,,,
YLR423C,13944,2728,,,,,,,,,,,,,,,,,,,,,,,,,
YLR424W,17562,5982,,,,,,,,,,,,,,,,,,,,,,,,,
YLR425W,15965,6227,,,,,,,,,,,,,,,,,,,,,,,,,
YLR427W,41895,17230,,,,,,,,,,,,,,,,,,,,,,,,,
